timestamp,level,component,user_id,session_id,message
2025-04-26 10:26:40.628,INFO,GENERAL,,,Configuration loaded.
2025-04-26 10:26:40.628,INFO,GENERAL,,,Starting Main Workflow...
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'INPUT_DATA_FILE' from section '[Paths]': 'data/DSL-StrongPasswordData.csv'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'PREPROCESSED_DATA_DIR' from section '[Paths]': 'results/data'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'EGGP_OUTPUT_DIR' from section '[Paths]': 'results/eggp_output'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_DIR' from section '[Paths]': 'results'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_FILENAME' from section '[Paths]': 'session_evaluation_metrics.csv'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'MIN_SESSION' from section '[Experiment]': '1'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'MAX_SESSION' from section '[Experiment]': '7'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'TARGET_COLUMN_NAME' from section '[Evaluation]': 'class'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'THRESHOLD_STRATEGY' from section '[Evaluation]': 'fixed'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'DEFAULT_THRESHOLD' from section '[Evaluation]': '0.65'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'maxSize' from section '[EGGpArgs]': '20'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'nPop' from section '[EGGpArgs]': '200'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'pc' from section '[EGGpArgs]': '0.9'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'pm' from section '[EGGpArgs]': '0.3'
2025-04-26 10:26:40.628,INFO,GENERAL,,,Config: Using 'generations' from section '[EGGpArgs]': '200'
2025-04-26 10:26:40.628,INFO,GENERAL,,,"
--- Phase 1: Data Preprocessing ---"
2025-04-26 10:26:40.628,INFO,PREPROCESSING,,,Loading data from data/DSL-StrongPasswordData.csv...
2025-04-26 10:26:40.693,INFO,PREPROCESSING,,,"Data loaded successfully. Shape: (20400, 34)"
2025-04-26 10:26:40.693,INFO,PREPROCESSING,,,Identified 31 feature columns.
2025-04-26 10:26:40.693,INFO,PREPROCESSING,,,"Sorting data by ['subject', 'sessionIndex', 'rep']..."
2025-04-26 10:26:40.700,INFO,PREPROCESSING,,,Sorting complete.
2025-04-26 10:26:40.700,INFO,PREPROCESSING,,,Creating output directory: results/data
2025-04-26 10:26:40.701,INFO,PREPROCESSING,,,Found 51 unique users.
2025-04-26 10:26:40.701,INFO,PREPROCESSING,,,"
Processing User 1/51: s002..."
2025-04-26 10:26:40.701,INFO,PREPROCESSING,,,  Processing Training Session 1 (Testing on Session 2)...
2025-04-26 10:26:40.708,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_1_train.csv...
2025-04-26 10:26:40.714,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_1_test.csv...
2025-04-26 10:26:40.771,INFO,PREPROCESSING,,,  Processing Training Session 2 (Testing on Session 3)...
2025-04-26 10:26:40.777,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_2_train.csv...
2025-04-26 10:26:40.783,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_2_test.csv...
2025-04-26 10:26:40.839,INFO,PREPROCESSING,,,  Processing Training Session 3 (Testing on Session 4)...
2025-04-26 10:26:40.845,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_3_train.csv...
2025-04-26 10:26:40.851,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_3_test.csv...
2025-04-26 10:26:40.900,INFO,PREPROCESSING,,,  Processing Training Session 4 (Testing on Session 5)...
2025-04-26 10:26:40.906,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_4_train.csv...
2025-04-26 10:26:40.912,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_4_test.csv...
2025-04-26 10:26:40.964,INFO,PREPROCESSING,,,  Processing Training Session 5 (Testing on Session 6)...
2025-04-26 10:26:40.971,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_5_train.csv...
2025-04-26 10:26:40.977,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_5_test.csv...
2025-04-26 10:26:41.026,INFO,PREPROCESSING,,,  Processing Training Session 6 (Testing on Session 7)...
2025-04-26 10:26:41.032,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_6_train.csv...
2025-04-26 10:26:41.038,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_6_test.csv...
2025-04-26 10:26:41.086,INFO,PREPROCESSING,,,  Processing Training Session 7 (Testing on Session 8)...
2025-04-26 10:26:41.092,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_7_train.csv...
2025-04-26 10:26:41.099,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_7_test.csv...
2025-04-26 10:26:41.148,INFO,PREPROCESSING,,,"
Processing User 2/51: s003..."
2025-04-26 10:26:41.148,INFO,PREPROCESSING,,,  Processing Training Session 1 (Testing on Session 2)...
2025-04-26 10:26:41.155,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_1_train.csv...
2025-04-26 10:26:41.162,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_1_test.csv...
2025-04-26 10:26:41.209,INFO,PREPROCESSING,,,  Processing Training Session 2 (Testing on Session 3)...
2025-04-26 10:26:41.217,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_2_train.csv...
2025-04-26 10:26:41.223,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_2_test.csv...
2025-04-26 10:26:41.274,INFO,PREPROCESSING,,,  Processing Training Session 3 (Testing on Session 4)...
2025-04-26 10:26:41.280,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_3_train.csv...
