class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0776,0.1912,0.1136,0.0768,0.3622,0.2854,0.0683,0.1229,0.0546,0.0802,1.3534,1.2732,0.1002,0.6316,0.5314,0.105,0.5312,0.4262,0.096,0.1615,0.0655,0.0718,0.1051,0.0333,0.1045,0.1839,0.0794,0.1018,0.2388,0.137,0.0831
0,0.0557,0.588,0.5323,0.076,0.0528,-0.0232,0.1332,0.1369,0.0037,0.077,0.3099,0.2329,0.057,0.3377,0.2807,0.0749,0.2917,0.2168,0.0736,0.1222,0.0486,0.0973,0.2754,0.1781,0.0992,0.0554,-0.0438,0.1258,0.5627,0.4369,0.0942
0,0.1084,0.1642,0.0558,0.095,0.1172,0.0222,0.0834,0.1053,0.0219,0.0865,0.2479,0.1614,0.0958,0.4495,0.3537,0.106,0.1285,0.0225,0.0942,0.141,0.0468,0.0815,0.0903,0.0088,0.1084,0.1667,0.0583,0.106,0.1987,0.0927,0.124
1,0.1111,0.1556,0.0445,0.0588,0.1042,0.0454,0.1042,0.11,0.0058,0.0177,0.6262,0.6085,0.0562,0.2994,0.2432,0.0451,0.317,0.2719,0.0731,0.0756,0.0025,0.101,0.1077,0.0067,0.1198,0.0878,-0.032,0.1172,0.2329,0.1157,0.0995
1,0.1161,0.1456,0.0295,0.0602,0.1309,0.0707,0.1016,0.071,-0.0306,0.0515,0.1857,0.1342,0.0565,0.2873,0.2308,0.0488,0.2636,0.2148,0.1114,0.1072,-0.0042,0.0979,0.1109,0.013,0.1234,0.0941,-0.0293,0.0892,0.237,0.1478,0.1008
1,0.1121,0.4388,0.3267,0.0815,0.085,0.0035,0.0762,0.1126,0.0364,0.0741,0.5274,0.4533,0.0591,0.5373,0.4782,0.0504,0.1928,0.1424,0.0966,0.1162,0.0196,0.0724,0.0365,-0.0359,0.123,0.0744,-0.0486,0.0889,0.5023,0.4134,0.1306
1,0.1174,0.2273,0.1099,0.037,0.0813,0.0443,0.0873,0.0762,-0.0111,0.0583,0.2867,0.2284,0.0567,0.3094,0.2527,0.0544,0.2014,0.147,0.0715,0.1119,0.0404,0.1195,0.0818,-0.0377,0.1116,0.0828,-0.0288,0.1121,0.2758,0.1637,0.0897
0,0.0886,0.131,0.0424,0.0868,0.1243,0.0375,0.0633,0.0852,0.0219,0.0641,0.4069,0.3428,0.081,0.8648,0.7838,0.1367,0.1708,0.0341,0.0947,0.1241,0.0294,0.0958,0.1048,0.009,0.0952,0.1255,0.0303,0.0918,0.2054,0.1136,0.0865
1,0.1287,0.2903,0.1616,0.0878,0.1076,0.0198,0.0939,0.1277,0.0338,0.0791,0.4744,0.3953,0.0752,0.3171,0.2419,0.0588,0.2419,0.1831,0.0839,0.123,0.0391,0.0697,0.0088,-0.0609,0.1288,0.096,-0.0328,0.1098,0.3542,0.2444,0.0101
1,0.0955,0.1838,0.0883,0.0464,0.0586,0.0122,0.0731,0.0747,0.0016,0.0517,0.2461,0.1944,0.0799,0.4202,0.3403,0.037,0.1747,0.1377,0.0792,0.0726,-0.0066,0.1141,0.1088,-0.0053,0.0935,0.0636,-0.0299,0.1016,0.2502,0.1486,0.0145
1,0.1216,0.1395,0.0179,0.0573,0.1011,0.0438,0.1016,0.0749,-0.0267,0.046,0.1573,0.1113,0.057,0.2433,0.1863,0.0549,0.1952,0.1403,0.0818,0.083,0.0012,0.115,0.0615,-0.0535,0.1306,0.1015,-0.0291,0.0887,0.1764,0.0877,0.0842
1,0.1274,0.2932,0.1658,0.0567,0.0792,0.0225,0.0871,0.0892,0.0021,0.0559,0.1833,0.1274,0.0441,0.378,0.3339,0.0491,0.2232,0.1741,0.0607,0.0779,0.0172,0.1185,0.0431,-0.0754,0.1225,0.0934,-0.0291,0.1066,0.2244,0.1178,0.0939
0,0.1082,0.1548,0.0466,0.0757,0.1454,0.0697,0.1061,0.0739,-0.0322,0.1124,0.1839,0.0715,0.1105,0.2667,0.1562,0.1164,0.1789,0.0625,0.0968,0.1051,0.0083,0.1124,0.1055,-0.0069,0.0742,0.1649,0.0907,0.1258,0.1233,-0.0025,0.1372
1,0.1008,0.231,0.1302,0.0264,0.1504,0.124,0.1016,0.096,-0.0056,0.0581,0.4025,0.3444,0.0889,0.417,0.3281,0.0348,0.2155,0.1807,0.1021,0.0855,-0.0166,0.1225,0.0792,-0.0433,0.1154,0.0829,-0.0325,0.0539,0.2721,0.2182,0.1055
0,0.0578,0.564,0.5062,0.0776,0.0496,-0.028,0.1129,0.1266,0.0137,0.0704,0.27,0.1996,0.0623,0.3296,0.2673,0.0681,0.2783,0.2102,0.0736,0.1591,0.0855,0.0842,0.2731,0.1889,0.0963,0.1567,0.0604,0.019,0.4443,0.4253,0.0544
1,0.1071,0.1537,0.0466,0.0575,0.0947,0.0372,0.0768,0.0633,-0.0135,0.0436,0.1596,0.116,0.0623,0.2839,0.2216,0.0668,0.1924,0.1256,0.0755,0.042,-0.0335,0.1059,0.0911,-0.0148,0.0988,0.0784,-0.0204,0.1037,0.2038,0.1001,0.115
0,0.0861,0.2277,0.1416,0.0708,0.1408,0.07,0.0544,0.0901,0.0357,0.0602,0.2676,0.2074,0.0626,0.4368,0.3742,0.0995,0.3378,0.2383,0.0789,0.1236,0.0447,0.1262,0.1246,-0.0016,0.0708,0.1621,0.0913,0.0723,0.2962,0.2239,0.0702
0,0.0858,0.2607,0.1749,0.0932,0.1938,0.1006,0.0866,0.1959,0.1093,0.0668,0.2323,0.1655,0.0755,0.5026,0.4271,0.0817,0.2285,0.1468,0.0932,0.1756,0.0824,0.0895,0.1867,0.0972,0.0787,0.2233,0.1446,0.0953,0.2248,0.1295,0.0929
1,0.129,0.1711,0.0421,0.0536,0.0829,0.0293,0.0818,0.0604,-0.0214,0.0486,0.1747,0.1261,0.0639,0.4126,0.3487,0.0586,0.2422,0.1836,0.1034,0.1322,0.0288,0.1161,0.0715,-0.0446,0.1109,0.0789,-0.032,0.1333,0.2672,0.1339,0.1031
1,0.1068,0.1334,0.0266,0.0631,0.1148,0.0517,0.0908,0.0269,-0.0639,0.0573,0.2116,0.1543,0.0412,0.5793,0.5381,0.0512,0.2981,0.2469,0.0728,0.0834,0.0106,0.109,0.0979,-0.0111,0.1072,0.0668,-0.0404,0.0873,0.1761,0.0888,0.0934
0,0.0937,0.2393,0.1456,0.0932,0.1101,0.0169,0.0892,0.1001,0.0109,0.0837,0.3051,0.2214,0.1148,0.3355,0.2207,0.1376,0.2197,0.0821,0.0779,0.1028,0.0249,0.1101,0.1453,0.0352,0.1112,0.0222,-0.089,0.1502,0.4346,0.2844,0.0832
0,0.1089,0.3604,0.2515,0.0741,0.1554,0.0813,0.0583,0.1498,0.0915,0.0723,0.1902,0.1179,0.0702,0.4735,0.4033,0.0923,0.1097,0.0174,0.082,0.1343,0.0523,0.109,0.104,-0.005,0.0989,0.1886,0.0897,0.1158,0.275,0.1592,0.0755
1,0.119,0.1886,0.0696,0.0404,0.0903,0.0499,0.0987,0.0794,-0.0193,0.0766,0.2332,0.1566,0.0599,0.3047,0.2448,0.0631,0.2257,0.1626,0.0776,0.093,0.0154,0.111,0.0736,-0.0374,0.1167,0.0765,-0.0402,0.0958,0.183,0.0872,0.0842
1,0.1142,0.1566,0.0424,0.0554,0.1008,0.0454,0.0871,0.0857,-0.0014,0.0484,0.1555,0.1071,0.0683,0.2886,0.2203,0.0538,0.2517,0.1979,0.0984,0.1241,0.0257,0.1008,0.0726,-0.0282,0.1172,0.0665,-0.0507,0.1322,0.2531,0.1209,0.0889
0,0.0586,0.1791,0.1205,0.0615,0.1193,0.0578,0.0528,0.0618,0.009,0.0684,0.4494,0.381,0.0618,0.3691,0.3073,0.0686,0.4447,0.3761,0.0568,0.1128,0.056,0.0671,0.1553,0.0882,0.0615,0.2051,0.1436,0.0557,0.2234,0.1677,0.0541
1,0.1259,0.1189,-0.007,0.0581,0.1275,0.0694,0.1056,0.0496,-0.056,0.0306,0.1931,0.1625,0.0578,0.3184,0.2606,0.0628,0.2962,0.2334,0.1013,0.1399,0.0386,0.0927,0.0626,-0.0301,0.1193,0.0863,-0.033,0.1316,0.2407,0.1091,0.0813
1,0.1042,0.5632,0.459,0.0441,0.0729,0.0288,0.0757,0.1061,0.0304,0.0602,0.2102,0.15,0.062,0.2744,0.2124,0.0549,0.1984,0.1435,0.0797,0.094,0.0143,0.1032,0.0307,-0.0725,0.1204,0.0905,-0.0299,0.1074,0.2502,0.1428,0.0979
0,0.0931,0.3153,0.2222,0.1018,0.1385,0.0367,0.0757,0.0836,0.0079,0.1103,0.277,0.1667,0.0375,0.4538,0.4163,0.1019,0.2275,0.1256,0.0517,0.3986,0.3469,0.0942,0.0726,-0.0216,0.0581,0.1557,0.0976,0.0834,0.246,0.1626,0.0762
1,0.1224,0.2278,0.1054,0.0488,0.0686,0.0198,0.0916,0.0905,-0.0011,0.0599,0.1973,0.1374,0.0372,0.4347,0.3975,0.048,0.2226,0.1746,0.0894,0.1182,0.0288,0.1,0.0386,-0.0614,0.1051,0.1034,-0.0017,0.1238,0.2342,0.1104,0.0915
0,0.0752,0.5843,0.5091,0.066,0.3461,0.2801,0.0681,0.1011,0.033,0.0433,0.5454,0.5021,0.0739,0.3797,0.3058,0.0968,0.1738,0.077,0.0828,0.2097,0.1269,0.0892,0.4904,0.4012,0.0981,0.2513,0.1532,0.0966,0.3114,0.2148,0.0868
1,0.1179,0.2368,0.1189,0.057,0.0657,0.0087,0.1061,0.0892,-0.0169,0.0568,0.2016,0.1448,0.0686,0.3176,0.249,0.0749,0.2715,0.1966,0.0973,0.1351,0.0378,0.0943,0.0489,-0.0454,0.1223,0.0758,-0.0465,0.1188,0.2171,0.0983,0.0934
1,0.1121,0.203,0.0909,0.0496,0.0863,0.0367,0.1,0.0989,-0.0011,0.0449,0.2232,0.1783,0.071,0.3941,0.3231,0.0536,0.2393,0.1857,0.1459,0.1169,-0.029,0.0565,0.1918,0.1353,0.1111,0.0923,-0.0188,0.1282,0.2908,0.1626,0.0936
0,0.0774,0.1351,0.0577,0.0462,0.1251,0.0789,0.0478,0.8155,0.7677,0.0702,0.742,0.6718,0.052,0.5334,0.4814,0.0655,0.2682,0.2027,0.0502,0.0638,0.0136,0.0639,0.0853,0.0214,0.061,0.2061,0.1451,0.0496,0.2437,0.1941,0.0605
1,0.0762,0.1347,0.0585,0.0689,0.0982,0.0293,0.1037,0.1077,0.004,0.0675,0.2265,0.159,0.0828,0.6174,0.5346,0.0602,0.1734,0.1132,0.0905,0.0917,0.0012,0.1098,0.0863,-0.0235,0.1067,0.0655,-0.0412,0.0979,0.1935,0.0956,0.0857
0,0.0913,0.2514,0.1601,0.0829,0.1331,0.0502,0.0586,0.1048,0.0462,0.0636,0.2737,0.2101,0.0631,0.4147,0.3516,0.0789,0.2722,0.1933,0.051,0.1015,0.0505,0.1325,0.1574,0.0249,0.0626,0.1684,0.1058,0.0676,0.2287,0.1611,0.0686
1,0.1192,0.1392,0.02,0.0617,0.1219,0.0602,0.0878,0.2078,0.12,0.1047,0.7197,0.615,0.0596,0.3693,0.3097,0.0549,0.199,0.1441,0.0798,0.0455,-0.0343,0.0993,0.07,-0.0293,0.1093,0.0947,-0.0146,0.0982,0.1912,0.093,0.0939
0,0.0544,0.1168,0.0624,0.0857,0.1142,0.0285,0.0464,0.095,0.0486,0.067,0.6519,0.5849,0.1,0.4089,0.3089,0.1092,0.1572,0.048,0.066,0.0796,0.0136,0.1,0.1022,0.0022,0.1118,0.1179,0.0061,0.1158,0.2412,0.1254,0.0863
