class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1485,0.4164,0.2679,0.0936,0.2123,0.1187,0.1124,0.2387,0.1263,0.0847,0.6693,0.5846,0.1005,0.4083,0.3078,0.1124,0.2121,0.0997,0.1071,0.1734,0.0663,0.1208,0.1259,0.0051,0.1176,0.3038,0.1862,0.1045,0.2486,0.1441,0.0902
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.1016,0.1553,0.0537,0.0984,0.0694,-0.029,0.0744,0.1198,0.0454,0.1274,0.3014,0.174,0.0633,0.4268,0.3635,0.0731,0.1531,0.08,0.0876,0.1433,0.0557,0.0733,0.0895,0.0162,0.0881,0.1248,0.0367,0.1184,0.2172,0.0988,0.1005
1,0.0786,0.2473,0.1687,0.0504,0.1401,0.0897,0.0886,0.1195,0.0309,0.0826,0.2284,0.1458,0.0646,0.3271,0.2625,0.1095,0.1649,0.0554,0.0871,0.1413,0.0542,0.1307,0.1114,-0.0193,0.1061,0.2108,0.1047,0.1005,0.2507,0.1502,0.1037
1,0.0921,0.1772,0.0851,0.0512,0.1377,0.0865,0.0686,0.0945,0.0259,0.0826,0.2313,0.1487,0.0715,0.5193,0.4478,0.1211,0.1857,0.0646,0.0952,0.1362,0.041,0.1321,0.115,-0.0171,0.0926,0.2028,0.1102,0.0881,0.5954,0.5073,0.0847
1,0.0889,0.1637,0.0748,0.077,0.1527,0.0757,0.1021,0.1108,0.0087,0.0728,0.2213,0.1485,0.0686,0.2328,0.1642,0.1089,0.1551,0.0462,0.0815,0.1314,0.0499,0.1177,0.0876,-0.0301,0.0884,0.197,0.1086,0.0926,0.2199,0.1273,0.0723
1,0.0784,0.1208,0.0424,0.0681,0.1591,0.091,0.0668,0.0829,0.0161,0.0913,0.2123,0.121,0.0686,0.301,0.2324,0.1101,0.1536,0.0435,0.0797,0.1315,0.0518,0.1063,0.071,-0.0353,0.1087,0.2221,0.1134,0.0905,0.5669,0.4764,0.0902
0,0.0675,0.1136,0.0461,0.0889,0.1177,0.0288,0.0605,0.0541,-0.0064,0.0771,0.2079,0.1308,0.1066,0.3683,0.2617,0.1382,0.1271,-0.0111,0.143,0.1288,-0.0142,0.1288,0.0576,-0.0712,0.1287,0.1234,-0.0053,0.0942,0.1827,0.0885,0.0704
1,0.1034,0.2138,0.1104,0.0686,0.1493,0.0807,0.1071,0.1193,0.0122,0.0799,0.2162,0.1363,0.077,0.2569,0.1799,0.1058,0.1256,0.0198,0.0931,0.1715,0.0784,0.0916,0.0681,-0.0235,0.0985,0.2145,0.116,0.0894,0.2581,0.1687,0.0791
1,0.086,0.4322,0.3462,0.0586,0.1069,0.0483,0.0702,0.2076,0.1374,0.0863,1.1896,1.1033,0.0586,0.3438,0.2852,0.1029,0.1512,0.0483,0.0884,0.1584,0.07,0.1055,0.0739,-0.0316,0.0947,0.2004,0.1057,0.0712,0.1993,0.1281,0.0979
1,0.0834,0.1857,0.1023,0.0586,0.1449,0.0863,0.0675,0.1221,0.0546,0.0776,0.234,0.1564,0.0536,0.2873,0.2337,0.1096,0.2009,0.0913,0.0762,0.1264,0.0502,0.1169,0.1024,-0.0145,0.1005,0.2416,0.1411,0.0873,0.262,0.1747,0.0942
1,0.0852,0.1329,0.0477,0.071,0.167,0.096,0.0884,0.1061,0.0177,0.0942,0.2242,0.13,0.0499,0.3214,0.2715,0.0773,0.1277,0.0504,0.0915,0.1436,0.0521,0.1317,0.0953,-0.0364,0.1127,0.229,0.1163,0.0981,0.2631,0.165,0.0675
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0876,0.1461,0.0585,0.0694,0.1464,0.077,0.0926,0.1369,0.0443,0.0942,0.2759,0.1817,0.0802,0.3158,0.2356,0.1124,0.1391,0.0267,0.0794,0.162,0.0826,0.1095,0.0913,-0.0182,0.1177,0.2728,0.1551,0.1063,0.2586,0.1523,0.0907
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.0976,0.332,0.2344,0.0683,0.1659,0.0976,0.0628,0.1298,0.067,0.0847,0.2318,0.1471,0.0636,0.2857,0.2221,0.0997,0.1533,0.0536,0.0955,0.1373,0.0418,0.1108,0.0934,-0.0174,0.0823,0.1928,0.1105,0.0726,0.241,0.1684,0.0689
0,0.0787,0.522,0.4433,0.0755,0.2508,0.1753,0.0436,0.4767,0.4331,0.0599,0.3264,0.2665,0.0486,0.469,0.4204,0.0887,0.222,0.1333,0.0847,0.1159,0.0312,0.1204,0.1469,0.0265,0.0729,0.1782,0.1053,0.0985,0.3348,0.2363,0.0694
0,0.0805,0.1857,0.1052,0.0882,0.1128,0.0246,0.0932,0.1336,0.0404,0.1019,0.2391,0.1372,0.0779,0.3413,0.2634,0.0773,0.1821,0.1048,0.081,0.1339,0.0529,0.0882,0.0869,-0.0013,0.0834,0.1285,0.0451,0.1045,0.2379,0.1334,0.0721
1,0.0865,0.199,0.1125,0.0578,0.1032,0.0454,0.077,0.1034,0.0264,0.0881,0.2389,0.1508,0.062,0.2734,0.2114,0.0961,0.1162,0.0201,0.0791,0.1538,0.0747,0.1069,0.0676,-0.0393,0.0789,0.2073,0.1284,0.0921,0.2457,0.1536,0.09
1,0.0773,0.1337,0.0564,0.0588,0.1311,0.0723,0.082,0.0847,0.0027,0.0802,1.1332,1.053,0.0786,0.2933,0.2147,0.0992,0.1422,0.043,0.0984,0.1425,0.0441,0.1,0.0821,-0.0179,0.09,0.1839,0.0939,0.096,0.2494,0.1534,0.1029
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0871,0.3845,0.2974,0.0799,0.1659,0.086,0.0596,0.1591,0.0995,0.0623,0.2002,0.1379,0.0755,0.7612,0.6857,0.0782,0.1104,0.0322,0.0652,0.1426,0.0774,0.0784,0.0972,0.0188,0.0699,0.1938,0.1239,0.0894,0.2169,0.1275,0.0884
1,0.0934,0.2299,0.1365,0.0736,0.1353,0.0617,0.0905,0.133,0.0425,0.0826,0.2334,0.1508,0.0575,0.2549,0.1974,0.1029,0.143,0.0401,0.0958,0.1624,0.0666,0.1174,0.0971,-0.0203,0.1019,0.2222,0.1203,0.0973,0.2726,0.1753,0.1045
1,0.0976,0.2067,0.1091,0.0559,0.1414,0.0855,0.0728,0.129,0.0562,0.0773,0.2603,0.183,0.0707,0.2991,0.2284,0.2007,0.7226,0.5219,0.0958,0.2409,0.1451,0.1045,0.1021,-0.0024,0.1008,0.196,0.0952,0.0849,0.2145,0.1296,0.0923
0,0.0927,0.1581,0.0654,0.043,0.1045,0.0615,0.0758,0.0832,0.0074,0.0597,0.4331,0.3734,0.0544,0.3416,0.2872,0.0742,0.175,0.1008,0.0689,0.0629,-0.006,0.0803,0.1031,0.0228,0.062,0.1662,0.1042,0.0668,0.2015,0.1347,0.0502
1,0.0973,0.4253,0.328,0.0478,0.1673,0.1195,0.1124,0.1958,0.0834,0.095,0.2485,0.1535,0.071,0.311,0.24,0.0952,0.1643,0.0691,0.1031,0.1942,0.0911,0.115,0.1203,0.0053,0.0913,0.2023,0.111,0.1034,0.2135,0.1101,0.1008
1,0.0942,0.1522,0.058,0.0849,0.149,0.0641,0.0966,0.0836,-0.013,0.0895,0.238,0.1485,0.0649,0.8949,0.83,0.128,0.2172,0.0892,0.0944,0.1206,0.0262,0.1222,0.085,-0.0372,0.0963,0.1994,0.1031,0.0876,0.7017,0.6141,0.096
0,0.1483,0.1429,-0.0054,0.0979,0.1979,0.1,0.1118,0.1377,0.0259,0.0612,0.1783,0.1171,0.0834,0.2976,0.2142,0.1029,0.2076,0.1047,0.1074,0.1173,0.0099,0.095,0.1206,0.0256,0.0828,0.1941,0.1113,0.0942,0.2183,0.1241,0.0736
1,0.0973,0.5229,0.4256,0.0594,0.657,0.5976,0.0973,0.4734,0.3761,0.0697,0.3484,0.2787,0.0686,0.3174,0.2488,0.0908,0.5811,0.4903,0.0923,0.2675,0.1752,0.0776,0.0903,0.0127,0.1121,0.2337,0.1216,0.0815,0.2072,0.1257,0.0863
0,0.1016,0.1946,0.093,0.0765,0.1957,0.1192,0.0966,0.185,0.0884,0.0868,0.5654,0.4786,0.0871,0.3764,0.2893,0.0861,0.1589,0.0728,0.0791,0.1631,0.084,0.0826,0.133,0.0504,0.0633,0.2292,0.1659,0.1121,0.2974,0.1853,0.0955
1,0.0987,0.2954,0.1967,0.0791,0.1187,0.0396,0.0813,0.1491,0.0678,0.0852,0.2152,0.13,0.0551,0.2413,0.1862,0.0942,0.1306,0.0364,0.1037,0.1341,0.0304,0.1163,0.0918,-0.0245,0.0881,0.2028,0.1147,0.0889,0.2578,0.1689,0.061
1,0.0755,0.2315,0.156,0.0744,0.1348,0.0604,0.0786,0.1076,0.029,0.0902,0.2239,0.1337,0.0791,0.2801,0.201,0.1193,0.137,0.0177,0.0997,0.1547,0.055,0.1156,0.0921,-0.0235,0.1035,0.2438,0.1403,0.0741,0.2193,0.1452,0.0976
0,0.0708,0.5505,0.4797,0.057,0.0966,0.0396,0.0663,0.1043,0.038,0.0515,0.4542,0.4027,0.056,0.4169,0.3609,0.0795,0.1782,0.0987,0.0755,0.5073,0.4318,0.0818,0.1262,0.0444,0.0618,0.2125,0.1507,0.0499,0.1934,0.1435,0.0557
