class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0894,0.1363,0.0469,0.0979,0.0799,-0.018,0.0819,0.1173,0.0354,0.1216,0.2461,0.1245,0.1071,0.3761,0.269,0.1126,0.1586,0.046,0.0633,0.1562,0.0929,0.0876,0.0985,0.0109,0.1031,0.1545,0.0514,0.0947,0.199,0.1043,0.0923
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.0802,0.4019,0.3217,0.1213,0.1485,0.0272,0.0678,0.1812,0.1134,0.1282,0.2883,0.1601,0.1155,0.5597,0.4442,0.1103,0.1689,0.0586,0.0868,0.1626,0.0758,0.1438,0.2454,0.1016,0.0673,0.3985,0.3312,0.0594,0.4554,0.396,0.0689
1,0.0459,0.1656,0.1197,0.0799,0.1902,0.1103,0.0536,0.1683,0.1147,0.0744,0.1823,0.1079,0.071,0.318,0.247,0.1077,0.1792,0.0715,0.0567,0.0808,0.0241,0.0773,0.1051,0.0278,0.0625,0.1232,0.0607,0.0755,0.217,0.1415,0.0557
1,0.0388,0.4665,0.4277,0.0596,0.1432,0.0836,0.043,0.1664,0.1234,0.0733,0.2139,0.1406,0.0728,0.3258,0.253,0.118,0.1705,0.0525,0.0673,0.1164,0.0491,0.067,0.1056,0.0386,0.0665,0.1512,0.0847,0.0802,0.2283,0.1481,0.0573
1,0.0412,0.2199,0.1787,0.0306,0.1767,0.1461,0.0573,0.1209,0.0636,0.0757,0.6197,0.544,0.0691,1.8758,1.8067,0.114,0.1723,0.0583,0.0454,0.1149,0.0695,0.0712,0.119,0.0478,0.0602,0.1586,0.0984,0.062,0.266,0.204,0.0559
1,0.0573,0.351,0.2937,0.0496,0.1435,0.0939,0.0586,0.1093,0.0507,0.1066,0.1535,0.0469,0.0596,0.3382,0.2786,0.1064,0.1776,0.0712,0.0639,0.1426,0.0787,0.0472,0.0694,0.0222,0.096,0.1501,0.0541,0.0755,0.2908,0.2153,0.0652
0,0.0675,0.1136,0.0461,0.0889,0.1177,0.0288,0.0605,0.0541,-0.0064,0.0771,0.2079,0.1308,0.1066,0.3683,0.2617,0.1382,0.1271,-0.0111,0.143,0.1288,-0.0142,0.1288,0.0576,-0.0712,0.1287,0.1234,-0.0053,0.0942,0.1827,0.0885,0.0704
1,0.0562,0.1817,0.1255,0.1071,0.1409,0.0338,0.0639,0.1367,0.0728,0.0902,0.5604,0.4702,0.0731,0.3106,0.2375,0.1003,0.1198,0.0195,0.0831,0.1188,0.0357,0.0654,0.0417,-0.0237,0.1018,0.1767,0.0749,0.0836,0.2647,0.1811,0.0654
1,0.091,0.6495,0.5585,0.0897,0.0828,-0.0069,0.066,0.114,0.048,0.0878,0.3067,0.2189,0.0791,0.446,0.3669,0.109,0.1423,0.0333,0.0581,0.121,0.0629,0.09,0.1346,0.0446,0.0794,0.1833,0.1039,0.066,0.4106,0.3446,0.0678
1,0.0478,0.2387,0.1909,0.0921,0.2208,0.1287,0.0565,0.1939,0.1374,0.0644,0.1849,0.1205,0.0644,0.3193,0.2549,0.1098,0.1681,0.0583,0.0776,0.1581,0.0805,0.0636,0.0916,0.028,0.1118,0.1922,0.0804,0.0636,0.2518,0.1882,0.0546
1,0.0462,0.1959,0.1497,0.0639,0.1663,0.1024,0.0509,0.1071,0.0562,0.0646,0.2502,0.1856,0.0517,0.3079,0.2562,0.1103,0.239,0.1287,0.057,0.4308,0.3738,0.0567,0.0982,0.0415,0.0546,0.1522,0.0976,0.0628,0.2436,0.1808,0.0633
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0446,0.164,0.1194,0.0726,0.1238,0.0512,0.0475,0.0987,0.0512,0.0831,0.1896,0.1065,0.0731,0.5732,0.5001,0.1349,0.2272,0.0923,0.0665,0.1718,0.1053,0.0784,0.1349,0.0565,0.0594,0.1562,0.0968,0.0652,0.2539,0.1887,0.0615
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.0504,0.2009,0.1505,0.0878,0.1308,0.043,0.0749,0.1153,0.0404,0.0786,0.2199,0.1413,0.0886,0.4186,0.33,0.1058,0.157,0.0512,0.0668,0.1017,0.0349,0.0665,0.094,0.0275,0.086,0.1812,0.0952,0.0615,0.2774,0.2159,0.0596
0,0.0787,0.522,0.4433,0.0755,0.2508,0.1753,0.0436,0.4767,0.4331,0.0599,0.3264,0.2665,0.0486,0.469,0.4204,0.0887,0.222,0.1333,0.0847,0.1159,0.0312,0.1204,0.1469,0.0265,0.0729,0.1782,0.1053,0.0985,0.3348,0.2363,0.0694
0,0.0805,0.1857,0.1052,0.0882,0.1128,0.0246,0.0932,0.1336,0.0404,0.1019,0.2391,0.1372,0.0779,0.3413,0.2634,0.0773,0.1821,0.1048,0.081,0.1339,0.0529,0.0882,0.0869,-0.0013,0.0834,0.1285,0.0451,0.1045,0.2379,0.1334,0.0721
1,0.0454,0.2492,0.2038,0.0675,0.2023,0.1348,0.0617,0.1738,0.1121,0.0639,0.2232,0.1593,0.0654,0.3103,0.2449,0.1037,0.2053,0.1016,0.0604,0.2973,0.2369,0.0515,0.1072,0.0557,0.0594,0.1617,0.1023,0.0486,0.2389,0.1903,0.0478
1,0.0493,0.1787,0.1294,0.071,0.1333,0.0623,0.0522,0.1076,0.0554,0.1176,0.173,0.0554,0.0689,0.3345,0.2656,0.1082,0.2129,0.1047,0.0551,0.1161,0.061,0.0588,0.1375,0.0787,0.0578,0.1572,0.0994,0.0668,0.2632,0.1964,0.0478
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0834,0.2017,0.1183,0.0939,0.5114,0.4175,0.0963,0.2023,0.106,0.1074,0.5546,0.4472,0.0992,0.4339,0.3347,0.1121,0.1472,0.0351,0.0847,0.2095,0.1248,0.0897,0.1393,0.0496,0.1171,0.2616,0.1445,0.1219,0.2426,0.1207,0.0926
1,0.0454,0.2473,0.2019,0.057,0.1504,0.0934,0.057,0.1071,0.0501,0.0715,0.1743,0.1028,0.0599,0.3084,0.2485,0.1006,0.2267,0.1261,0.0507,0.1262,0.0755,0.0718,0.1436,0.0718,0.0499,0.152,0.1021,0.0583,0.2293,0.171,0.0715
1,0.038,0.5664,0.5284,0.0623,0.1496,0.0873,0.0464,0.1258,0.0794,0.0702,0.1783,0.1081,0.0697,0.4495,0.3798,0.108,0.1877,0.0797,0.0483,0.1104,0.0621,0.0612,0.1098,0.0486,0.0541,0.1472,0.0931,0.0625,0.2486,0.1861,0.0581
0,0.0927,0.1581,0.0654,0.043,0.1045,0.0615,0.0758,0.0832,0.0074,0.0597,0.4331,0.3734,0.0544,0.3416,0.2872,0.0742,0.175,0.1008,0.0689,0.0629,-0.006,0.0803,0.1031,0.0228,0.062,0.1662,0.1042,0.0668,0.2015,0.1347,0.0502
1,0.047,0.2753,0.2283,0.1184,0.178,0.0596,0.0554,0.505,0.4496,0.0681,0.2121,0.144,0.0581,0.3573,0.2992,0.1135,0.1863,0.0728,0.0976,0.382,0.2844,0.0607,0.0924,0.0317,0.0586,0.1543,0.0957,0.067,0.2528,0.1858,0.0504
1,0.0327,0.2673,0.2346,0.0578,0.1348,0.077,0.0464,0.1081,0.0617,0.0652,0.1401,0.0749,0.0699,0.3638,0.2939,0.1061,0.253,0.1469,0.0549,0.1502,0.0953,0.0636,0.1119,0.0483,0.0528,0.1454,0.0926,0.0594,0.2217,0.1623,0.0578
0,0.1483,0.1429,-0.0054,0.0979,0.1979,0.1,0.1118,0.1377,0.0259,0.0612,0.1783,0.1171,0.0834,0.2976,0.2142,0.1029,0.2076,0.1047,0.1074,0.1173,0.0099,0.095,0.1206,0.0256,0.0828,0.1941,0.1113,0.0942,0.2183,0.1241,0.0736
1,0.0557,0.2466,0.1909,0.0865,0.1245,0.038,0.0665,0.0771,0.0106,0.0797,0.2456,0.1659,0.0628,0.319,0.2562,0.0979,0.1554,0.0575,0.0668,0.1065,0.0397,0.0828,0.0852,0.0024,0.0704,0.1553,0.0849,0.0757,0.2818,0.2061,0.062
0,0.1111,0.1651,0.054,0.0931,0.0728,-0.0203,0.0768,0.1043,0.0275,0.1166,0.2622,0.1456,0.0963,0.4838,0.3875,0.1111,0.2037,0.0926,0.082,0.1172,0.0352,0.0976,0.1035,0.0059,0.0765,0.1158,0.0393,0.0876,0.1832,0.0956,0.1153
1,0.0515,0.2342,0.1827,0.0823,0.1348,0.0525,0.0586,0.0887,0.0301,0.0842,0.1973,0.1131,0.0807,0.3345,0.2538,0.0987,0.1713,0.0726,0.0646,0.129,0.0644,0.0612,0.0309,-0.0303,0.0789,0.1802,0.1013,0.0662,0.2544,0.1882,0.066
1,0.047,0.1962,0.1492,0.0628,0.1462,0.0834,0.0367,0.099,0.0623,0.0718,0.1652,0.0934,0.0736,0.3081,0.2345,0.1061,0.2601,0.154,0.061,0.5479,0.4869,0.0628,0.0689,0.0061,0.052,0.1461,0.0941,0.0657,0.3048,0.2391,0.0694
0,0.0708,0.5505,0.4797,0.057,0.0966,0.0396,0.0663,0.1043,0.038,0.0515,0.4542,0.4027,0.056,0.4169,0.3609,0.0795,0.1782,0.0987,0.0755,0.5073,0.4318,0.0818,0.1262,0.0444,0.0618,0.2125,0.1507,0.0499,0.1934,0.1435,0.0557
1,0.0493,0.204,0.1547,0.0702,0.1636,0.0934,0.057,0.1211,0.0641,0.0741,0.1901,0.116,0.0623,0.2924,0.2301,0.1019,0.1845,0.0826,0.0496,0.1117,0.0621,0.0736,0.1119,0.0383,0.0504,0.1353,0.0849,0.0728,0.2251,0.1523,0.0623
0,0.0781,0.2649,0.1868,0.0618,0.1682,0.1064,0.0581,0.161,0.1029,0.0726,0.3085,0.2359,0.0594,0.4698,0.4104,0.0953,0.2468,0.1515,0.07,0.12,0.05,0.1373,0.1653,0.028,0.0636,0.1676,0.104,0.0977,0.3441,0.2464,0.0755
1,0.048,0.2489,0.2009,0.0918,0.1393,0.0475,0.0683,0.0905,0.0222,0.1256,0.2809,0.1553,0.0628,0.3706,0.3078,0.1238,0.2064,0.0826,0.0665,0.1017,0.0352,0.1066,0.1386,0.032,0.0855,0.1894,0.1039,0.0662,0.3011,0.2349,0.0633
0,0.1034,0.1643,0.0609,0.0939,0.1021,0.0082,0.0454,0.1034,0.058,0.0377,0.1814,0.1437,0.0884,0.3382,0.2498,0.1329,0.143,0.0101,0.1216,0.0979,-0.0237,0.1038,0.089,-0.0148,0.109,0.1066,-0.0024,0.1018,0.2006,0.0988,0.0939
0,0.1183,0.2204,0.1021,0.0565,0.2035,0.147,0.0518,0.1357,0.0839,0.0591,0.7798,0.7207,0.0494,0.4437,0.3943,0.0473,0.2907,0.2434,0.0351,0.1186,0.0835,0.0681,0.0988,0.0307,0.0578,0.185,0.1272,0.0821,0.2245,0.1424,0.08
1,0.0362,0.1804,0.1442,0.061,0.1533,0.0923,0.0388,1.5657,1.5269,0.0752,1.8283,1.7531,0.066,0.9248,0.8588,0.1016,0.1731,0.0715,0.0588,0.1372,0.0784,0.057,0.0829,0.0259,0.0857,0.2434,0.1577,0.0678,0.3253,0.2575,0.0644
1,0.0565,0.202,0.1455,0.0699,0.182,0.1121,0.0567,0.1401,0.0834,0.0681,0.1926,0.1245,0.0694,0.3097,0.2403,0.1084,0.1604,0.052,0.0907,0.1464,0.0557,0.1003,0.0341,-0.0662,0.0596,0.2155,0.1559,0.0686,0.3053,0.2367,0.0602
1,0.0462,0.2244,0.1782,0.082,0.1224,0.0404,0.0533,0.1156,0.0623,0.0878,0.1777,0.0899,0.0776,0.3156,0.238,0.1053,0.2074,0.1021,0.0459,0.8954,0.8495,0.072,0.1137,0.0417,0.0733,0.2392,0.1659,0.072,0.3409,0.2689,0.0654
1,0.0454,0.2225,0.1771,0.0739,0.1465,0.0726,0.0483,0.1016,0.0533,0.0657,0.2279,0.1622,0.0649,0.3442,0.2793,0.1196,0.2133,0.0937,0.0522,0.1116,0.0594,0.0834,0.1415,0.0581,0.0581,0.1797,0.1216,0.0515,0.3742,0.3227,0.0588
1,0.0391,0.294,0.2549,0.086,0.1456,0.0596,0.053,0.225,0.172,0.0691,0.3207,0.2516,0.066,0.3538,0.2878,0.0887,0.1407,0.052,0.0377,0.0768,0.0391,0.0794,0.0882,0.0088,0.1076,0.241,0.1334,0.0702,0.2974,0.2272,0.048
0,0.0673,0.2012,0.1339,0.0791,0.1184,0.0393,0.0752,0.1638,0.0886,0.0786,0.2906,0.212,0.1002,0.5017,0.4015,0.1564,0.2113,0.0549,0.0776,0.1423,0.0647,0.0936,0.1261,0.0325,0.0857,0.1896,0.1039,0.0839,0.1853,0.1014,0.0799
1,0.0501,0.2344,0.1843,0.0694,0.1989,0.1295,0.0496,0.0905,0.0409,0.1029,0.1736,0.0707,0.0728,0.3079,0.2351,0.1035,0.1979,0.0944,0.0588,0.1058,0.047,0.0733,0.1256,0.0523,0.0462,0.1274,0.0812,0.0641,0.2526,0.1885,0.0625
1,0.0459,0.2194,0.1735,0.095,0.2765,0.1815,0.0623,1.0465,0.9842,0.0704,0.3019,0.2315,0.0557,0.3048,0.2491,0.1031,0.1786,0.0755,0.0594,0.1463,0.0869,0.0576,0.0494,-0.0082,0.1301,0.1483,0.0182,0.0813,0.2682,0.1869,0.0678
0,0.0847,0.2535,0.1688,0.0961,0.1811,0.085,0.1082,0.1549,0.0467,0.1106,0.2602,0.1496,0.1264,0.4495,0.3231,0.1436,0.2389,0.0953,0.1214,0.2141,0.0927,0.1296,0.1365,0.0069,0.0937,0.2299,0.1362,0.1024,0.3438,0.2414,0.0905
1,0.053,0.1956,0.1426,0.0586,0.1501,0.0915,0.0491,0.114,0.0649,0.0707,0.1822,0.1115,0.0573,0.3061,0.2488,0.0929,0.2103,0.1174,0.0652,0.2291,0.1639,0.086,0.2482,0.1622,0.0623,0.1804,0.1181,0.0451,0.2185,0.1734,0.0596
0,0.0789,0.1519,0.073,0.0507,0.1624,0.1117,0.0562,0.0855,0.0293,0.0607,0.414,0.3533,0.0399,0.3717,0.3318,0.0372,0.2639,0.2267,0.0489,0.0854,0.0365,0.089,0.154,0.065,0.0589,0.2075,0.1486,0.0884,0.254,0.1656,0.0715
1,0.0443,0.27,0.2257,0.0591,0.1454,0.0863,0.0583,0.1137,0.0554,0.0678,0.1968,0.129,0.0707,0.3224,0.2517,0.0932,0.152,0.0588,0.0702,0.1642,0.094,0.0628,0.009,-0.0538,0.099,0.2535,0.1545,0.0565,0.3963,0.3398,0.062
1,0.0475,0.2033,0.1558,0.0739,0.1417,0.0678,0.0464,0.1129,0.0665,0.0715,0.1746,0.1031,0.0652,0.3472,0.282,0.1045,0.2277,0.1232,0.0586,0.1718,0.1132,0.0546,0.1182,0.0636,0.09,0.1493,0.0593,0.0652,0.3117,0.2465,0.0654
1,0.0509,0.2325,0.1816,0.0847,0.1224,0.0377,0.0697,0.1019,0.0322,0.0871,0.2994,0.2123,0.0712,0.4574,0.3862,0.1058,0.1802,0.0744,0.0641,0.09,0.0259,0.0818,0.1074,0.0256,0.0762,0.1651,0.0889,0.0631,0.3048,0.2417,0.0594
1,0.0441,0.5279,0.4838,0.0731,0.1541,0.081,0.0536,0.1531,0.0995,0.0834,0.1657,0.0823,0.0581,0.3709,0.3128,0.1132,0.2224,0.1092,0.0512,0.166,0.1148,0.053,0.0752,0.0222,0.0847,0.1699,0.0852,0.0631,0.265,0.2019,0.0557
1,0.0491,0.1653,0.1162,0.0791,0.158,0.0789,0.0496,0.1042,0.0546,0.0987,0.1372,0.0385,0.0815,0.3437,0.2622,0.1084,0.1894,0.081,0.0512,0.1149,0.0637,0.0546,0.1079,0.0533,0.0562,0.1374,0.0812,0.0639,0.2534,0.1895,0.047
1,0.0501,0.2821,0.232,0.1074,0.1148,0.0074,0.0657,0.0892,0.0235,0.1387,0.1793,0.0406,0.082,0.5948,0.5128,0.1272,0.1739,0.0467,0.0668,0.1096,0.0428,0.0634,0.0557,-0.0077,0.1019,0.166,0.0641,0.0823,0.2768,0.1945,0.0652
0,0.0892,0.1063,0.0171,0.0694,0.1812,0.1118,0.091,0.2751,0.1841,0.1158,0.5092,0.3934,0.0512,0.2823,0.2311,0.0892,0.1908,0.1016,0.0826,0.0668,-0.0158,0.0926,0.1056,0.013,0.0773,0.1591,0.0818,0.1002,0.2217,0.1215,0.0973
1,0.0486,0.2563,0.2077,0.0842,0.143,0.0588,0.0565,0.099,0.0425,0.0984,0.2366,0.1382,0.0668,0.3438,0.277,0.1009,0.1471,0.0462,0.0842,0.1244,0.0402,0.057,0.0359,-0.0211,0.0932,0.1686,0.0754,0.1066,0.2566,0.15,0.0913
0,0.0781,0.1213,0.0432,0.09,0.1233,0.0333,0.0367,0.0505,0.0138,0.0884,0.2407,0.1523,0.1169,0.3294,0.2125,0.0859,0.1983,0.1124,0.065,0.1495,0.0845,0.1062,0.0621,-0.0441,0.1202,0.0726,-0.0476,0.1212,0.5423,0.4211,0.1119
1,0.0417,0.1695,0.1278,0.0639,0.1249,0.061,0.0578,0.1122,0.0544,0.0791,0.1595,0.0804,0.0773,0.3351,0.2578,0.1082,0.2156,0.1074,0.0522,0.1235,0.0713,0.0675,0.0982,0.0307,0.0599,0.139,0.0791,0.0831,0.2937,0.2106,0.0633
0,0.0911,0.338,0.2469,0.0731,0.1708,0.0977,0.0758,0.3429,0.2671,0.0715,0.3499,0.2784,0.0618,0.387,0.3252,0.0903,0.2796,0.1893,0.071,0.1014,0.0304,0.1729,0.2133,0.0404,0.075,0.2101,0.1351,0.0478,0.2696,0.2218,0.0589
0,0.0918,0.2573,0.1655,0.1517,0.2034,0.0517,0.0554,0.1108,0.0554,0.1282,0.3199,0.1917,0.0707,0.426,0.3553,0.1116,0.3588,0.2472,0.0931,0.0958,0.0027,0.1436,0.1396,-0.004,0.065,0.1671,0.1021,0.1029,0.333,0.2301,0.0968
0,0.09,0.0947,0.0047,0.1179,0.1251,0.0072,0.0876,0.0836,-0.004,0.1153,0.1762,0.0609,0.1105,0.2213,0.1108,0.1059,0.0869,-0.019,0.0829,0.1289,0.046,0.1161,0.0536,-0.0625,0.0678,0.1825,0.1147,0.1087,0.094,-0.0147,0.1087
0,0.0715,0.1178,0.0463,0.0715,0.1261,0.0546,0.0533,0.0847,0.0314,0.0673,0.3785,0.3112,0.0649,0.2992,0.2343,0.0818,0.1262,0.0444,0.0799,0.1425,0.0626,0.0928,0.091,-0.0018,0.0712,0.1506,0.0794,0.1,0.1977,0.0977,0.1203
1,0.043,0.1885,0.1455,0.0715,0.1559,0.0844,0.0559,0.1153,0.0594,0.0923,0.1588,0.0665,0.0823,0.3087,0.2264,0.1317,0.1871,0.0554,0.0538,0.1135,0.0597,0.0631,0.1149,0.0518,0.0454,0.1253,0.0799,0.072,0.2349,0.1629,0.053
0,0.0918,0.1366,0.0448,0.0989,0.1319,0.033,0.0675,0.0736,0.0061,0.0728,0.2492,0.1764,0.0472,0.3263,0.2791,0.1287,0.1266,-0.0021,0.11,0.1312,0.0212,0.1027,0.0792,-0.0235,0.1264,0.1224,-0.004,0.0952,0.1832,0.088,0.0715
0,0.0741,0.2193,0.1452,0.1005,0.1346,0.0341,0.0881,0.1723,0.0842,0.0739,0.239,0.1651,0.1029,0.4737,0.3708,0.1525,0.166,0.0135,0.0934,0.1412,0.0478,0.0966,0.1143,0.0177,0.0923,0.2009,0.1086,0.096,0.2016,0.1056,0.0939
1,0.0433,0.1846,0.1413,0.0662,0.1424,0.0762,0.0517,0.1554,0.1037,0.0834,0.1501,0.0667,0.0607,0.9687,0.908,0.1121,0.1659,0.0538,0.0728,0.1742,0.1014,0.066,0.099,0.033,0.072,0.1727,0.1007,0.0678,0.2481,0.1803,0.0602
0,0.1412,0.1931,0.0519,0.15,0.1291,-0.0209,0.1624,0.1638,0.0014,0.1254,0.3085,0.1831,0.1088,0.3155,0.2067,0.146,0.1722,0.0262,0.1499,0.1299,-0.02,0.132,0.0956,-0.0364,0.147,0.1079,-0.0391,0.1383,0.4311,0.2928,0.1779
