class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1018,0.1455,0.0437,0.0889,0.09,0.0011,0.0813,0.089,0.0077,0.1174,0.2461,0.1287,0.0881,0.3849,0.2968,0.0966,0.156,0.0594,0.0884,0.151,0.0626,0.11,0.2087,0.0987,0.0839,0.1728,0.0889,0.1071,0.1985,0.0914,0.1053
0,0.0936,0.2275,0.1339,0.057,0.0723,0.0153,0.1003,0.0992,-0.0011,0.0402,0.1855,0.1453,0.0583,0.3239,0.2656,0.0588,0.2593,0.2005,0.086,0.0972,0.0112,0.1005,0.0612,-0.0393,0.1183,0.0689,-0.0494,0.1032,0.2088,0.1056,0.0768
0,0.0797,0.453,0.3733,0.1461,0.2825,0.1364,0.066,0.2324,0.1664,0.1424,0.4646,0.3222,0.129,0.7193,0.5903,0.1586,0.3076,0.149,0.0955,1.6346,1.5391,0.1034,0.5238,0.4204,0.1063,1.0556,0.9493,0.1179,0.8092,0.6913,0.0575
1,0.0752,0.2329,0.1577,0.0887,0.4125,0.3238,0.0539,0.0753,0.0214,0.0911,0.256,0.1649,0.0552,0.3513,0.2961,0.1024,0.2415,0.1391,0.0813,0.093,0.0117,0.1254,0.1376,0.0122,0.065,0.212,0.147,0.0742,0.4203,0.3461,0.0684
1,0.0781,0.2314,0.1533,0.0837,0.2508,0.1671,0.0618,0.0531,-0.0087,0.0937,0.2713,0.1776,0.0589,0.3508,0.2919,0.1107,0.2825,0.1718,0.081,0.0911,0.0101,0.1322,0.1695,0.0373,0.0636,0.4987,0.4351,0.0581,0.3609,0.3028,0.065
1,0.0805,0.2095,0.129,0.0776,0.2375,0.1599,0.0674,0.0499,-0.0175,0.0956,0.2756,0.18,0.0523,0.3353,0.283,0.0914,0.2672,0.1758,0.0853,0.1184,0.0331,0.131,0.1009,-0.0301,0.0745,0.2373,0.1628,0.0729,0.443,0.3701,0.1051
1,0.075,0.2346,0.1596,0.0668,0.2484,0.1816,0.0615,0.0639,0.0024,0.085,0.2853,0.2003,0.0565,0.3566,0.3001,0.1114,0.2423,0.1309,0.07,0.0714,0.0014,0.1251,0.1827,0.0576,0.0697,0.2214,0.1517,0.0684,0.4021,0.3337,0.0855
0,0.0475,0.1819,0.1344,0.0639,0.1132,0.0493,0.0623,0.1093,0.047,0.0971,0.1385,0.0414,0.0958,0.4827,0.3869,0.1172,0.1389,0.0217,0.0831,0.1678,0.0847,0.0563,0.0038,-0.0525,0.1016,0.2163,0.1147,0.0934,0.3757,0.2823,0.0844
1,0.0879,0.5193,0.4314,0.0795,0.3147,0.2352,0.0679,0.0851,0.0172,0.1095,0.2694,0.1599,0.0591,0.369,0.3099,0.0882,0.2547,0.1665,0.075,0.1173,0.0423,0.123,0.1692,0.0462,0.0787,0.2523,0.1736,0.0871,0.4364,0.3493,0.1457
1,0.0839,0.2886,0.2047,0.1124,0.3476,0.2352,0.0668,0.188,0.1212,0.123,0.3898,0.2668,0.0684,0.8388,0.7704,0.1373,0.3476,0.2103,0.075,0.15,0.075,0.1259,0.2423,0.1164,0.0681,0.2689,0.2008,0.0813,0.6931,0.6118,0.0855
