class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1224,0.2012,0.0788,0.0995,0.1138,0.0143,0.076,0.1114,0.0354,0.0749,0.3716,0.2967,0.0768,0.3543,0.2775,0.0847,0.1206,0.0359,0.0691,0.114,0.0449,0.1008,0.1077,0.0069,0.076,0.1649,0.0889,0.0907,0.2383,0.1476,0.1079
0,0.1482,0.2961,0.1479,0.06,0.0557,-0.0043,0.1177,0.0987,-0.019,0.0831,0.2548,0.1717,0.0828,0.33,0.2472,0.0528,0.1655,0.1127,0.0915,0.1072,0.0157,0.1325,0.0903,-0.0422,0.1093,0.0583,-0.051,0.1409,0.2737,0.1328,0.1103
0,0.0863,0.4388,0.3525,0.1269,0.2327,0.1058,0.0897,0.7094,0.6197,0.1443,1.4022,1.2579,0.0823,1.4004,1.3181,0.071,1.0145,0.9435,0.0644,0.2103,0.1459,0.1712,0.2388,0.0676,0.0697,0.5961,0.5264,0.0876,1.4166,1.329,0.0849
1,0.138,0.332,0.194,0.071,0.1209,0.0499,0.0799,0.2036,0.1237,0.0786,0.3423,0.2637,0.0944,0.9486,0.8542,0.1021,0.1467,0.0446,0.0997,0.1565,0.0568,0.0892,0.1562,0.067,0.0905,0.2289,0.1384,0.0791,0.3757,0.2966,0.0863
1,0.1361,0.482,0.3459,0.0944,0.2052,0.1108,0.0863,0.2686,0.1823,0.1161,0.3062,0.1901,0.1229,0.8115,0.6886,0.1636,0.4809,0.3173,0.1227,0.1914,0.0687,0.1459,1.0407,0.8948,0.1322,0.2292,0.097,0.1087,0.2143,0.1056,0.0878
1,0.1292,0.3306,0.2014,0.0886,0.1923,0.1037,0.067,0.3299,0.2629,0.0699,0.4539,0.384,0.0968,0.8696,0.7728,0.0939,0.215,0.1211,0.0747,0.4469,0.3722,0.1208,0.3063,0.1855,0.1203,0.5153,0.395,0.0921,0.2951,0.203,0.0588
1,0.1488,0.5717,0.4229,0.1256,0.2514,0.1258,0.0797,0.3991,0.3194,0.1195,0.2922,0.1727,0.1266,0.7686,0.642,0.1309,2.1008,1.9699,0.1047,0.257,0.1523,0.0931,0.2308,0.1377,0.0921,0.1936,0.1015,0.1145,0.2196,0.1051,0.0931
0,0.0736,0.1896,0.116,0.0765,0.0945,0.018,0.0496,0.0884,0.0388,0.057,0.5493,0.4923,0.0828,0.3835,0.3007,0.1138,0.1045,-0.0093,0.0782,0.0759,-0.0023,0.0918,0.1008,0.009,0.0857,0.1461,0.0604,0.0665,0.1985,0.132,0.0628
1,0.091,1.3912,1.3002,0.0857,0.1706,0.0849,0.0689,1.0333,0.9644,0.0765,0.2426,0.1661,0.091,0.5484,0.4574,0.1122,0.3224,0.2102,0.1467,0.3425,0.1958,0.129,0.1913,0.0623,0.0981,0.9775,0.8794,0.0995,0.3976,0.2981,0.1287
1,0.0646,0.9202,0.8556,0.0931,0.3381,0.245,0.0639,0.8347,0.7708,0.072,0.389,0.317,0.0931,1.2359,1.1428,0.0786,0.3537,0.2751,0.0588,0.1428,0.084,0.0639,0.1291,0.0652,0.0889,0.3286,0.2397,0.0697,0.7898,0.7201,0.0699
