class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0894,0.1363,0.0469,0.0979,0.0799,-0.018,0.0819,0.1173,0.0354,0.1216,0.2461,0.1245,0.1071,0.3761,0.269,0.1126,0.1586,0.046,0.0633,0.1562,0.0929,0.0876,0.0985,0.0109,0.1031,0.1545,0.0514,0.0947,0.199,0.1043,0.0923
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.0802,0.4019,0.3217,0.1213,0.1485,0.0272,0.0678,0.1812,0.1134,0.1282,0.2883,0.1601,0.1155,0.5597,0.4442,0.1103,0.1689,0.0586,0.0868,0.1626,0.0758,0.1438,0.2454,0.1016,0.0673,0.3985,0.3312,0.0594,0.4554,0.396,0.0689
1,0.0699,0.1758,0.1059,0.0755,0.2535,0.178,0.0741,0.2197,0.1456,0.0934,0.4499,0.3565,0.0699,0.5397,0.4698,0.0517,0.3725,0.3208,0.0599,0.1117,0.0518,0.0918,0.2026,0.1108,0.0509,0.2679,0.217,0.0464,0.2778,0.2314,0.0346
1,0.0607,0.1587,0.098,0.0762,0.2287,0.1525,0.0596,0.2461,0.1865,0.0897,0.4953,0.4056,0.0723,0.8709,0.7986,0.0517,0.6462,0.5945,0.0646,0.1032,0.0386,0.101,0.2174,0.1164,0.0615,0.2785,0.217,0.053,0.2726,0.2196,0.0549
1,0.0662,0.2101,0.1439,0.086,0.2369,0.1509,0.067,0.2047,0.1377,0.0952,0.3718,0.2766,0.0689,0.5183,0.4494,0.0522,0.4114,0.3592,0.0567,0.0932,0.0365,0.138,0.2238,0.0858,0.0536,0.278,0.2244,0.0422,0.2931,0.2509,0.0414
1,0.0596,0.1603,0.1007,0.0828,0.2115,0.1287,0.0646,0.2437,0.1791,0.086,0.3795,0.2935,0.0662,0.517,0.4508,0.0425,0.3846,0.3421,0.0549,0.0766,0.0217,0.0839,0.2335,0.1496,0.0488,0.318,0.2692,0.0565,0.2937,0.2372,0.0414
0,0.0675,0.1136,0.0461,0.0889,0.1177,0.0288,0.0605,0.0541,-0.0064,0.0771,0.2079,0.1308,0.1066,0.3683,0.2617,0.1382,0.1271,-0.0111,0.143,0.1288,-0.0142,0.1288,0.0576,-0.0712,0.1287,0.1234,-0.0053,0.0942,0.1827,0.0885,0.0704
1,0.0673,0.1279,0.0606,0.0849,0.2442,0.1593,0.0699,0.3603,0.2904,0.0915,0.6371,0.5456,0.0486,0.4828,0.4342,0.038,0.3827,0.3447,0.0663,0.0571,-0.0092,0.0942,0.277,0.1828,0.0515,0.2933,0.2418,0.0515,0.2697,0.2182,0.0459
1,0.0794,0.1223,0.0429,0.1443,0.3115,0.1672,0.0718,0.3155,0.2437,0.0878,0.9799,0.8921,0.0612,0.5955,0.5343,0.0557,0.4813,0.4256,0.0744,0.1104,0.036,0.125,0.2316,0.1066,0.0633,0.2772,0.2139,0.0654,0.3825,0.3171,0.0612
1,0.0525,0.1832,0.1307,0.0757,0.2034,0.1277,0.057,0.4175,0.3605,0.0733,0.8175,0.7442,0.0573,0.5605,0.5032,0.0504,0.4824,0.432,0.0551,0.191,0.1359,0.1034,0.1834,0.08,0.043,0.293,0.25,0.0525,0.2781,0.2256,0.0586
1,0.0623,0.1535,0.0912,0.0689,0.2419,0.173,0.0712,0.3273,0.2561,0.0834,0.4732,0.3898,0.0678,0.57,0.5022,0.0496,0.3651,0.3155,0.0617,0.0768,0.0151,0.105,0.2314,0.1264,0.0515,0.2751,0.2236,0.0517,0.3048,0.2531,0.0462
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0686,0.3997,0.3311,0.0773,0.2514,0.1741,0.0839,0.2353,0.1514,0.0773,0.669,0.5917,0.0581,0.5092,0.4511,0.0549,0.3856,0.3307,0.0644,0.083,0.0186,0.1121,0.225,0.1129,0.0522,0.2819,0.2297,0.0454,0.2584,0.213,0.0462
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.0583,0.1869,0.1286,0.0765,0.2416,0.1651,0.0625,0.4908,0.4283,0.0839,0.5451,0.4612,0.0641,0.5581,0.494,0.0475,0.4278,0.3803,0.0639,0.2188,0.1549,0.1016,0.3205,0.2189,0.0544,0.432,0.3776,0.0591,0.2916,0.2325,0.038
0,0.0787,0.522,0.4433,0.0755,0.2508,0.1753,0.0436,0.4767,0.4331,0.0599,0.3264,0.2665,0.0486,0.469,0.4204,0.0887,0.222,0.1333,0.0847,0.1159,0.0312,0.1204,0.1469,0.0265,0.0729,0.1782,0.1053,0.0985,0.3348,0.2363,0.0694
0,0.0805,0.1857,0.1052,0.0882,0.1128,0.0246,0.0932,0.1336,0.0404,0.1019,0.2391,0.1372,0.0779,0.3413,0.2634,0.0773,0.1821,0.1048,0.081,0.1339,0.0529,0.0882,0.0869,-0.0013,0.0834,0.1285,0.0451,0.1045,0.2379,0.1334,0.0721
1,0.061,0.0754,0.0144,0.0736,0.2384,0.1648,0.0631,0.2454,0.1823,0.0826,0.4753,0.3927,0.0675,0.4473,0.3798,0.0449,0.4756,0.4307,0.0559,0.1021,0.0462,0.1253,0.291,0.1657,0.0583,0.3473,0.289,0.0578,0.409,0.3512,0.057
1,0.0641,0.1305,0.0664,0.0918,0.2638,0.172,0.0628,0.1823,0.1195,0.0731,0.3893,0.3162,0.0768,0.4886,0.4118,0.047,0.4083,0.3613,0.0644,0.0822,0.0178,0.0786,0.2422,0.1636,0.0636,0.3154,0.2518,0.0493,0.3387,0.2894,0.0356
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0834,0.2017,0.1183,0.0939,0.5114,0.4175,0.0963,0.2023,0.106,0.1074,0.5546,0.4472,0.0992,0.4339,0.3347,0.1121,0.1472,0.0351,0.0847,0.2095,0.1248,0.0897,0.1393,0.0496,0.1171,0.2616,0.1445,0.1219,0.2426,0.1207,0.0926
1,0.0575,0.2708,0.2133,0.0987,0.2232,0.1245,0.0646,0.375,0.3104,0.0902,0.424,0.3338,0.0607,0.4535,0.3928,0.053,0.4125,0.3595,0.072,0.18,0.108,0.125,0.1799,0.0549,0.052,0.3502,0.2982,0.0438,0.3135,0.2697,0.043
1,0.0755,0.2904,0.2149,0.0844,0.1965,0.1121,0.1082,0.4832,0.375,0.0823,0.9143,0.832,0.053,0.797,0.744,0.0457,0.4276,0.3819,0.0559,0.0977,0.0418,0.0921,0.2071,0.115,0.0467,0.4449,0.3982,0.057,0.3385,0.2815,0.0375
0,0.0927,0.1581,0.0654,0.043,0.1045,0.0615,0.0758,0.0832,0.0074,0.0597,0.4331,0.3734,0.0544,0.3416,0.2872,0.0742,0.175,0.1008,0.0689,0.0629,-0.006,0.0803,0.1031,0.0228,0.062,0.1662,0.1042,0.0668,0.2015,0.1347,0.0502
1,0.0662,0.2056,0.1394,0.0657,0.1868,0.1211,0.0662,0.2614,0.1952,0.0834,0.3492,0.2658,0.0639,0.478,0.4141,0.0517,0.3903,0.3386,0.061,0.1136,0.0526,0.1013,0.2243,0.123,0.0557,0.2886,0.2329,0.0575,0.2797,0.2222,0.0348
1,0.0607,0.1513,0.0906,0.0797,0.2485,0.1688,0.0615,0.2079,0.1464,0.0979,0.3555,0.2576,0.0691,0.5745,0.5054,0.0454,0.504,0.4586,0.0546,0.109,0.0544,0.1079,0.2295,0.1216,0.0449,0.2886,0.2437,0.0441,0.3322,0.2881,0.0422
0,0.1483,0.1429,-0.0054,0.0979,0.1979,0.1,0.1118,0.1377,0.0259,0.0612,0.1783,0.1171,0.0834,0.2976,0.2142,0.1029,0.2076,0.1047,0.1074,0.1173,0.0099,0.095,0.1206,0.0256,0.0828,0.1941,0.1113,0.0942,0.2183,0.1241,0.0736
1,0.0652,0.1416,0.0764,0.0784,0.2686,0.1902,0.0567,0.3007,0.244,0.0757,0.5538,0.4781,0.057,0.5164,0.4594,0.0404,0.4128,0.3724,0.0565,0.0706,0.0141,0.1071,0.3155,0.2084,0.043,0.3033,0.2603,0.0541,0.3955,0.3414,0.0486
0,0.1111,0.1651,0.054,0.0931,0.0728,-0.0203,0.0768,0.1043,0.0275,0.1166,0.2622,0.1456,0.0963,0.4838,0.3875,0.1111,0.2037,0.0926,0.082,0.1172,0.0352,0.0976,0.1035,0.0059,0.0765,0.1158,0.0393,0.0876,0.1832,0.0956,0.1153
1,0.0781,0.0838,0.0057,0.0923,0.2999,0.2076,0.0784,0.2224,0.144,0.0868,0.3732,0.2864,0.0847,0.4833,0.3986,0.052,0.4315,0.3795,0.0736,0.0676,-0.006,0.1074,0.2493,0.1419,0.0617,0.274,0.2123,0.0657,0.2821,0.2164,0.0549
1,0.0491,0.2036,0.1545,0.0707,0.1899,0.1192,0.0628,0.2596,0.1968,0.0789,0.3415,0.2626,0.067,0.5009,0.4339,0.0559,0.4151,0.3592,0.0528,0.117,0.0642,0.1039,0.2124,0.1085,0.0491,0.2775,0.2284,0.0388,0.2784,0.2396,0.0422
0,0.0708,0.5505,0.4797,0.057,0.0966,0.0396,0.0663,0.1043,0.038,0.0515,0.4542,0.4027,0.056,0.4169,0.3609,0.0795,0.1782,0.0987,0.0755,0.5073,0.4318,0.0818,0.1262,0.0444,0.0618,0.2125,0.1507,0.0499,0.1934,0.1435,0.0557
1,0.0557,0.2529,0.1972,0.0907,0.2297,0.139,0.0636,0.2741,0.2105,0.0757,0.3378,0.2621,0.0586,0.503,0.4444,0.0525,0.4183,0.3658,0.062,0.0953,0.0333,0.0966,0.214,0.1174,0.0517,0.2753,0.2236,0.0488,0.3008,0.252,0.0428
0,0.0781,0.2649,0.1868,0.0618,0.1682,0.1064,0.0581,0.161,0.1029,0.0726,0.3085,0.2359,0.0594,0.4698,0.4104,0.0953,0.2468,0.1515,0.07,0.12,0.05,0.1373,0.1653,0.028,0.0636,0.1676,0.104,0.0977,0.3441,0.2464,0.0755
1,0.0675,0.1666,0.0991,0.0644,0.2467,0.1823,0.0594,0.2762,0.2168,0.0828,0.6421,0.5593,0.0507,0.4646,0.4139,0.0433,0.4147,0.3714,0.0644,0.0801,0.0157,0.119,0.2805,0.1615,0.0591,0.2798,0.2207,0.0633,0.2942,0.2309,0.0496
0,0.1034,0.1643,0.0609,0.0939,0.1021,0.0082,0.0454,0.1034,0.058,0.0377,0.1814,0.1437,0.0884,0.3382,0.2498,0.1329,0.143,0.0101,0.1216,0.0979,-0.0237,0.1038,0.089,-0.0148,0.109,0.1066,-0.0024,0.1018,0.2006,0.0988,0.0939
0,0.1183,0.2204,0.1021,0.0565,0.2035,0.147,0.0518,0.1357,0.0839,0.0591,0.7798,0.7207,0.0494,0.4437,0.3943,0.0473,0.2907,0.2434,0.0351,0.1186,0.0835,0.0681,0.0988,0.0307,0.0578,0.185,0.1272,0.0821,0.2245,0.1424,0.08
1,0.0623,0.1522,0.0899,0.0784,0.2501,0.1717,0.0562,0.2398,0.1836,0.0844,0.5604,0.476,0.0668,0.5144,0.4476,0.0409,0.4139,0.373,0.0652,0.074,0.0088,0.1126,0.2872,0.1746,0.0478,0.2693,0.2215,0.048,0.2866,0.2386,0.0435
1,0.0654,0.6236,0.5582,0.0718,0.2127,0.1409,0.0683,0.2479,0.1796,0.0865,0.3534,0.2669,0.0596,0.4853,0.4257,0.0451,0.4044,0.3593,0.0675,0.0961,0.0286,0.1203,0.2427,0.1224,0.0507,0.2727,0.222,0.0441,0.3293,0.2852,0.0565
1,0.0617,0.213,0.1513,0.0789,0.2169,0.138,0.0694,0.3054,0.236,0.0784,0.5214,0.443,0.0586,0.6133,0.5547,0.0546,0.4112,0.3566,0.0559,0.1006,0.0447,0.0984,0.2076,0.1092,0.0472,0.2713,0.2241,0.0515,0.2679,0.2164,0.0391
1,0.062,0.2136,0.1516,0.0836,0.2474,0.1638,0.0799,0.236,0.1561,0.0797,0.4064,0.3267,0.0617,0.599,0.5373,0.0457,0.4002,0.3545,0.0575,0.1053,0.0478,0.1227,0.2211,0.0984,0.0544,0.2857,0.2313,0.0501,0.2823,0.2322,0.0388
1,0.0662,0.0835,0.0173,0.0889,0.3381,0.2492,0.0662,0.427,0.3608,0.1047,0.8359,0.7312,0.057,0.6046,0.5476,0.0499,0.416,0.3661,0.0491,0.0666,0.0175,0.1074,0.2886,0.1812,0.0493,0.2719,0.2226,0.0483,0.3559,0.3076,0.0451
0,0.0902,0.4184,0.3282,0.1034,0.0778,-0.0256,0.071,0.1417,0.0707,0.0607,0.2113,0.1506,0.0591,0.4661,0.407,0.0789,0.32,0.2411,0.0865,0.1314,0.0449,0.1089,0.1187,0.0098,0.0689,0.1702,0.1013,0.1039,0.3393,0.2354,0.0831
1,0.0641,0.237,0.1729,0.0749,0.2097,0.1348,0.0678,0.2767,0.2089,0.0897,0.3777,0.288,0.0625,0.623,0.5605,0.0599,0.4321,0.3722,0.0739,0.0962,0.0223,0.1016,0.2414,0.1398,0.0567,0.3072,0.2505,0.057,0.3077,0.2507,0.0359
1,0.0595,0.0551,-0.0044,0.0766,0.3519,0.2753,0.0744,0.35,0.2756,0.0984,0.9428,0.8444,0.0773,0.5157,0.4384,0.0546,0.3964,0.3418,0.0697,0.093,0.0233,0.1013,0.2314,0.1301,0.0472,0.2692,0.222,0.048,0.9065,0.8585,0.042
0,0.0847,0.2535,0.1688,0.0961,0.1811,0.085,0.1082,0.1549,0.0467,0.1106,0.2602,0.1496,0.1264,0.4495,0.3231,0.1436,0.2389,0.0953,0.1214,0.2141,0.0927,0.1296,0.1365,0.0069,0.0937,0.2299,0.1362,0.1024,0.3438,0.2414,0.0905
1,0.0607,0.2661,0.2054,0.0784,0.2469,0.1685,0.0744,0.3677,0.2933,0.0776,0.514,0.4364,0.0726,0.5729,0.5003,0.0317,0.4202,0.3885,0.0533,0.0698,0.0165,0.1037,0.2396,0.1359,0.0501,0.2909,0.2408,0.0459,0.295,0.2491,0.0533
0,0.0789,0.1519,0.073,0.0507,0.1624,0.1117,0.0562,0.0855,0.0293,0.0607,0.414,0.3533,0.0399,0.3717,0.3318,0.0372,0.2639,0.2267,0.0489,0.0854,0.0365,0.089,0.154,0.065,0.0589,0.2075,0.1486,0.0884,0.254,0.1656,0.0715
1,0.0755,0.2526,0.1771,0.0892,0.2556,0.1664,0.0633,0.2608,0.1975,0.0723,0.3785,0.3062,0.0612,0.5035,0.4423,0.0525,0.6578,0.6053,0.0623,0.1803,0.118,0.1398,0.3057,0.1659,0.0573,0.5531,0.4958,0.0596,0.3443,0.2847,0.0586
1,0.0591,0.1732,0.1141,0.0723,0.2917,0.2194,0.0604,0.2274,0.167,0.0718,0.3904,0.3186,0.0575,0.5212,0.4637,0.043,0.3922,0.3492,0.0612,0.1096,0.0484,0.0913,0.2288,0.1375,0.0586,0.2796,0.221,0.0496,0.3,0.2504,0.042
1,0.0704,0.381,0.3106,0.0802,0.215,0.1348,0.0625,0.3748,0.3123,0.0794,0.4351,0.3557,0.0581,0.536,0.4779,0.0459,0.4742,0.4283,0.067,0.0869,0.0199,0.1213,0.2891,0.1678,0.0536,0.3666,0.313,0.0594,0.457,0.3976,0.0417
1,0.0602,0.3291,0.2689,0.0778,0.1925,0.1147,0.0636,0.3374,0.2738,0.0876,0.4154,0.3278,0.0549,0.5518,0.4969,0.0343,0.4088,0.3745,0.0554,0.1011,0.0457,0.1076,0.2105,0.1029,0.0501,0.2901,0.24,0.0464,0.2879,0.2415,0.0501
1,0.0668,0.2526,0.1858,0.0884,0.2113,0.1229,0.0686,0.2261,0.1575,0.0868,0.3334,0.2466,0.0649,0.6191,0.5542,0.0483,0.4207,0.3724,0.0628,0.1183,0.0555,0.1187,0.2237,0.105,0.0528,0.2846,0.2318,0.0562,0.2755,0.2193,0.0451
1,0.0702,0.0949,0.0247,0.0921,0.2538,0.1617,0.0741,0.2318,0.1577,0.0921,0.4012,0.3091,0.0583,0.527,0.4687,0.0486,0.3999,0.3513,0.076,0.0697,-0.0063,0.0905,0.2628,0.1723,0.0565,0.2894,0.2329,0.0549,0.5266,0.4717,0.0499
0,0.0892,0.1063,0.0171,0.0694,0.1812,0.1118,0.091,0.2751,0.1841,0.1158,0.5092,0.3934,0.0512,0.2823,0.2311,0.0892,0.1908,0.1016,0.0826,0.0668,-0.0158,0.0926,0.1056,0.013,0.0773,0.1591,0.0818,0.1002,0.2217,0.1215,0.0973
1,0.0747,0.1337,0.059,0.076,0.2514,0.1754,0.0652,0.3305,0.2653,0.0857,0.583,0.4973,0.0654,0.5563,0.4909,0.0544,0.4223,0.3679,0.0615,0.0806,0.0191,0.1068,0.2654,0.1586,0.0491,0.2859,0.2368,0.0567,0.3377,0.281,0.0493
0,0.0781,0.1213,0.0432,0.09,0.1233,0.0333,0.0367,0.0505,0.0138,0.0884,0.2407,0.1523,0.1169,0.3294,0.2125,0.0859,0.1983,0.1124,0.065,0.1495,0.0845,0.1062,0.0621,-0.0441,0.1202,0.0726,-0.0476,0.1212,0.5423,0.4211,0.1119
1,0.0581,0.1617,0.1036,0.0697,0.2142,0.1445,0.0641,0.2466,0.1825,0.0847,0.4481,0.3634,0.0631,0.4545,0.3914,0.0501,0.4073,0.3572,0.0633,0.1217,0.0584,0.1145,0.2121,0.0976,0.052,0.3112,0.2592,0.0594,0.3517,0.2923,0.0483
0,0.0911,0.338,0.2469,0.0731,0.1708,0.0977,0.0758,0.3429,0.2671,0.0715,0.3499,0.2784,0.0618,0.387,0.3252,0.0903,0.2796,0.1893,0.071,0.1014,0.0304,0.1729,0.2133,0.0404,0.075,0.2101,0.1351,0.0478,0.2696,0.2218,0.0589
0,0.101,0.1756,0.0746,0.0807,0.1045,0.0238,0.0562,0.1372,0.081,0.0939,0.5061,0.4122,0.0604,0.3337,0.2733,0.0968,0.1633,0.0665,0.0744,0.1375,0.0631,0.1111,0.0934,-0.0177,0.0613,0.1272,0.0659,0.1145,0.2183,0.1038,0.1155
0,0.09,0.0947,0.0047,0.1179,0.1251,0.0072,0.0876,0.0836,-0.004,0.1153,0.1762,0.0609,0.1105,0.2213,0.1108,0.1059,0.0869,-0.019,0.0829,0.1289,0.046,0.1161,0.0536,-0.0625,0.0678,0.1825,0.1147,0.1087,0.094,-0.0147,0.1087
0,0.0486,0.4686,0.42,0.0586,0.1391,0.0805,0.0475,0.3919,0.3444,0.0493,0.3299,0.2806,0.0428,0.5629,0.5201,0.0327,0.5792,0.5465,0.0359,0.238,0.2021,0.0581,0.3825,0.3244,0.0422,0.5337,0.4915,0.0409,0.5389,0.498,0.0441
1,0.0755,0.1242,0.0487,0.0733,0.2279,0.1546,0.0689,0.2269,0.158,0.0852,0.3639,0.2787,0.0694,0.5347,0.4653,0.047,0.406,0.359,0.0665,0.0932,0.0267,0.1037,0.2248,0.1211,0.0536,0.2714,0.2178,0.0588,0.2776,0.2188,0.0406
0,0.0918,0.1366,0.0448,0.0989,0.1319,0.033,0.0675,0.0736,0.0061,0.0728,0.2492,0.1764,0.0472,0.3263,0.2791,0.1287,0.1266,-0.0021,0.11,0.1312,0.0212,0.1027,0.0792,-0.0235,0.1264,0.1224,-0.004,0.0952,0.1832,0.088,0.0715
0,0.1129,0.3167,0.2038,0.0878,0.0931,0.0053,0.077,0.1116,0.0346,0.0773,0.2316,0.1543,0.0594,0.454,0.3946,0.0694,0.3912,0.3218,0.0884,0.142,0.0536,0.1021,0.1283,0.0262,0.0689,0.1712,0.1023,0.0973,0.3944,0.2971,0.081
1,0.0646,0.2278,0.1632,0.0736,0.1891,0.1155,0.0628,0.2622,0.1994,0.0844,0.3742,0.2898,0.0678,0.4927,0.4249,0.0441,0.392,0.3479,0.0594,0.0838,0.0244,0.1205,0.2345,0.114,0.0573,0.3033,0.246,0.052,0.261,0.209,0.0573
0,0.1412,0.1931,0.0519,0.15,0.1291,-0.0209,0.1624,0.1638,0.0014,0.1254,0.3085,0.1831,0.1088,0.3155,0.2067,0.146,0.1722,0.0262,0.1499,0.1299,-0.02,0.132,0.0956,-0.0364,0.147,0.1079,-0.0391,0.1383,0.4311,0.2928,0.1779
