class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1224,0.2012,0.0788,0.0995,0.1138,0.0143,0.076,0.1114,0.0354,0.0749,0.3716,0.2967,0.0768,0.3543,0.2775,0.0847,0.1206,0.0359,0.0691,0.114,0.0449,0.1008,0.1077,0.0069,0.076,0.1649,0.0889,0.0907,0.2383,0.1476,0.1079
0,0.1482,0.2961,0.1479,0.06,0.0557,-0.0043,0.1177,0.0987,-0.019,0.0831,0.2548,0.1717,0.0828,0.33,0.2472,0.0528,0.1655,0.1127,0.0915,0.1072,0.0157,0.1325,0.0903,-0.0422,0.1093,0.0583,-0.051,0.1409,0.2737,0.1328,0.1103
0,0.0863,0.4388,0.3525,0.1269,0.2327,0.1058,0.0897,0.7094,0.6197,0.1443,1.4022,1.2579,0.0823,1.4004,1.3181,0.071,1.0145,0.9435,0.0644,0.2103,0.1459,0.1712,0.2388,0.0676,0.0697,0.5961,0.5264,0.0876,1.4166,1.329,0.0849
1,0.105,1.006,0.901,0.0699,0.1622,0.0923,0.0689,0.1707,0.1018,0.0588,0.366,0.3072,0.0591,0.3677,0.3086,0.0615,0.1802,0.1187,0.0712,0.1367,0.0655,0.0639,0.1592,0.0953,0.1159,0.1013,-0.0146,0.1275,0.6187,0.4912,0.1256
1,0.0823,0.2634,0.1811,0.0641,0.1546,0.0905,0.0515,0.1504,0.0989,0.0678,0.3734,0.3056,0.0578,0.3591,0.3013,0.0668,0.1802,0.1134,0.0704,0.1312,0.0608,0.0755,0.1789,0.1034,0.1511,0.1189,-0.0322,0.1316,0.3121,0.1805,0.0942
1,0.0639,0.3228,0.2589,0.0607,0.1681,0.1074,0.0578,0.1791,0.1213,0.0565,0.6274,0.5709,0.0594,0.3317,0.2723,0.061,0.1626,0.1016,0.0704,0.1304,0.06,0.0654,0.1657,0.1003,0.1037,0.0522,-0.0515,0.1304,0.2709,0.1405,0.0876
1,0.0628,0.3235,0.2607,0.057,0.1367,0.0797,0.0646,0.1822,0.1176,0.0633,0.3035,0.2402,0.062,0.3913,0.3293,0.0599,0.1783,0.1184,0.067,0.1517,0.0847,0.0623,0.1423,0.08,0.1438,0.1089,-0.0349,0.109,0.3006,0.1916,0.0646
0,0.0736,0.1896,0.116,0.0765,0.0945,0.018,0.0496,0.0884,0.0388,0.057,0.5493,0.4923,0.0828,0.3835,0.3007,0.1138,0.1045,-0.0093,0.0782,0.0759,-0.0023,0.0918,0.1008,0.009,0.0857,0.1461,0.0604,0.0665,0.1985,0.132,0.0628
1,0.0633,0.2692,0.2059,0.0549,0.1217,0.0668,0.0665,0.1992,0.1327,0.0815,0.5324,0.4509,0.0554,0.4168,0.3614,0.0594,0.2095,0.1501,0.0504,0.1338,0.0834,0.0491,0.1394,0.0903,0.0913,0.1978,0.1065,0.1182,0.4512,0.333,0.1158
1,0.1002,0.2671,0.1669,0.0633,0.162,0.0987,0.047,0.1694,0.1224,0.0602,0.8542,0.794,0.0549,0.7433,0.6884,0.0699,0.7809,0.711,0.0575,0.1185,0.061,0.0567,0.1459,0.0892,0.0773,0.283,0.2057,0.0755,0.3963,0.3208,0.0422
