class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1219,0.2133,0.0914,0.0802,0.0744,-0.0058,0.0828,0.1198,0.037,0.0929,0.2482,0.1553,0.0892,0.4258,0.3366,0.0842,0.1359,0.0517,0.0865,0.1668,0.0803,0.0918,0.0905,-0.0013,0.0937,0.1638,0.0701,0.0907,0.1934,0.1027,0.1153
0,0.0936,0.1518,0.0582,0.048,0.0871,0.0391,0.0958,0.1093,0.0135,0.0396,0.2171,0.1775,0.0499,0.3232,0.2733,0.0536,0.2148,0.1612,0.0646,0.0863,0.0217,0.1087,0.052,-0.0567,0.1195,0.0902,-0.0293,0.1116,0.2217,0.1101,0.0981
0,0.0836,0.4772,0.3936,0.1316,0.293,0.1614,0.0662,0.2213,0.1551,0.124,0.3186,0.1946,0.0936,0.5043,0.4107,0.1409,0.2725,0.1316,0.0836,0.181,0.0974,0.1385,0.2665,0.128,0.0657,0.3526,0.2869,0.062,0.4725,0.4105,0.0681
1,0.0483,0.154,0.1057,0.072,0.2007,0.1287,0.0533,0.24,0.1867,0.0794,0.6624,0.583,0.0586,0.6025,0.5439,0.0496,0.561,0.5114,0.0449,0.0748,0.0299,0.1543,0.3361,0.1818,0.0491,0.2946,0.2455,0.0649,0.3098,0.2449,0.0451
1,0.0441,0.3164,0.2723,0.072,0.1765,0.1045,0.0662,0.2579,0.1917,0.0839,0.3352,0.2513,0.0565,0.6088,0.5523,0.0604,0.4141,0.3537,0.0557,0.0893,0.0336,0.1567,0.2306,0.0739,0.0528,0.2775,0.2247,0.062,0.2974,0.2354,0.0486
1,0.0644,0.1276,0.0632,0.0757,0.2036,0.1279,0.0594,0.2401,0.1807,0.0915,0.4293,0.3378,0.0612,0.4806,0.4194,0.0641,0.504,0.4399,0.0586,0.1146,0.056,0.1282,0.2045,0.0763,0.0581,0.2962,0.2381,0.0493,0.3448,0.2955,0.0464
1,0.0683,0.4551,0.3868,0.0689,0.1805,0.1116,0.061,0.436,0.375,0.0765,0.7234,0.6469,0.0625,0.5062,0.4437,0.0362,0.4,0.3638,0.0588,0.0536,-0.0052,0.1192,0.2482,0.129,0.062,0.2774,0.2154,0.0573,0.2392,0.1819,0.0549
0,0.0886,0.131,0.0424,0.0868,0.1243,0.0375,0.0633,0.0852,0.0219,0.0641,0.4069,0.3428,0.081,0.8648,0.7838,0.1367,0.1708,0.0341,0.0947,0.1241,0.0294,0.0958,0.1048,0.009,0.0952,0.1255,0.0303,0.0918,0.2054,0.1136,0.0865
1,0.0615,0.4475,0.386,0.0623,0.2395,0.1772,0.0689,0.2572,0.1883,0.0757,0.4773,0.4016,0.0602,0.6373,0.5771,0.0501,0.4017,0.3516,0.0615,0.079,0.0175,0.1298,0.2586,0.1288,0.0578,0.3276,0.2698,0.0488,0.2816,0.2328,0.0486
1,0.0773,0.1297,0.0524,0.1,0.8329,0.7329,0.0649,0.1359,0.071,0.0657,1.0881,1.0224,0.0488,0.912,0.8632,0.0409,0.7933,0.7524,0.061,0.098,0.037,0.0915,0.1926,0.1011,0.0499,0.3218,0.2719,0.0467,0.2631,0.2164,0.0554
