class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0894,0.1363,0.0469,0.0979,0.0799,-0.018,0.0819,0.1173,0.0354,0.1216,0.2461,0.1245,0.1071,0.3761,0.269,0.1126,0.1586,0.046,0.0633,0.1562,0.0929,0.0876,0.0985,0.0109,0.1031,0.1545,0.0514,0.0947,0.199,0.1043,0.0923
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.0802,0.4019,0.3217,0.1213,0.1485,0.0272,0.0678,0.1812,0.1134,0.1282,0.2883,0.1601,0.1155,0.5597,0.4442,0.1103,0.1689,0.0586,0.0868,0.1626,0.0758,0.1438,0.2454,0.1016,0.0673,0.3985,0.3312,0.0594,0.4554,0.396,0.0689
1,0.0786,0.203,0.1244,0.0929,0.2306,0.1377,0.1105,0.2002,0.0897,0.0889,0.5475,0.4586,0.09,0.3562,0.2662,0.1196,0.1689,0.0493,0.0939,0.1895,0.0956,0.1037,0.0847,-0.019,0.133,0.1623,0.0293,0.1451,0.2869,0.1418,0.0963
1,0.1153,0.1936,0.0783,0.0784,0.5112,0.4328,0.0528,0.206,0.1532,0.1018,0.4995,0.3977,0.0799,0.3195,0.2396,0.1348,0.2016,0.0668,0.0784,0.1726,0.0942,0.1245,0.0968,-0.0277,0.1224,0.3062,0.1838,0.1192,0.2655,0.1463,0.1026
1,0.0604,0.1653,0.1049,0.095,0.3023,0.2073,0.1087,0.2224,0.1137,0.0836,0.6693,0.5857,0.0987,0.4134,0.3147,0.1047,0.2163,0.1116,0.0707,0.1602,0.0895,0.0799,0.1177,0.0378,0.0992,0.2002,0.101,0.129,0.3156,0.1866,0.0892
1,0.0865,0.497,0.4105,0.1008,0.2097,0.1089,0.1024,0.1523,0.0499,0.0889,1.1155,1.0266,0.1097,0.7881,0.6784,0.1201,0.3235,0.2034,0.0878,0.1515,0.0637,0.1221,0.1187,-0.0034,0.1089,0.1912,0.0823,0.1126,0.2248,0.1122,0.0979
0,0.0675,0.1136,0.0461,0.0889,0.1177,0.0288,0.0605,0.0541,-0.0064,0.0771,0.2079,0.1308,0.1066,0.3683,0.2617,0.1382,0.1271,-0.0111,0.143,0.1288,-0.0142,0.1288,0.0576,-0.0712,0.1287,0.1234,-0.0053,0.0942,0.1827,0.0885,0.0704
1,0.0686,0.1983,0.1297,0.0673,0.1981,0.1308,0.0834,0.1879,0.1045,0.095,0.986,0.891,0.0799,0.3727,0.2928,0.1006,0.199,0.0984,0.0686,0.1433,0.0747,0.09,0.0911,0.0011,0.0842,0.1549,0.0707,0.106,0.257,0.151,0.1074
1,0.0984,0.8905,0.7921,0.081,0.2158,0.1348,0.0557,0.1127,0.057,0.076,0.7785,0.7025,0.0697,0.3863,0.3166,0.1214,0.5724,0.451,0.0649,0.1367,0.0718,0.0612,0.1069,0.0457,0.11,0.1593,0.0493,0.1256,0.2795,0.1539,0.0989
1,0.0826,0.1814,0.0988,0.0778,0.2442,0.1664,0.1079,0.1997,0.0918,0.0818,0.9101,0.8283,0.1034,0.4329,0.3295,0.0863,0.1657,0.0794,0.081,0.1734,0.0924,0.0747,0.0827,0.008,0.0828,0.1996,0.1168,0.0997,0.246,0.1463,0.1074
1,0.1092,0.1482,0.039,0.0873,0.7194,0.6321,0.0929,0.1945,0.1016,0.0726,0.5154,0.4428,0.0987,0.3594,0.2607,0.1254,0.2412,0.1158,0.0939,0.171,0.0771,0.1225,0.1032,-0.0193,0.118,0.2765,0.1585,0.1205,0.2612,0.1407,0.0894
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0828,0.1553,0.0725,0.086,0.3339,0.2479,0.1042,0.2363,0.1321,0.086,0.5593,0.4733,0.1245,0.4203,0.2958,0.1079,0.2116,0.1037,0.0749,0.143,0.0681,0.1116,0.1241,0.0125,0.1111,0.158,0.0469,0.1169,0.2795,0.1626,0.0958
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.1082,0.283,0.1748,0.0929,0.2322,0.1393,0.0797,0.1446,0.0649,0.1008,0.5839,0.4831,0.0781,0.4587,0.3806,0.0848,0.3528,0.268,0.0744,0.1647,0.0903,0.0836,0.1119,0.0283,0.1029,0.1738,0.0709,0.138,0.3038,0.1658,0.1445
0,0.0787,0.522,0.4433,0.0755,0.2508,0.1753,0.0436,0.4767,0.4331,0.0599,0.3264,0.2665,0.0486,0.469,0.4204,0.0887,0.222,0.1333,0.0847,0.1159,0.0312,0.1204,0.1469,0.0265,0.0729,0.1782,0.1053,0.0985,0.3348,0.2363,0.0694
0,0.0805,0.1857,0.1052,0.0882,0.1128,0.0246,0.0932,0.1336,0.0404,0.1019,0.2391,0.1372,0.0779,0.3413,0.2634,0.0773,0.1821,0.1048,0.081,0.1339,0.0529,0.0882,0.0869,-0.0013,0.0834,0.1285,0.0451,0.1045,0.2379,0.1334,0.0721
1,0.0966,1.3581,1.2615,0.0762,0.1815,0.1053,0.0551,0.1234,0.0683,0.0847,0.6873,0.6026,0.0915,1.1234,1.0319,0.0702,0.2393,0.1691,0.0515,0.1392,0.0877,0.0654,0.0934,0.028,0.0918,0.2081,0.1163,0.1232,0.2768,0.1536,0.1248
1,0.1074,0.4852,0.3778,0.0968,0.2416,0.1448,0.0897,0.2153,0.1256,0.0778,0.5403,0.4625,0.1076,0.4592,0.3516,0.11,0.2366,0.1266,0.1053,0.1871,0.0818,0.1137,0.1243,0.0106,0.1068,0.2078,0.101,0.1192,0.2808,0.1616,0.0992
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0871,0.3845,0.2974,0.0799,0.1659,0.086,0.0596,0.1591,0.0995,0.0623,0.2002,0.1379,0.0755,0.7612,0.6857,0.0782,0.1104,0.0322,0.0652,0.1426,0.0774,0.0784,0.0972,0.0188,0.0699,0.1938,0.1239,0.0894,0.2169,0.1275,0.0884
1,0.0868,0.1448,0.058,0.0947,0.5923,0.4976,0.1074,0.2543,0.1469,0.0918,0.6625,0.5707,0.0942,0.396,0.3018,0.1114,0.2019,0.0905,0.0966,0.1848,0.0882,0.0979,0.0678,-0.0301,0.1196,0.3147,0.1951,0.1079,0.2586,0.1507,0.1047
1,0.0834,0.2017,0.1183,0.0939,0.5114,0.4175,0.0963,0.2023,0.106,0.1074,0.5546,0.4472,0.0992,0.4339,0.3347,0.1121,0.1472,0.0351,0.0847,0.2095,0.1248,0.0897,0.1393,0.0496,0.1171,0.2616,0.1445,0.1219,0.2426,0.1207,0.0926
0,0.0927,0.1581,0.0654,0.043,0.1045,0.0615,0.0758,0.0832,0.0074,0.0597,0.4331,0.3734,0.0544,0.3416,0.2872,0.0742,0.175,0.1008,0.0689,0.0629,-0.006,0.0803,0.1031,0.0228,0.062,0.1662,0.1042,0.0668,0.2015,0.1347,0.0502
1,0.1037,0.178,0.0743,0.0955,0.1812,0.0857,0.0926,0.1586,0.066,0.0768,0.5407,0.4639,0.106,0.3782,0.2722,0.1048,0.1961,0.0913,0.0515,0.136,0.0845,0.0681,0.0951,0.027,0.0892,0.1725,0.0833,0.0921,0.2109,0.1188,0.1147
1,0.0541,0.1527,0.0986,0.082,0.3004,0.2184,0.0528,0.1778,0.125,0.0923,0.7542,0.6619,0.0979,0.4189,0.321,0.0977,0.1782,0.0805,0.1026,0.2003,0.0977,0.1237,0.1259,0.0022,0.1124,0.2864,0.174,0.1063,0.2568,0.1505,0.1026
0,0.1483,0.1429,-0.0054,0.0979,0.1979,0.1,0.1118,0.1377,0.0259,0.0612,0.1783,0.1171,0.0834,0.2976,0.2142,0.1029,0.2076,0.1047,0.1074,0.1173,0.0099,0.095,0.1206,0.0256,0.0828,0.1941,0.1113,0.0942,0.2183,0.1241,0.0736
1,0.0834,0.1996,0.1162,0.0768,0.2092,0.1324,0.0581,0.1876,0.1295,0.1034,0.6334,0.53,0.096,0.388,0.292,0.0992,0.1768,0.0776,0.0776,0.1492,0.0716,0.0728,0.1079,0.0351,0.0857,0.2031,0.1174,0.1195,0.2528,0.1333,0.1055
0,0.1111,0.1651,0.054,0.0931,0.0728,-0.0203,0.0768,0.1043,0.0275,0.1166,0.2622,0.1456,0.0963,0.4838,0.3875,0.1111,0.2037,0.0926,0.082,0.1172,0.0352,0.0976,0.1035,0.0059,0.0765,0.1158,0.0393,0.0876,0.1832,0.0956,0.1153
1,0.1016,0.1946,0.093,0.0765,0.1957,0.1192,0.0966,0.185,0.0884,0.0868,0.5654,0.4786,0.0871,0.3764,0.2893,0.0861,0.1589,0.0728,0.0791,0.1631,0.084,0.0826,0.133,0.0504,0.0633,0.2292,0.1659,0.1121,0.2974,0.1853,0.0955
1,0.1205,0.2051,0.0846,0.0876,0.5024,0.4148,0.1053,0.1918,0.0865,0.0997,0.4837,0.384,0.0931,0.3348,0.2417,0.1211,0.185,0.0639,0.0995,0.1961,0.0966,0.1058,0.1301,0.0243,0.1176,0.2057,0.0881,0.1271,0.2425,0.1154,0.0981
0,0.0708,0.5505,0.4797,0.057,0.0966,0.0396,0.0663,0.1043,0.038,0.0515,0.4542,0.4027,0.056,0.4169,0.3609,0.0795,0.1782,0.0987,0.0755,0.5073,0.4318,0.0818,0.1262,0.0444,0.0618,0.2125,0.1507,0.0499,0.1934,0.1435,0.0557
1,0.1076,0.5308,0.4232,0.086,0.1889,0.1029,0.1042,0.2058,0.1016,0.0984,0.6155,0.5171,0.1134,0.4083,0.2949,0.1118,0.1973,0.0855,0.1277,0.1919,0.0642,0.1158,0.0979,-0.0179,0.1324,0.3096,0.1772,0.119,0.2616,0.1426,0.1024
0,0.0781,0.2649,0.1868,0.0618,0.1682,0.1064,0.0581,0.161,0.1029,0.0726,0.3085,0.2359,0.0594,0.4698,0.4104,0.0953,0.2468,0.1515,0.07,0.12,0.05,0.1373,0.1653,0.028,0.0636,0.1676,0.104,0.0977,0.3441,0.2464,0.0755
1,0.0952,0.2238,0.1286,0.0963,0.2535,0.1572,0.1016,0.1689,0.0673,0.1195,0.7102,0.5907,0.1013,0.4849,0.3836,0.0876,0.1915,0.1039,0.0652,0.1618,0.0966,0.0665,0.1119,0.0454,0.1074,0.2688,0.1614,0.1179,0.4008,0.2829,0.1219
0,0.1034,0.1643,0.0609,0.0939,0.1021,0.0082,0.0454,0.1034,0.058,0.0377,0.1814,0.1437,0.0884,0.3382,0.2498,0.1329,0.143,0.0101,0.1216,0.0979,-0.0237,0.1038,0.089,-0.0148,0.109,0.1066,-0.0024,0.1018,0.2006,0.0988,0.0939
0,0.1183,0.2204,0.1021,0.0565,0.2035,0.147,0.0518,0.1357,0.0839,0.0591,0.7798,0.7207,0.0494,0.4437,0.3943,0.0473,0.2907,0.2434,0.0351,0.1186,0.0835,0.0681,0.0988,0.0307,0.0578,0.185,0.1272,0.0821,0.2245,0.1424,0.08
1,0.0966,0.2553,0.1587,0.0755,0.219,0.1435,0.1058,0.2662,0.1604,0.1047,0.7247,0.62,0.1147,0.3898,0.2751,0.1122,0.2072,0.095,0.1095,0.166,0.0565,0.1108,0.1063,-0.0045,0.1362,0.1821,0.0459,0.1287,0.2634,0.1347,0.1129
1,0.0897,0.1738,0.0841,0.0881,0.2292,0.1411,0.0881,0.1823,0.0942,0.0644,0.6377,0.5733,0.0865,0.3672,0.2807,0.0892,0.1607,0.0715,0.0675,0.1668,0.0993,0.0823,0.1106,0.0283,0.0691,0.1941,0.125,0.0936,0.2174,0.1238,0.1082
1,0.0929,0.1693,0.0764,0.1024,0.2179,0.1155,0.1079,0.1944,0.0865,0.09,0.5362,0.4462,0.096,0.3472,0.2512,0.124,0.1823,0.0583,0.0939,0.1676,0.0737,0.1153,0.1098,-0.0055,0.1232,0.1614,0.0382,0.1298,0.2616,0.1318,0.0963
1,0.1227,0.2131,0.0904,0.0892,0.2527,0.1635,0.0997,0.1915,0.0918,0.0863,0.6356,0.5493,0.0831,0.3495,0.2664,0.1229,0.2226,0.0997,0.0849,0.1681,0.0832,0.0868,0.0972,0.0104,0.0984,0.1791,0.0807,0.1074,0.2392,0.1318,0.1126
1,0.0723,0.2012,0.1289,0.0755,0.2063,0.1308,0.0923,0.2152,0.1229,0.1171,0.5939,0.4768,0.0902,0.5241,0.4339,0.085,0.2311,0.1461,0.0699,0.1562,0.0863,0.0915,0.1251,0.0336,0.0844,0.2584,0.174,0.0968,0.2523,0.1555,0.0971
0,0.0902,0.4184,0.3282,0.1034,0.0778,-0.0256,0.071,0.1417,0.0707,0.0607,0.2113,0.1506,0.0591,0.4661,0.407,0.0789,0.32,0.2411,0.0865,0.1314,0.0449,0.1089,0.1187,0.0098,0.0689,0.1702,0.1013,0.1039,0.3393,0.2354,0.0831
1,0.1066,0.198,0.0914,0.09,0.7171,0.6271,0.1053,0.1604,0.0551,0.1071,0.5591,0.452,0.0865,0.4165,0.33,0.1034,0.6327,0.5293,0.1029,0.1658,0.0629,0.1037,0.1222,0.0185,0.1089,0.2328,0.1239,0.115,0.2378,0.1228,0.0971
1,0.0797,0.1593,0.0796,0.0936,0.2105,0.1169,0.0897,0.1831,0.0934,0.082,0.833,0.751,0.1055,0.4331,0.3276,0.1016,0.8495,0.7479,0.0926,0.2385,0.1459,0.1266,1.2018,1.0752,0.0992,0.2543,0.1551,0.1335,0.2808,0.1473,0.1089
0,0.0847,0.2535,0.1688,0.0961,0.1811,0.085,0.1082,0.1549,0.0467,0.1106,0.2602,0.1496,0.1264,0.4495,0.3231,0.1436,0.2389,0.0953,0.1214,0.2141,0.0927,0.1296,0.1365,0.0069,0.0937,0.2299,0.1362,0.1024,0.3438,0.2414,0.0905
1,0.0995,0.7365,0.637,0.0886,0.1981,0.1095,0.1018,0.1804,0.0786,0.0992,0.5443,0.4451,0.1071,0.3918,0.2847,0.1161,0.2092,0.0931,0.0781,0.1697,0.0916,0.0794,0.0911,0.0117,0.105,0.1609,0.0559,0.114,0.2249,0.1109,0.1274
0,0.0789,0.1519,0.073,0.0507,0.1624,0.1117,0.0562,0.0855,0.0293,0.0607,0.414,0.3533,0.0399,0.3717,0.3318,0.0372,0.2639,0.2267,0.0489,0.0854,0.0365,0.089,0.154,0.065,0.0589,0.2075,0.1486,0.0884,0.254,0.1656,0.0715
1,0.0789,0.2102,0.1313,0.0697,0.354,0.2843,0.1089,0.2152,0.1063,0.114,2.3789,2.2649,0.0884,0.3865,0.2981,0.0776,0.1575,0.0799,0.0726,0.1813,0.1087,0.0341,0.075,0.0409,0.0892,0.1855,0.0963,0.1187,0.3042,0.1855,0.1113
1,0.1016,0.1469,0.0453,0.1024,0.6665,0.5641,0.095,0.186,0.091,0.114,0.5043,0.3903,0.0942,0.3965,0.3023,0.1058,0.2216,0.1158,0.1031,0.1823,0.0792,0.1192,0.1179,-0.0013,0.1003,0.2203,0.12,0.1166,0.2987,0.1821,0.1329
1,0.1137,0.232,0.1183,0.0681,0.408,0.3399,0.0873,0.1746,0.0873,0.1169,0.6011,0.4842,0.0794,0.4283,0.3489,0.0631,0.2166,0.1535,0.0797,0.2103,0.1306,0.0818,0.1597,0.0779,0.0773,0.1978,0.1205,0.1,0.2273,0.1273,0.0966
1,0.0884,0.163,0.0746,0.0884,0.5167,0.4283,0.0958,0.1681,0.0723,0.0984,0.7384,0.64,0.0857,0.3854,0.2997,0.0966,0.1789,0.0823,0.0694,0.166,0.0966,0.0728,0.1119,0.0391,0.0836,0.245,0.1614,0.1002,0.2538,0.1536,0.1182
1,0.0984,0.1421,0.0437,0.0976,0.1963,0.0987,0.0976,0.1852,0.0876,0.0939,0.6255,0.5316,0.0984,0.3612,0.2628,0.1143,0.2182,0.1039,0.0889,0.1599,0.071,0.1142,0.1087,-0.0055,0.1182,0.3616,0.2434,0.1295,0.334,0.2045,0.1287
1,0.096,0.2014,0.1054,0.0731,0.22,0.1469,0.0815,0.1854,0.1039,0.1066,0.6229,0.5163,0.0873,0.4329,0.3456,0.0816,0.1478,0.0662,0.0689,0.1642,0.0953,0.1024,0.1157,0.0133,0.0799,0.2273,0.1474,0.0984,0.2352,0.1368,0.1029
0,0.0892,0.1063,0.0171,0.0694,0.1812,0.1118,0.091,0.2751,0.1841,0.1158,0.5092,0.3934,0.0512,0.2823,0.2311,0.0892,0.1908,0.1016,0.0826,0.0668,-0.0158,0.0926,0.1056,0.013,0.0773,0.1591,0.0818,0.1002,0.2217,0.1215,0.0973
1,0.081,0.2318,0.1508,0.0905,0.2105,0.12,0.1076,0.2144,0.1068,0.1071,0.624,0.5169,0.0834,0.4208,0.3374,0.095,0.1697,0.0747,0.0744,0.147,0.0726,0.0936,0.124,0.0304,0.095,0.2305,0.1355,0.1237,0.3783,0.2546,0.1406
0,0.0781,0.1213,0.0432,0.09,0.1233,0.0333,0.0367,0.0505,0.0138,0.0884,0.2407,0.1523,0.1169,0.3294,0.2125,0.0859,0.1983,0.1124,0.065,0.1495,0.0845,0.1062,0.0621,-0.0441,0.1202,0.0726,-0.0476,0.1212,0.5423,0.4211,0.1119
1,0.0913,0.3164,0.2251,0.1161,0.5787,0.4626,0.082,0.2482,0.1662,0.0976,0.5609,0.4633,0.0971,0.3712,0.2741,0.123,0.2143,0.0913,0.1121,0.19,0.0779,0.1119,0.1106,-0.0013,0.1549,0.1366,-0.0183,0.1512,0.3494,0.1982,0.1187
0,0.0911,0.338,0.2469,0.0731,0.1708,0.0977,0.0758,0.3429,0.2671,0.0715,0.3499,0.2784,0.0618,0.387,0.3252,0.0903,0.2796,0.1893,0.071,0.1014,0.0304,0.1729,0.2133,0.0404,0.075,0.2101,0.1351,0.0478,0.2696,0.2218,0.0589
0,0.101,0.1756,0.0746,0.0807,0.1045,0.0238,0.0562,0.1372,0.081,0.0939,0.5061,0.4122,0.0604,0.3337,0.2733,0.0968,0.1633,0.0665,0.0744,0.1375,0.0631,0.1111,0.0934,-0.0177,0.0613,0.1272,0.0659,0.1145,0.2183,0.1038,0.1155
0,0.09,0.0947,0.0047,0.1179,0.1251,0.0072,0.0876,0.0836,-0.004,0.1153,0.1762,0.0609,0.1105,0.2213,0.1108,0.1059,0.0869,-0.019,0.0829,0.1289,0.046,0.1161,0.0536,-0.0625,0.0678,0.1825,0.1147,0.1087,0.094,-0.0147,0.1087
0,0.0486,0.4686,0.42,0.0586,0.1391,0.0805,0.0475,0.3919,0.3444,0.0493,0.3299,0.2806,0.0428,0.5629,0.5201,0.0327,0.5792,0.5465,0.0359,0.238,0.2021,0.0581,0.3825,0.3244,0.0422,0.5337,0.4915,0.0409,0.5389,0.498,0.0441
1,0.1153,0.2368,0.1215,0.0736,0.5156,0.442,0.0823,0.2068,0.1245,0.1142,0.6382,0.524,0.0913,0.368,0.2767,0.1082,0.1808,0.0726,0.067,0.1707,0.1037,0.0818,0.0935,0.0117,0.1453,0.1429,-0.0024,0.1382,0.3045,0.1663,0.0855
0,0.0918,0.1366,0.0448,0.0989,0.1319,0.033,0.0675,0.0736,0.0061,0.0728,0.2492,0.1764,0.0472,0.3263,0.2791,0.1287,0.1266,-0.0021,0.11,0.1312,0.0212,0.1027,0.0792,-0.0235,0.1264,0.1224,-0.004,0.0952,0.1832,0.088,0.0715
0,0.1129,0.3167,0.2038,0.0878,0.0931,0.0053,0.077,0.1116,0.0346,0.0773,0.2316,0.1543,0.0594,0.454,0.3946,0.0694,0.3912,0.3218,0.0884,0.142,0.0536,0.1021,0.1283,0.0262,0.0689,0.1712,0.1023,0.0973,0.3944,0.2971,0.081
1,0.0913,0.2336,0.1423,0.0915,0.1944,0.1029,0.0873,0.1741,0.0868,0.1002,0.5641,0.4639,0.0958,0.3488,0.253,0.1203,0.1984,0.0781,0.0963,0.1882,0.0919,0.0963,0.1404,0.0441,0.1187,0.2527,0.134,0.1308,0.2562,0.1254,0.0828
0,0.1412,0.1931,0.0519,0.15,0.1291,-0.0209,0.1624,0.1638,0.0014,0.1254,0.3085,0.1831,0.1088,0.3155,0.2067,0.146,0.1722,0.0262,0.1499,0.1299,-0.02,0.132,0.0956,-0.0364,0.147,0.1079,-0.0391,0.1383,0.4311,0.2928,0.1779
