class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.0821,0.2768,0.1947,0.0979,0.2526,0.1547,0.0626,0.0711,0.0085,0.1143,0.3631,0.2488,0.0747,0.4234,0.3487,0.118,0.2648,0.1468,0.1132,0.1215,0.0083,0.1119,0.1484,0.0365,0.0507,0.289,0.2383,0.0496,0.4984,0.4488,0.1035
1,0.0755,0.2615,0.186,0.0911,0.2542,0.1631,0.0613,0.0772,0.0159,0.0898,0.4373,0.3475,0.0739,0.3397,0.2658,0.1043,0.2281,0.1238,0.0787,0.0883,0.0096,0.1077,0.1648,0.0571,0.0739,0.2494,0.1755,0.0626,0.4417,0.3791,0.1175
1,0.0903,0.2763,0.186,0.0834,0.2518,0.1684,0.0586,0.0914,0.0328,0.0845,0.3339,0.2494,0.081,0.4622,0.3812,0.1138,0.2302,0.1164,0.0705,0.0809,0.0104,0.1027,0.1843,0.0816,0.0346,0.227,0.1924,0.0755,0.6003,0.5248,0.0979
1,0.0948,0.2863,0.1915,0.0887,0.2331,0.1444,0.0541,0.0869,0.0328,0.0911,0.3484,0.2573,0.0665,0.3964,0.3299,0.1104,0.2524,0.142,0.0874,0.0962,0.0088,0.1072,0.1598,0.0526,0.0818,0.3006,0.2188,0.0837,0.6425,0.5588,0.123
0,0.0536,0.4654,0.4118,0.0757,0.1485,0.0728,0.0586,0.1127,0.0541,0.0594,0.2427,0.1833,0.0784,0.3622,0.2838,0.1121,0.1952,0.0831,0.1097,0.1544,0.0447,0.0823,0.1008,0.0185,0.1219,0.191,0.0691,0.0984,0.3061,0.2077,0.0852
1,0.0942,0.2395,0.1453,0.0977,0.2505,0.1528,0.0552,0.0866,0.0314,0.0971,0.4351,0.338,0.0721,1.123,1.0509,0.1238,0.2713,0.1475,0.0512,0.1028,0.0516,0.1048,0.1801,0.0753,0.0665,0.2496,0.1831,0.0652,0.6034,0.5382,0.1148
1,0.0911,0.3483,0.2572,0.1183,0.3883,0.27,0.0766,0.2334,0.1568,0.1499,0.4555,0.3056,0.1098,1.0871,0.9773,0.1882,0.3817,0.1935,0.0861,0.1683,0.0822,0.1541,0.2104,0.0563,0.0985,0.2961,0.1976,0.1074,0.7459,0.6385,0.1264
1,0.0882,0.2676,0.1794,0.0882,0.2125,0.1243,0.0576,0.0867,0.0291,0.0913,0.4763,0.385,0.0734,0.4643,0.3909,0.1339,0.2659,0.132,0.0795,0.1292,0.0497,0.1217,0.1764,0.0547,0.0679,0.2724,0.2045,0.0837,0.466,0.3823,0.1109
1,0.0768,0.2356,0.1588,0.0974,0.2288,0.1314,0.0499,0.08,0.0301,0.0937,0.3162,0.2225,0.0797,0.3558,0.2761,0.1138,0.2302,0.1164,0.0708,0.0965,0.0257,0.1135,0.1782,0.0647,0.0631,0.2555,0.1924,0.0734,0.5398,0.4664,0.119
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.0837,0.2359,0.1522,0.0987,0.2175,0.1188,0.061,0.0821,0.0211,0.0921,0.6325,0.5404,0.075,0.4643,0.3893,0.0946,0.2163,0.1217,0.0816,0.0996,0.018,0.0882,0.1724,0.0842,0.0478,0.284,0.2362,0.0489,0.5238,0.4749,0.0987
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.062,0.666,0.604,0.0953,0.4782,0.3829,0.0594,0.1338,0.0744,0.1008,0.328,0.2272,0.0744,0.5093,0.4349,0.114,0.251,0.137,0.0979,0.121,0.0231,0.1143,0.1922,0.0779,0.0684,0.3064,0.238,0.0824,0.6285,0.5461,0.1341
0,0.1089,0.2533,0.1444,0.0905,0.1599,0.0694,0.0815,0.086,0.0045,0.077,0.5143,0.4373,0.0728,0.3709,0.2981,0.0799,0.1509,0.071,0.0689,0.1086,0.0397,0.0828,0.1116,0.0288,0.0649,0.1509,0.086,0.0839,0.1919,0.108,0.0818
0,0.1035,0.2623,0.1588,0.1101,0.2476,0.1375,0.1103,0.127,0.0167,0.0905,0.7988,0.7083,0.0681,0.786,0.7179,0.1275,0.2112,0.0837,0.1439,0.108,-0.0359,0.1144,0.1593,0.0449,0.1008,0.1436,0.0428,0.1209,0.2823,0.1614,0.0781
1,0.0744,0.2514,0.177,0.0958,0.2705,0.1747,0.0642,0.0956,0.0314,0.0919,0.3463,0.2544,0.0665,0.4497,0.3832,0.1035,0.2342,0.1307,0.1048,0.1331,0.0283,0.1143,0.1708,0.0565,0.0858,0.27,0.1842,0.0969,0.7776,0.6807,0.0937
