class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0915,0.1331,0.0416,0.0884,0.0778,-0.0106,0.07,0.1019,0.0319,0.1295,0.226,0.0965,0.0968,0.3783,0.2815,0.1068,0.1425,0.0357,0.0691,0.1691,0.1,0.0939,0.307,0.2131,0.076,0.1646,0.0886,0.095,0.1835,0.0885,0.0741
0,0.0968,0.1318,0.035,0.0573,0.0742,0.0169,0.1076,0.1237,0.0161,0.0441,0.1667,0.1226,0.0509,0.2649,0.214,0.0214,0.1615,0.1401,0.1122,0.084,-0.0282,0.1062,0.0471,-0.0591,0.1594,0.1113,-0.0481,0.0829,0.1506,0.0677,0.1182
0,0.0791,0.3193,0.2402,0.1279,0.1683,0.0404,0.0662,0.1796,0.1134,0.1116,0.2532,0.1416,0.0952,5.1388,5.0436,0.1506,0.4201,0.2695,0.0815,0.185,0.1035,0.1538,0.2288,0.075,0.0707,0.3007,0.23,0.0786,2.4136,2.335,0.091
1,0.082,0.262,0.18,0.0997,0.091,-0.0087,0.0586,0.1053,0.0467,0.0847,0.2216,0.1369,0.0668,0.415,0.3482,0.0607,0.3321,0.2714,0.082,0.1409,0.0589,0.0992,0.1333,0.0341,0.0633,0.1809,0.1176,0.0926,0.3789,0.2863,0.0915
1,0.0704,0.2159,0.1455,0.0868,0.0844,-0.0024,0.0623,0.1203,0.058,0.0723,0.287,0.2147,0.0623,0.545,0.4827,0.0741,0.4534,0.3793,0.0768,0.1125,0.0357,0.1132,0.1821,0.0689,0.0623,0.2031,0.1408,0.0921,0.443,0.3509,0.0802
1,0.0786,0.2278,0.1492,0.0958,0.0929,-0.0029,0.0551,0.1155,0.0604,0.0881,0.2374,0.1493,0.062,0.4761,0.4141,0.0739,0.3319,0.258,0.1103,0.1842,0.0739,0.1274,0.1248,-0.0026,0.0638,0.1767,0.1129,0.0979,0.3784,0.2805,0.0755
1,0.0836,0.3027,0.2191,0.0852,0.1166,0.0314,0.0486,0.0782,0.0296,0.0823,0.2498,0.1675,0.066,0.4105,0.3445,0.0797,0.3751,0.2954,0.0931,0.1132,0.0201,0.1345,0.1578,0.0233,0.0636,0.1672,0.1036,0.1013,0.3464,0.2451,0.0889
0,0.0873,0.1176,0.0303,0.101,0.1258,0.0248,0.0702,0.0771,0.0069,0.0464,0.1667,0.1203,0.0905,0.2913,0.2008,0.149,0.1411,-0.0079,0.0836,0.1317,0.0481,0.1148,0.0668,-0.048,0.1594,0.1319,-0.0275,0.0892,0.2397,0.1505,0.1045
1,0.0936,0.4295,0.3359,0.0844,0.0905,0.0061,0.0596,0.124,0.0644,0.0723,0.2508,0.1785,0.0583,0.5094,0.4511,0.0657,0.3756,0.3099,0.086,0.316,0.23,0.0836,0.1061,0.0225,0.0683,0.2946,0.2263,0.0631,0.4678,0.4047,0.0733
1,0.1018,0.3971,0.2953,0.0694,0.0649,-0.0045,0.066,0.1388,0.0728,0.0712,0.2914,0.2202,0.0325,0.5064,0.4739,0.0747,0.4427,0.368,0.0755,0.132,0.0565,0.1002,0.1177,0.0175,0.0675,0.1648,0.0973,0.1024,0.3296,0.2272,0.0762
1,0.0781,1.2428,1.1647,0.0792,0.0707,-0.0085,0.0652,0.1254,0.0602,0.0752,0.2482,0.173,0.052,0.4482,0.3962,0.0644,0.3778,0.3134,0.0915,0.0992,0.0077,0.1192,0.1836,0.0644,0.0612,0.1735,0.1123,0.0889,0.3968,0.3079,0.0939
1,0.0865,0.2167,0.1302,0.0971,0.0939,-0.0032,0.0552,0.1082,0.053,0.0839,0.2305,0.1466,0.0681,0.4031,0.335,0.0736,0.3738,0.3002,0.0715,0.1204,0.0489,0.1237,0.1375,0.0138,0.0578,0.1643,0.1065,0.0963,0.3578,0.2615,0.0702
