class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.106,0.164,0.058,0.0905,0.2778,0.1873,0.1074,0.1491,0.0417,0.0973,0.5554,0.4581,0.0839,0.358,0.2741,0.0934,0.3687,0.2753,0.1416,0.2258,0.0842,0.1274,0.2699,0.1425,0.1311,0.2276,0.0965,0.1416,0.2586,0.117,0.0715
0,0.0968,0.1318,0.035,0.0573,0.0742,0.0169,0.1076,0.1237,0.0161,0.0441,0.1667,0.1226,0.0509,0.2649,0.214,0.0214,0.1615,0.1401,0.1122,0.084,-0.0282,0.1062,0.0471,-0.0591,0.1594,0.1113,-0.0481,0.0829,0.1506,0.0677,0.1182
0,0.0852,0.1951,0.1099,0.0966,0.0668,-0.0298,0.0483,0.1565,0.1082,0.1292,0.2803,0.1511,0.0923,0.4276,0.3353,0.1029,0.1647,0.0618,0.0662,0.1636,0.0974,0.0934,0.0921,-0.0013,0.0918,0.1422,0.0504,0.0931,0.2127,0.1196,0.0826
1,0.0702,1.434,1.3638,0.114,0.1433,0.0293,0.072,0.76,0.688,0.0989,0.5546,0.4557,0.0921,0.8643,0.7722,0.1264,0.377,0.2506,0.0836,0.1591,0.0755,0.1385,0.2361,0.0976,0.0733,0.2872,0.2139,0.0784,0.5432,0.4648,0.0731
1,0.0699,0.5229,0.453,0.1205,0.1617,0.0412,0.0528,0.1383,0.0855,0.1308,0.2281,0.0973,0.1008,0.5703,0.4695,0.2095,1.5784,1.3689,0.0852,2.5222,2.437,0.168,0.2234,0.0554,0.0873,0.4531,0.3658,0.0617,0.4624,0.4007,0.0668
1,0.0868,0.4077,0.3209,0.1171,0.1746,0.0575,0.0731,0.1776,0.1045,0.105,0.2379,0.1329,0.0849,0.6111,0.5262,0.1235,0.233,0.1095,0.0723,0.1526,0.0803,0.1401,0.2678,0.1277,0.0148,0.2366,0.2218,0.0805,0.7083,0.6278,0.077
1,0.0791,0.3193,0.2402,0.1279,0.1683,0.0404,0.0662,0.1796,0.1134,0.1116,0.2532,0.1416,0.0952,5.1388,5.0436,0.1506,0.4201,0.2695,0.0815,0.185,0.1035,0.1538,0.2288,0.075,0.0707,0.3007,0.23,0.0786,2.4136,2.335,0.091
0,0.0873,0.1176,0.0303,0.101,0.1258,0.0248,0.0702,0.0771,0.0069,0.0464,0.1667,0.1203,0.0905,0.2913,0.2008,0.149,0.1411,-0.0079,0.0836,0.1317,0.0481,0.1148,0.0668,-0.048,0.1594,0.1319,-0.0275,0.0892,0.2397,0.1505,0.1045
1,0.0865,0.4176,0.3311,0.1068,0.1485,0.0417,0.0784,0.1742,0.0958,0.1406,0.2838,0.1432,0.106,0.5549,0.4489,0.1229,0.2245,0.1016,0.0842,0.1444,0.0602,0.1556,0.2419,0.0863,0.0689,2.588,2.5191,0.0765,0.5687,0.4922,0.072
1,0.0731,0.3679,0.2948,0.1298,0.239,0.1092,0.0855,0.2029,0.1174,0.1248,0.3176,0.1928,0.1055,0.671,0.5655,0.1488,0.3276,0.1788,0.0736,0.21,0.1364,0.1511,0.2648,0.1137,0.0752,0.3608,0.2856,0.0715,0.6552,0.5837,0.0765
1,0.0813,0.326,0.2447,0.1387,0.1952,0.0565,0.0694,0.1733,0.1039,0.1464,0.2888,0.1424,0.1084,0.618,0.5096,0.1295,0.2282,0.0987,0.081,0.1444,0.0634,0.1796,0.2477,0.0681,0.0762,0.4939,0.4177,0.077,0.5236,0.4466,0.0802
1,0.1005,0.342,0.2415,0.1195,0.1538,0.0343,0.0689,0.1921,0.1232,0.0971,0.2305,0.1334,0.1042,1.3065,1.2023,0.1029,0.2424,0.1395,0.0894,0.1652,0.0758,0.1546,0.2789,0.1243,0.0778,0.4019,0.3241,0.0747,0.8114,0.7367,0.0565
0,0.1227,0.1688,0.0461,0.0939,0.1301,0.0362,0.1061,0.0834,-0.0227,0.1187,0.1696,0.0509,0.1063,0.2559,0.1496,0.1127,0.1383,0.0256,0.0989,0.142,0.0431,0.1045,0.0583,-0.0462,0.0734,0.1428,0.0694,0.1147,0.142,0.0273,0.115
1,0.0773,0.3826,0.3053,0.1203,0.1889,0.0686,0.0691,0.1654,0.0963,0.101,0.2629,0.1619,0.0944,0.5662,0.4718,0.1243,0.2414,0.1171,0.0707,0.1628,0.0921,0.1298,0.21,0.0802,0.0749,0.2827,0.2078,0.0815,0.5213,0.4398,0.0702
0,0.0446,0.2149,0.1703,0.0876,0.1243,0.0367,0.0981,0.144,0.0459,0.0617,0.2497,0.188,0.0541,0.2966,0.2425,0.0372,0.1836,0.1464,0.1048,0.0837,-0.0211,0.0943,0.046,-0.0483,0.1346,0.1169,-0.0177,0.1076,0.1858,0.0782,0.0968
1,0.0741,0.3248,0.2507,0.1055,0.163,0.0575,0.0768,0.147,0.0702,0.1116,0.2282,0.1166,0.0907,0.4702,0.3795,0.0979,0.1923,0.0944,0.0881,0.1942,0.1061,0.1208,0.2435,0.1227,0.0765,0.398,0.3215,0.0755,0.4599,0.3844,0.0747
0,0.1357,0.1889,0.0532,0.0987,0.1447,0.046,0.094,0.1225,0.0285,0.0744,0.2383,0.1639,0.0721,0.3411,0.269,0.1051,0.1956,0.0905,0.0858,0.1331,0.0473,0.1373,0.1603,0.023,0.1024,0.1689,0.0665,0.1172,0.3031,0.1859,0.0845
0,0.0739,0.3934,0.3195,0.0789,0.1175,0.0386,0.0797,0.127,0.0473,0.0774,0.1793,0.1019,0.0779,0.3158,0.2379,0.0705,0.1787,0.1082,0.0663,0.1337,0.0674,0.0945,0.1181,0.0236,0.0874,0.1753,0.0879,0.1117,0.2829,0.1712,0.0602
