class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1068,0.1547,0.0479,0.0965,0.082,-0.0145,0.0857,0.101,0.0153,0.1174,0.2669,0.1495,0.1037,0.4123,0.3086,0.0913,0.1702,0.0789,0.1095,0.1676,0.0581,0.0981,0.0934,-0.0047,0.1005,0.1145,0.014,0.1147,0.2072,0.0925,0.1039
0,0.1068,0.1144,0.0076,0.061,0.1204,0.0594,0.1195,0.0836,-0.0359,0.0452,0.1939,0.1487,0.0517,0.3445,0.2928,0.0749,0.3057,0.2308,0.0703,0.0062,-0.0641,0.1304,0.5186,0.3882,0.0921,0.167,0.0749,0.0984,0.1859,0.0875,0.1084
0,0.0802,0.3937,0.3135,0.1105,0.1609,0.0504,0.0441,0.1533,0.1092,0.1108,0.2566,0.1458,0.105,0.6265,0.5215,0.158,0.2466,0.0886,0.0907,0.1984,0.1077,0.1456,0.2074,0.0618,0.0657,0.3117,0.246,0.0789,0.7895,0.7106,0.0728
1,0.0462,0.2086,0.1624,0.072,0.1627,0.0907,0.0662,0.119,0.0528,0.0673,0.2888,0.2215,0.0686,0.3527,0.2841,0.0982,0.1336,0.0354,0.0865,0.1678,0.0813,0.0663,0.0333,-0.033,0.1359,0.219,0.0831,0.071,0.5113,0.4403,0.0805
1,0.052,0.2125,0.1605,0.0728,0.1335,0.0607,0.0354,0.1109,0.0755,0.0939,0.3629,0.269,0.0873,0.4458,0.3585,0.1193,0.1921,0.0728,0.0636,0.1497,0.0861,0.0581,0.0903,0.0322,0.0673,0.1638,0.0965,0.0873,0.2852,0.1979,0.0488
1,0.0715,0.3404,0.2689,0.066,0.1275,0.0615,0.0573,0.1051,0.0478,0.0639,0.3057,0.2418,0.0646,0.6077,0.5431,0.0797,0.1865,0.1068,0.0683,0.1712,0.1029,0.0588,0.1132,0.0544,0.0617,0.1643,0.1026,0.0678,0.2555,0.1877,0.0517
1,0.0549,0.1909,0.136,0.095,0.1459,0.0509,0.043,0.1042,0.0612,0.1132,0.234,0.1208,0.0673,0.4527,0.3854,0.1146,0.5737,0.4591,0.0541,0.1185,0.0644,0.0694,0.0982,0.0288,0.0786,0.1714,0.0928,0.0807,0.3005,0.2198,0.0739
0,0.0897,0.1194,0.0297,0.1053,0.1367,0.0314,0.0573,0.0805,0.0232,0.0739,0.2047,0.1308,0.0997,0.4212,0.3215,0.1452,0.1264,-0.0188,0.0856,0.158,0.0724,0.1134,0.1169,0.0035,0.0963,0.1361,0.0398,0.1071,0.2354,0.1283,0.086
1,0.0631,0.2239,0.1608,0.0607,0.1238,0.0631,0.0549,0.0958,0.0409,0.0784,0.3207,0.2423,0.0765,0.4078,0.3313,0.095,0.1786,0.0836,0.0652,0.146,0.0808,0.072,0.1325,0.0605,0.0739,0.1857,0.1118,0.0581,0.2595,0.2014,0.0747
1,0.0704,0.2098,0.1394,0.0918,0.105,0.0132,0.072,0.1076,0.0356,0.0786,0.8344,0.7558,0.0694,0.3965,0.3271,0.096,0.1812,0.0852,0.0127,0.5877,0.575,0.0604,0.0773,0.0169,0.0604,0.1601,0.0997,0.0747,0.3525,0.2778,0.0815
1,0.0625,0.2982,0.2357,0.1084,0.1158,0.0074,0.0451,0.0958,0.0507,0.0902,0.2215,0.1313,0.0623,0.3261,0.2638,0.0987,0.1662,0.0675,0.0741,0.1335,0.0594,0.0718,0.1038,0.032,0.066,0.7105,0.6445,0.0559,0.3741,0.3182,0.061
1,0.0639,0.2403,0.1764,0.0765,0.1351,0.0586,0.062,0.1456,0.0836,0.0675,0.4327,0.3652,0.0689,0.3332,0.2643,0.1143,0.1444,0.0301,0.0652,0.1194,0.0542,0.0665,0.0995,0.033,0.0639,0.1224,0.0585,0.0894,0.2612,0.1718,0.0881
0,0.1021,0.1334,0.0313,0.0528,0.137,0.0842,0.0673,0.0646,-0.0027,0.0963,0.2376,0.1413,0.1029,0.2702,0.1673,0.0905,0.1778,0.0873,0.0876,0.0953,0.0077,0.096,0.1074,0.0114,0.0631,0.1736,0.1105,0.0789,0.1305,0.0516,0.0947
1,0.0544,0.2603,0.2059,0.0868,0.2772,0.1904,0.0475,0.1456,0.0981,0.066,0.259,0.193,0.0652,0.5681,0.5029,0.1137,0.5565,0.4428,0.0406,0.0966,0.056,0.0636,0.1204,0.0568,0.0464,0.1274,0.081,0.0755,0.2431,0.1676,0.0536
0,0.1187,0.1521,0.0334,0.0491,0.0955,0.0464,0.0932,0.0918,-0.0014,0.0452,0.1947,0.1495,0.0515,0.2934,0.2419,0.0433,0.1849,0.1416,0.047,0.0782,0.0312,0.1293,0.0842,-0.0451,0.113,0.0728,-0.0402,0.118,0.2252,0.1072,0.0807
1,0.0617,0.2639,0.2022,0.09,0.1515,0.0615,0.0789,0.1573,0.0784,0.0694,0.2798,0.2104,0.0847,0.4147,0.33,0.1032,0.1916,0.0884,0.0837,0.0175,-0.0662,0.1027,0.2106,0.1079,0.0805,0.1604,0.0799,0.0852,0.2884,0.2032,0.0868
0,0.0927,0.2111,0.1184,0.061,0.1191,0.0581,0.057,0.246,0.189,0.0705,0.3117,0.2412,0.0628,0.3674,0.3046,0.0842,0.2149,0.1307,0.051,0.2102,0.1592,0.1624,0.041,-0.1214,0.0895,0.4384,0.3489,0.0739,0.2912,0.2173,0.0602
0,0.0847,0.1654,0.0807,0.0869,0.1278,0.0409,0.0887,0.5429,0.4542,0.0747,0.2845,0.2098,0.0726,0.3311,0.2585,0.0727,0.1783,0.1056,0.0855,0.126,0.0405,0.0961,0.1592,0.0631,0.0892,0.2087,0.1195,0.1029,0.2672,0.1643,0.0557
1,0.0504,0.2481,0.1977,0.0834,0.1375,0.0541,0.0449,0.1032,0.0583,0.1042,0.269,0.1648,0.0639,0.4068,0.3429,0.1053,0.2269,0.1216,0.0747,0.6114,0.5367,0.0567,0.1269,0.0702,0.0517,0.2181,0.1664,0.0496,0.3662,0.3166,0.0644
1,0.0533,0.2381,0.1848,0.0515,0.1401,0.0886,0.0528,0.1225,0.0697,0.0744,0.2226,0.1482,0.076,0.3379,0.2619,0.0945,0.1552,0.0607,0.0723,0.1288,0.0565,0.0652,0.0732,0.008,0.0765,0.1277,0.0512,0.0876,0.2681,0.1805,0.0631
0,0.0908,0.1345,0.0437,0.0969,0.1252,0.0283,0.0755,0.3621,0.2866,0.1217,0.3302,0.2085,0.1095,0.4318,0.3223,0.1088,0.2136,0.1048,0.0869,0.1203,0.0334,0.0937,0.1165,0.0228,0.1233,0.7764,0.6531,0.0958,0.3303,0.2345,0.071
0,0.1303,0.5007,0.3704,0.061,0.1581,0.0971,0.0834,0.133,0.0496,0.0525,0.5475,0.495,0.0834,0.3672,0.2838,0.084,0.208,0.124,0.0805,0.1273,0.0468,0.0786,0.0963,0.0177,0.1216,0.1791,0.0575,0.1459,0.472,0.3261,0.124
1,0.0483,0.3148,0.2665,0.081,0.1979,0.1169,0.0599,0.1425,0.0826,0.0718,0.234,0.1622,0.057,0.4318,0.3748,0.1037,0.1673,0.0636,0.061,0.1436,0.0826,0.0536,0.0996,0.046,0.0557,0.1274,0.0717,0.0797,0.2584,0.1787,0.0657
1,0.0588,0.2054,0.1466,0.0515,0.1615,0.11,0.0599,0.1198,0.0599,0.053,0.3716,0.3186,0.066,0.3839,0.3179,0.0823,0.1361,0.0538,0.0741,0.1507,0.0766,0.0478,0.0777,0.0299,0.0755,0.1913,0.1158,0.0633,0.276,0.2127,0.0462
0,0.0758,0.1491,0.0733,0.0557,0.1175,0.0618,0.0744,0.0858,0.0114,0.052,0.4642,0.4122,0.0454,0.3437,0.2983,0.0676,0.2155,0.1479,0.0634,0.0857,0.0223,0.0771,0.1664,0.0893,0.0657,0.3298,0.2641,0.0679,0.2979,0.23,0.0523
1,0.0522,0.1945,0.1423,0.0934,0.1525,0.0591,0.0691,0.1356,0.0665,0.1198,0.2488,0.129,0.071,0.3704,0.2994,0.1058,0.1752,0.0694,0.0715,0.2148,0.1433,0.0929,0.1863,0.0934,0.0646,0.1896,0.125,0.0581,0.2447,0.1866,0.0797
1,0.0517,0.2212,0.1695,0.0749,0.1372,0.0623,0.0702,0.6443,0.5741,0.0607,0.3555,0.2948,0.0691,0.6668,0.5977,0.0971,0.1375,0.0404,0.0662,0.1143,0.0481,0.0768,0.0755,-0.0013,0.0673,0.1403,0.073,0.0863,0.2903,0.204,0.0794
