class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0894,0.1363,0.0469,0.0979,0.0799,-0.018,0.0819,0.1173,0.0354,0.1216,0.2461,0.1245,0.1071,0.3761,0.269,0.1126,0.1586,0.046,0.0633,0.1562,0.0929,0.0876,0.0985,0.0109,0.1031,0.1545,0.0514,0.0947,0.199,0.1043,0.0923
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.0802,0.4019,0.3217,0.1213,0.1485,0.0272,0.0678,0.1812,0.1134,0.1282,0.2883,0.1601,0.1155,0.5597,0.4442,0.1103,0.1689,0.0586,0.0868,0.1626,0.0758,0.1438,0.2454,0.1016,0.0673,0.3985,0.3312,0.0594,0.4554,0.396,0.0689
1,0.0652,0.3383,0.2731,0.1506,0.1562,0.0056,0.0836,0.2168,0.1332,0.1171,0.2835,0.1664,0.0942,0.4983,0.4041,0.1585,0.245,0.0865,0.1372,0.218,0.0808,0.2959,0.4244,0.1285,0.1285,0.4708,0.3423,0.1053,0.2761,0.1708,0.0981
1,0.0575,0.5181,0.4606,0.1641,0.1472,-0.0169,0.0963,0.2844,0.1881,0.086,0.326,0.24,0.0878,0.9624,0.8746,0.1433,0.9115,0.7682,0.1219,0.3831,0.2612,0.2258,0.3163,0.0905,0.1419,0.3215,0.1796,0.1074,0.2705,0.1631,0.0881
1,0.0636,0.4657,0.4021,0.1646,0.1092,-0.0554,0.1332,0.2058,0.0726,0.0931,0.5807,0.4876,0.0799,0.5494,0.4695,0.1937,0.314,0.1203,0.1693,0.2293,0.06,0.219,0.1765,-0.0425,0.0742,0.2683,0.1941,0.1034,0.4522,0.3488,0.1203
1,0.0802,0.3565,0.2763,0.1485,0.1416,-0.0069,0.0998,0.253,0.1532,0.0889,0.313,0.2241,0.082,0.498,0.416,0.1533,0.1787,0.0254,0.1356,0.2011,0.0655,0.2121,0.1533,-0.0588,0.1011,0.2889,0.1878,0.1,0.4464,0.3464,0.1074
0,0.0501,0.2344,0.1843,0.0694,0.1989,0.1295,0.0496,0.0905,0.0409,0.1029,0.1736,0.0707,0.0728,0.3079,0.2351,0.1035,0.1979,0.0944,0.0588,0.1058,0.047,0.0733,0.1256,0.0523,0.0462,0.1274,0.0812,0.0641,0.2526,0.1885,0.0625
1,0.0562,0.8483,0.7921,0.1533,0.1461,-0.0072,0.0845,0.3037,0.2192,0.0873,0.3597,0.2724,0.0807,0.6356,0.5549,0.1588,0.2886,0.1298,0.0939,0.1905,0.0966,0.1812,0.1609,-0.0203,0.0971,0.4186,0.3215,0.1058,0.6117,0.5059,0.11
1,0.057,0.5166,0.4596,0.1647,0.1488,-0.0159,0.1098,0.3759,0.2661,0.1171,0.4132,0.2961,0.086,0.7163,0.6303,0.1611,0.9807,0.8196,0.1163,0.2678,0.1515,0.2163,0.2604,0.0441,0.1258,0.6274,0.5016,0.1176,0.4128,0.2952,0.12
1,0.0628,0.3143,0.2515,0.1546,0.11,-0.0446,0.1182,0.2678,0.1496,0.0952,0.2743,0.1791,0.0815,0.5665,0.485,0.1509,0.2652,0.1143,0.0971,0.214,0.1169,0.1895,0.1818,-0.0077,0.1132,0.3292,0.216,0.095,0.9857,0.8907,0.0823
1,0.0694,0.4108,0.3414,0.167,0.1609,-0.0061,0.071,0.2266,0.1556,0.0813,0.2727,0.1914,0.0913,0.5613,0.47,0.1488,0.3479,0.1991,0.1237,0.3859,0.2622,0.1991,0.2102,0.0111,0.1145,0.3616,0.2471,0.1016,0.5603,0.4587,0.0639
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0699,0.324,0.2541,0.1619,0.1205,-0.0414,0.1263,0.2434,0.1171,0.1118,0.2832,0.1714,0.0652,0.5706,0.5054,0.1617,0.1638,0.0021,0.13,0.2021,0.0721,0.1973,0.2145,0.0172,0.0396,0.9446,0.905,0.0712,0.2887,0.2175,0.096
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.0675,0.4662,0.3987,0.1438,0.1631,0.0193,0.076,0.2902,0.2142,0.0984,0.3526,0.2542,0.0934,0.626,0.5326,0.1177,0.2997,0.182,0.0934,0.2401,0.1467,0.1625,0.176,0.0135,0.0749,0.3041,0.2292,0.077,0.7011,0.6241,0.0963
0,0.0787,0.522,0.4433,0.0755,0.2508,0.1753,0.0436,0.4767,0.4331,0.0599,0.3264,0.2665,0.0486,0.469,0.4204,0.0887,0.222,0.1333,0.0847,0.1159,0.0312,0.1204,0.1469,0.0265,0.0729,0.1782,0.1053,0.0985,0.3348,0.2363,0.0694
0,0.0805,0.1857,0.1052,0.0882,0.1128,0.0246,0.0932,0.1336,0.0404,0.1019,0.2391,0.1372,0.0779,0.3413,0.2634,0.0773,0.1821,0.1048,0.081,0.1339,0.0529,0.0882,0.0869,-0.0013,0.0834,0.1285,0.0451,0.1045,0.2379,0.1334,0.0721
1,0.0536,0.6579,0.6043,0.154,0.2651,0.1111,0.0942,0.2952,0.201,0.095,0.3126,0.2176,0.0847,0.5288,0.4441,0.1628,0.4735,0.3107,0.1208,0.2462,0.1254,0.2245,0.1984,-0.0261,0.1372,0.6134,0.4762,0.1496,0.6555,0.5059,0.086
1,0.076,0.3083,0.2323,0.1551,0.1963,0.0412,0.0354,0.2264,0.191,0.0944,0.3394,0.245,0.077,0.6019,0.5249,0.1493,0.3925,0.2432,0.1445,0.2559,0.1114,0.1788,0.1609,-0.0179,0.1095,0.2812,0.1717,0.1031,0.5898,0.4867,0.0971
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0834,0.2017,0.1183,0.0939,0.5114,0.4175,0.0963,0.2023,0.106,0.1074,0.5546,0.4472,0.0992,0.4339,0.3347,0.1121,0.1472,0.0351,0.0847,0.2095,0.1248,0.0897,0.1393,0.0496,0.1171,0.2616,0.1445,0.1219,0.2426,0.1207,0.0926
1,0.052,0.4565,0.4045,0.1337,0.1841,0.0504,0.0333,0.2345,0.2012,0.1039,0.3085,0.2046,0.0391,0.5732,0.5341,0.1472,0.2538,0.1066,0.1211,0.2022,0.0811,0.206,0.1601,-0.0459,0.0839,0.3727,0.2888,0.1245,0.6581,0.5336,0.0842
1,0.0757,0.7362,0.6605,0.186,0.1683,-0.0177,0.1135,0.2681,0.1546,0.1021,0.355,0.2529,0.0865,0.5143,0.4278,0.2016,0.3192,0.1176,0.1662,0.2198,0.0536,0.3273,0.4798,0.1525,0.1467,0.4481,0.3014,0.1082,0.3109,0.2027,0.0955
0,0.0927,0.1581,0.0654,0.043,0.1045,0.0615,0.0758,0.0832,0.0074,0.0597,0.4331,0.3734,0.0544,0.3416,0.2872,0.0742,0.175,0.1008,0.0689,0.0629,-0.006,0.0803,0.1031,0.0228,0.062,0.1662,0.1042,0.0668,0.2015,0.1347,0.0502
1,0.0554,0.51,0.4546,0.1438,0.1261,-0.0177,0.1158,0.2738,0.158,0.1013,0.413,0.3117,0.0842,0.6753,0.5911,0.1432,0.8808,0.7376,0.0264,0.2269,0.2005,0.2073,0.2332,0.0259,0.0839,0.2759,0.192,0.1042,0.3111,0.2069,0.0847
1,0.0604,0.3523,0.2919,0.1678,0.1556,-0.0122,0.0987,0.2683,0.1696,0.0855,0.3706,0.2851,0.0892,0.6581,0.5689,0.1815,0.2625,0.081,0.1406,0.3619,0.2213,0.2089,0.2717,0.0628,0.1322,0.6514,0.5192,0.119,0.6492,0.5302,0.1097
0,0.1483,0.1429,-0.0054,0.0979,0.1979,0.1,0.1118,0.1377,0.0259,0.0612,0.1783,0.1171,0.0834,0.2976,0.2142,0.1029,0.2076,0.1047,0.1074,0.1173,0.0099,0.095,0.1206,0.0256,0.0828,0.1941,0.1113,0.0942,0.2183,0.1241,0.0736
1,0.0654,0.4635,0.3981,0.1535,0.162,0.0085,0.0417,0.2535,0.2118,0.1005,0.3036,0.2031,0.0823,0.7327,0.6504,0.1385,2.2162,2.0777,0.0615,0.2726,0.2111,0.2129,0.0713,-0.1416,0.053,0.5293,0.4763,0.0852,0.3351,0.2499,0.0936
0,0.1111,0.1651,0.054,0.0931,0.0728,-0.0203,0.0768,0.1043,0.0275,0.1166,0.2622,0.1456,0.0963,0.4838,0.3875,0.1111,0.2037,0.0926,0.082,0.1172,0.0352,0.0976,0.1035,0.0059,0.0765,0.1158,0.0393,0.0876,0.1832,0.0956,0.1153
1,0.0649,1.0582,0.9933,0.1451,0.1261,-0.019,0.085,0.2978,0.2128,0.0902,0.3544,0.2642,0.0728,0.528,0.4552,0.1596,0.4661,0.3065,0.1182,0.3567,0.2385,0.2292,0.3606,0.1314,0.0992,0.7825,0.6833,0.0789,0.4314,0.3525,0.1184
1,0.0668,1.1102,1.0434,0.1496,0.1781,0.0285,0.0467,0.2862,0.2395,0.086,1.1735,1.0875,0.0762,0.6124,0.5362,0.1596,0.4726,0.313,0.125,0.2918,0.1668,0.2103,0.1984,-0.0119,0.1037,0.4304,0.3267,0.0966,0.308,0.2114,0.0813
0,0.0708,0.5505,0.4797,0.057,0.0966,0.0396,0.0663,0.1043,0.038,0.0515,0.4542,0.4027,0.056,0.4169,0.3609,0.0795,0.1782,0.0987,0.0755,0.5073,0.4318,0.0818,0.1262,0.0444,0.0618,0.2125,0.1507,0.0499,0.1934,0.1435,0.0557
1,0.0799,0.4195,0.3396,0.1467,0.1881,0.0414,0.1503,0.2569,0.1066,0.0987,0.5976,0.4989,0.0712,0.5818,0.5106,0.1224,0.2221,0.0997,0.1232,0.2027,0.0795,0.2176,0.1551,-0.0625,0.105,0.2767,0.1717,0.0936,0.608,0.5144,0.0251
0,0.0781,0.2649,0.1868,0.0618,0.1682,0.1064,0.0581,0.161,0.1029,0.0726,0.3085,0.2359,0.0594,0.4698,0.4104,0.0953,0.2468,0.1515,0.07,0.12,0.05,0.1373,0.1653,0.028,0.0636,0.1676,0.104,0.0977,0.3441,0.2464,0.0755
1,0.0573,0.7378,0.6805,0.1142,0.0997,-0.0145,0.1016,1.124,1.0224,0.0897,0.432,0.3423,0.0765,0.8877,0.8112,0.1256,0.3292,0.2036,0.1456,0.6243,0.4787,0.1559,0.4023,0.2464,0.139,0.4372,0.2982,0.1213,0.5998,0.4785,0.0747
0,0.0496,0.2265,0.1769,0.0691,0.1635,0.0944,0.0515,0.1378,0.0863,0.061,0.1778,0.1168,0.0541,0.3427,0.2886,0.1124,0.1633,0.0509,0.076,0.1212,0.0452,0.0927,0.085,-0.0077,0.0961,0.1591,0.063,0.066,0.2803,0.2143,0.0654
0,0.1183,0.2204,0.1021,0.0565,0.2035,0.147,0.0518,0.1357,0.0839,0.0591,0.7798,0.7207,0.0494,0.4437,0.3943,0.0473,0.2907,0.2434,0.0351,0.1186,0.0835,0.0681,0.0988,0.0307,0.0578,0.185,0.1272,0.0821,0.2245,0.1424,0.08
1,0.062,0.3718,0.3098,0.1662,0.1702,0.004,0.0731,0.2266,0.1535,0.1008,0.2706,0.1698,0.0794,0.5059,0.4265,0.1838,0.1946,0.0108,0.1559,0.3788,0.2229,0.2321,0.2865,0.0544,0.1577,0.4449,0.2872,0.1163,0.309,0.1927,0.1042
1,0.0633,0.4366,0.3733,0.1279,0.1477,0.0198,0.0644,0.2166,0.1522,0.0918,0.2635,0.1717,0.066,0.5213,0.4553,0.1575,0.3231,0.1656,0.1453,0.2155,0.0702,0.2178,0.2123,-0.0055,0.1087,0.2875,0.1788,0.1089,0.3216,0.2127,0.0747
1,0.0694,0.6044,0.535,0.1444,0.1082,-0.0362,0.1338,0.2245,0.0907,0.1213,0.265,0.1437,0.0886,0.48,0.3914,0.1686,0.2435,0.0749,0.1625,0.2116,0.0491,0.2305,0.1456,-0.0849,0.1148,0.3416,0.2268,0.1443,0.5904,0.4461,0.1076
1,0.0702,0.2951,0.2249,0.143,0.0989,-0.0441,0.1298,0.2184,0.0886,0.0939,0.6474,0.5535,0.0731,0.6969,0.6238,0.1707,0.2767,0.106,0.134,0.1977,0.0637,0.2021,0.1443,-0.0578,0.1188,0.3393,0.2205,0.0868,0.5521,0.4653,0.0918
1,0.0578,0.5379,0.4801,0.1596,0.1702,0.0106,0.0633,0.2698,0.2065,0.0873,0.875,0.7877,0.0886,0.6997,0.6111,0.1319,0.4289,0.297,0.1034,0.2406,0.1372,0.2131,0.2052,-0.0079,0.0684,1.5871,1.5187,0.076,0.328,0.252,0.0881
0,0.0673,0.2012,0.1339,0.0791,0.1184,0.0393,0.0752,0.1638,0.0886,0.0786,0.2906,0.212,0.1002,0.5017,0.4015,0.1564,0.2113,0.0549,0.0776,0.1423,0.0647,0.0936,0.1261,0.0325,0.0857,0.1896,0.1039,0.0839,0.1853,0.1014,0.0799
1,0.0691,0.3254,0.2563,0.1506,0.1646,0.014,0.0678,0.2131,0.1453,0.0997,0.2595,0.1598,0.0828,0.5305,0.4477,0.1535,0.2585,0.105,0.1638,0.2325,0.0687,0.2208,0.1588,-0.062,0.1206,0.5876,0.467,0.1234,0.6736,0.5502,0.0818
1,0.0644,0.5232,0.4588,0.1387,0.1213,-0.0174,0.1134,0.2229,0.1095,0.101,0.2959,0.1949,0.0847,0.5315,0.4468,0.1965,0.2646,0.0681,0.1395,0.195,0.0555,0.2883,0.1905,-0.0978,0.1285,0.6103,0.4818,0.0905,0.5975,0.507,0.1092
0,0.0847,0.2535,0.1688,0.0961,0.1811,0.085,0.1082,0.1549,0.0467,0.1106,0.2602,0.1496,0.1264,0.4495,0.3231,0.1436,0.2389,0.0953,0.1214,0.2141,0.0927,0.1296,0.1365,0.0069,0.0937,0.2299,0.1362,0.1024,0.3438,0.2414,0.0905
1,0.0623,0.3937,0.3314,0.1609,0.1453,-0.0156,0.0673,0.2353,0.168,0.0807,0.3165,0.2358,0.0799,0.5641,0.4842,0.1501,0.5193,0.3692,0.1137,0.4999,0.3862,0.2226,0.5623,0.3397,0.0629,0.8326,0.7697,0.0665,0.3077,0.2412,0.0691
0,0.0789,0.1519,0.073,0.0507,0.1624,0.1117,0.0562,0.0855,0.0293,0.0607,0.414,0.3533,0.0399,0.3717,0.3318,0.0372,0.2639,0.2267,0.0489,0.0854,0.0365,0.089,0.154,0.065,0.0589,0.2075,0.1486,0.0884,0.254,0.1656,0.0715
1,0.062,0.473,0.411,0.1696,0.1778,0.0082,0.0765,0.4871,0.4106,0.0984,1.6558,1.5574,0.0778,0.5665,0.4887,0.1606,0.4491,0.2885,0.154,0.2219,0.0679,0.2279,0.1715,-0.0564,0.1538,0.4143,0.2605,0.1461,0.9231,0.777,0.0504
1,0.0699,0.7515,0.6816,0.1415,0.1053,-0.0362,0.0924,0.2206,0.1282,0.1026,0.2872,0.1846,0.0747,0.6286,0.5539,0.1836,0.9405,0.7569,0.1337,0.3706,0.2369,0.1952,0.2106,0.0154,0.0886,0.2888,0.2002,0.1269,0.3101,0.1832,0.0905
1,0.0646,0.3892,0.3246,0.1494,0.1211,-0.0283,0.0893,0.3409,0.2516,0.1002,0.3352,0.235,0.0697,0.7609,0.6912,0.1456,0.3131,0.1675,0.0736,0.2907,0.2171,0.2073,0.3258,0.1185,0.0733,0.5815,0.5082,0.082,0.6214,0.5394,0.101
1,0.0689,0.4802,0.4113,0.1625,0.1908,0.0283,0.0826,0.238,0.1554,0.0876,0.3102,0.2226,0.0826,0.551,0.4684,0.133,0.248,0.115,0.1292,0.1979,0.0687,0.2358,0.3904,0.1546,0.0786,1.0332,0.9546,0.076,0.8246,0.7486,0.0955
1,0.0733,0.3973,0.324,0.1662,0.1799,0.0137,0.0486,0.2171,0.1685,0.0968,0.3228,0.226,0.0842,0.5041,0.4199,0.206,0.9133,0.7073,0.1422,0.3337,0.1915,0.2107,0.2007,-0.01,0.1258,0.3365,0.2107,0.1174,0.3069,0.1895,0.1045
1,0.0646,0.4429,0.3783,0.137,0.1351,-0.0019,0.0887,0.2947,0.206,0.081,0.3252,0.2442,0.0855,0.5763,0.4908,0.1533,0.3329,0.1796,0.1242,0.2569,0.1327,0.2097,0.2076,-0.0021,0.0739,0.5989,0.525,0.0968,0.5835,0.4867,0.1298
0,0.0892,0.1063,0.0171,0.0694,0.1812,0.1118,0.091,0.2751,0.1841,0.1158,0.5092,0.3934,0.0512,0.2823,0.2311,0.0892,0.1908,0.1016,0.0826,0.0668,-0.0158,0.0926,0.1056,0.013,0.0773,0.1591,0.0818,0.1002,0.2217,0.1215,0.0973
1,0.0686,0.4456,0.377,0.1446,0.1113,-0.0333,0.0824,0.2691,0.1867,0.0944,0.3423,0.2479,0.0723,0.5526,0.4803,0.1601,0.3532,0.1931,0.1063,0.3195,0.2132,0.1849,0.1987,0.0138,0.0997,0.6498,0.5501,0.0726,0.5901,0.5175,0.1066
0,0.0781,0.1213,0.0432,0.09,0.1233,0.0333,0.0367,0.0505,0.0138,0.0884,0.2407,0.1523,0.1169,0.3294,0.2125,0.0859,0.1983,0.1124,0.065,0.1495,0.0845,0.1062,0.0621,-0.0441,0.1202,0.0726,-0.0476,0.1212,0.5423,0.4211,0.1119
1,0.0736,0.3095,0.2359,0.1762,0.2147,0.0385,0.119,0.2527,0.1337,0.0915,0.2906,0.1991,0.0863,0.5374,0.4511,0.1636,0.234,0.0704,0.1575,0.2475,0.09,0.1929,0.1127,-0.0802,0.1248,0.364,0.2392,0.0921,1.0252,0.9331,0.082
0,0.0911,0.338,0.2469,0.0731,0.1708,0.0977,0.0758,0.3429,0.2671,0.0715,0.3499,0.2784,0.0618,0.387,0.3252,0.0903,0.2796,0.1893,0.071,0.1014,0.0304,0.1729,0.2133,0.0404,0.075,0.2101,0.1351,0.0478,0.2696,0.2218,0.0589
0,0.0918,0.2573,0.1655,0.1517,0.2034,0.0517,0.0554,0.1108,0.0554,0.1282,0.3199,0.1917,0.0707,0.426,0.3553,0.1116,0.3588,0.2472,0.0931,0.0958,0.0027,0.1436,0.1396,-0.004,0.065,0.1671,0.1021,0.1029,0.333,0.2301,0.0968
0,0.09,0.0947,0.0047,0.1179,0.1251,0.0072,0.0876,0.0836,-0.004,0.1153,0.1762,0.0609,0.1105,0.2213,0.1108,0.1059,0.0869,-0.019,0.0829,0.1289,0.046,0.1161,0.0536,-0.0625,0.0678,0.1825,0.1147,0.1087,0.094,-0.0147,0.1087
0,0.0715,0.1178,0.0463,0.0715,0.1261,0.0546,0.0533,0.0847,0.0314,0.0673,0.3785,0.3112,0.0649,0.2992,0.2343,0.0818,0.1262,0.0444,0.0799,0.1425,0.0626,0.0928,0.091,-0.0018,0.0712,0.1506,0.0794,0.1,0.1977,0.0977,0.1203
1,0.0704,0.4701,0.3997,0.1554,0.1839,0.0285,0.0417,0.258,0.2163,0.0958,0.5887,0.4929,0.0947,0.652,0.5573,0.153,0.628,0.475,0.1261,0.2227,0.0966,0.2474,0.1583,-0.0891,0.1274,0.3183,0.1909,0.1092,0.295,0.1858,0.0847
0,0.047,0.1962,0.1492,0.0628,0.1462,0.0834,0.0367,0.099,0.0623,0.0718,0.1652,0.0934,0.0736,0.3081,0.2345,0.1061,0.2601,0.154,0.061,0.5479,0.4869,0.0628,0.0689,0.0061,0.052,0.1461,0.0941,0.0657,0.3048,0.2391,0.0694
0,0.0741,0.2193,0.1452,0.1005,0.1346,0.0341,0.0881,0.1723,0.0842,0.0739,0.239,0.1651,0.1029,0.4737,0.3708,0.1525,0.166,0.0135,0.0934,0.1412,0.0478,0.0966,0.1143,0.0177,0.0923,0.2009,0.1086,0.096,0.2016,0.1056,0.0939
1,0.0739,0.3578,0.2839,0.1422,0.1353,-0.0069,0.0984,0.2683,0.1699,0.0736,0.2935,0.2199,0.0897,0.6543,0.5646,0.1459,0.2744,0.1285,0.1646,0.2639,0.0993,0.2429,0.1915,-0.0514,0.1129,0.3305,0.2176,0.0958,0.3373,0.2415,0.0934
0,0.1412,0.1931,0.0519,0.15,0.1291,-0.0209,0.1624,0.1638,0.0014,0.1254,0.3085,0.1831,0.1088,0.3155,0.2067,0.146,0.1722,0.0262,0.1499,0.1299,-0.02,0.132,0.0956,-0.0364,0.147,0.1079,-0.0391,0.1383,0.4311,0.2928,0.1779
