class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1053,0.1915,0.0862,0.0728,0.278,0.2052,0.1042,0.2023,0.0981,0.0596,0.6608,0.6012,0.0963,0.4076,0.3113,0.0897,0.5246,0.4349,0.0786,0.1396,0.061,0.0907,0.1232,0.0325,0.1066,0.1847,0.0781,0.1195,0.2304,0.1109,0.1145
0,0.0478,0.4528,0.405,0.0649,0.0488,-0.0161,0.1114,0.1103,-0.0011,0.0766,0.387,0.3104,0.0528,0.2976,0.2448,0.0599,0.2182,0.1583,0.0633,0.2865,0.2232,0.0985,0.0647,-0.0338,0.1119,0.0507,-0.0612,0.1451,0.3494,0.2043,0.0728
0,0.129,0.2152,0.0862,0.099,0.0868,-0.0122,0.0811,0.1091,0.028,0.1221,0.2598,0.1377,0.0834,0.3428,0.2594,0.094,0.1507,0.0567,0.0987,0.1233,0.0246,0.1087,0.0897,-0.019,0.1069,0.1414,0.0345,0.1089,0.4957,0.3868,0.0818
1,0.082,0.1531,0.0711,0.0694,0.1148,0.0454,0.0586,0.0509,-0.0077,0.0948,0.2303,0.1355,0.0791,0.5668,0.4877,0.0939,0.4739,0.38,0.0926,0.1125,0.0199,0.119,0.1116,-0.0074,0.0657,0.1664,0.1007,0.125,0.118,-0.007,0.1018
1,0.0694,0.145,0.0756,0.0673,0.1285,0.0612,0.0913,0.076,-0.0153,0.086,0.332,0.246,0.1045,0.3101,0.2056,0.0673,0.1703,0.103,0.0736,0.0777,0.0041,0.1232,0.0947,-0.0285,0.0716,0.1792,0.1076,0.1103,0.14,0.0297,0.1184
1,0.0934,0.1144,0.021,0.0691,0.1517,0.0826,0.0729,0.0644,-0.0085,0.1159,0.2277,0.1118,0.1142,0.3464,0.2322,0.1097,0.1915,0.0818,0.0847,0.1101,0.0254,0.0947,0.0979,0.0032,0.0662,0.1614,0.0952,0.1277,0.1136,-0.0141,0.1089
1,0.0865,0.2035,0.117,0.0646,0.1234,0.0588,0.0578,0.0525,-0.0053,0.0739,0.2493,0.1754,0.1016,0.295,0.1934,0.0842,0.1931,0.1089,0.0747,0.0759,0.0012,0.0984,0.1156,0.0172,0.0591,0.2113,0.1522,0.0791,0.1666,0.0875,0.0981
0,0.0897,0.1194,0.0297,0.1053,0.1367,0.0314,0.0573,0.0805,0.0232,0.0739,0.2047,0.1308,0.0997,0.4212,0.3215,0.1452,0.1264,-0.0188,0.0856,0.158,0.0724,0.1134,0.1169,0.0035,0.0963,0.1361,0.0398,0.1071,0.2354,0.1283,0.086
1,0.0915,0.1753,0.0838,0.0559,0.1187,0.0628,0.0601,0.0551,-0.005,0.0641,0.2861,0.222,0.0399,0.7203,0.6804,0.1269,0.2409,0.114,0.1031,0.1043,0.0012,0.1055,0.1309,0.0254,0.0333,0.2559,0.2226,0.0979,0.231,0.1331,0.0984
1,0.0876,0.2363,0.1487,0.0615,0.1459,0.0844,0.0433,0.2401,0.1968,0.0615,0.3191,0.2576,0.0726,0.2252,0.1526,0.1053,0.1486,0.0433,0.077,0.08,0.003,0.0907,0.0984,0.0077,0.072,0.1688,0.0968,0.0654,0.1882,0.1228,0.12
1,0.071,0.1498,0.0788,0.061,0.1201,0.0591,0.0544,0.0877,0.0333,0.0702,0.685,0.6148,0.0984,0.3282,0.2298,0.0931,0.3194,0.2263,0.1053,0.2059,0.1006,0.1163,0.1243,0.008,0.0617,0.1785,0.1168,0.067,0.1057,0.0387,0.1013
1,0.0723,0.135,0.0627,0.0617,0.1395,0.0778,0.0612,0.0406,-0.0206,0.0684,0.1815,0.1131,0.0784,0.246,0.1676,0.0794,0.2632,0.1838,0.0936,0.2849,0.1913,0.0936,0.1243,0.0307,0.0544,0.1728,0.1184,0.0654,0.1146,0.0492,0.1063
0,0.0865,0.098,0.0115,0.1572,0.1395,-0.0177,0.0874,0.0948,0.0074,0.188,0.1653,-0.0227,0.0961,0.2154,0.1193,0.1117,0.1053,-0.0064,0.1183,0.117,-0.0013,0.0853,0.079,-0.0063,0.0583,0.1664,0.1081,0.0984,0.2346,0.1362,0.0381
1,0.0966,0.1068,0.0102,0.0707,0.1572,0.0865,0.0678,0.3872,0.3194,0.1058,0.307,0.2012,0.1132,0.2889,0.1757,0.0815,0.1546,0.0731,0.0857,0.0956,0.0099,0.095,0.104,0.009,0.0554,0.1598,0.1044,0.0731,0.1413,0.0682,0.11
0,0.0596,0.5295,0.4699,0.0861,0.0623,-0.0238,0.1167,0.1231,0.0064,0.0554,0.2661,0.2107,0.052,0.2602,0.2082,0.0646,0.1894,0.1248,0.0641,0.3561,0.292,0.066,0.0684,0.0024,0.114,0.0665,-0.0475,0.1055,0.3303,0.2248,0.0496
1,0.1245,0.2122,0.0877,0.071,0.1459,0.0749,0.1039,0.0741,-0.0298,0.0691,0.2595,0.1904,0.0712,0.2488,0.1776,0.0913,0.1588,0.0675,0.0694,0.0761,0.0067,0.0934,0.1011,0.0077,0.0707,0.1754,0.1047,0.0773,0.164,0.0867,0.0939
0,0.0927,0.2111,0.1184,0.061,0.1191,0.0581,0.057,0.246,0.189,0.0705,0.3117,0.2412,0.0628,0.3674,0.3046,0.0842,0.2149,0.1307,0.051,0.2102,0.1592,0.1624,0.041,-0.1214,0.0895,0.4384,0.3489,0.0739,0.2912,0.2173,0.0602
0,0.0847,0.1654,0.0807,0.0869,0.1278,0.0409,0.0887,0.5429,0.4542,0.0747,0.2845,0.2098,0.0726,0.3311,0.2585,0.0727,0.1783,0.1056,0.0855,0.126,0.0405,0.0961,0.1592,0.0631,0.0892,0.2087,0.1195,0.1029,0.2672,0.1643,0.0557
1,0.0723,0.1284,0.0561,0.0388,0.1372,0.0984,0.0496,0.0586,0.009,0.0728,0.2007,0.1279,0.0971,0.2678,0.1707,0.0989,0.2081,0.1092,0.0915,0.0884,-0.0031,0.0799,0.1288,0.0489,0.0565,0.1712,0.1147,0.0718,0.1426,0.0708,0.1274
1,0.0652,0.1266,0.0614,0.081,0.1195,0.0385,0.0647,0.0636,-0.0011,0.0903,0.2171,0.1268,0.0923,0.4613,0.369,0.0855,0.1715,0.086,0.0894,0.0948,0.0054,0.0902,0.1011,0.0109,0.053,0.1693,0.1163,0.0694,0.1569,0.0875,0.1005
0,0.0908,0.1345,0.0437,0.0969,0.1252,0.0283,0.0755,0.3621,0.2866,0.1217,0.3302,0.2085,0.1095,0.4318,0.3223,0.1088,0.2136,0.1048,0.0869,0.1203,0.0334,0.0937,0.1165,0.0228,0.1233,0.7764,0.6531,0.0958,0.3303,0.2345,0.071
0,0.0897,0.322,0.2323,0.0784,0.1586,0.0802,0.0881,0.2173,0.1292,0.0836,0.2756,0.192,0.0781,0.4967,0.4186,0.0942,0.157,0.0628,0.1103,0.1529,0.0426,0.1127,0.0694,-0.0433,0.1101,0.1913,0.0812,0.1174,0.2325,0.1151,0.0668
1,0.0654,0.1315,0.0661,0.0586,0.1079,0.0493,0.071,0.1201,0.0491,0.0388,0.2925,0.2537,0.1037,0.3108,0.2071,0.1208,0.2359,0.1151,0.0755,0.0964,0.0209,0.0992,0.1085,0.0093,0.0533,0.1728,0.1195,0.0718,0.1566,0.0848,0.0878
1,0.0842,0.1071,0.0229,0.0544,0.1517,0.0973,0.0625,0.0971,0.0346,0.0865,0.4385,0.352,0.1203,0.3609,0.2406,0.095,0.1528,0.0578,0.0707,0.1164,0.0457,0.0923,0.0995,0.0072,0.0591,0.1704,0.1113,0.0765,0.1289,0.0524,0.1213
0,0.0758,0.1491,0.0733,0.0557,0.1175,0.0618,0.0744,0.0858,0.0114,0.052,0.4642,0.4122,0.0454,0.3437,0.2983,0.0676,0.2155,0.1479,0.0634,0.0857,0.0223,0.0771,0.1664,0.0893,0.0657,0.3298,0.2641,0.0679,0.2979,0.23,0.0523
1,0.0931,0.1423,0.0492,0.0657,0.1245,0.0588,0.067,0.0834,0.0164,0.0612,0.1828,0.1216,0.0657,0.299,0.2333,0.0942,0.2594,0.1652,0.0915,0.1003,0.0088,0.095,0.1188,0.0238,0.0581,0.1623,0.1042,0.0715,0.146,0.0745,0.1145
1,0.0929,0.106,0.0131,0.0673,0.1868,0.1195,0.0631,0.0832,0.0201,0.0678,0.2287,0.1609,0.0968,0.2582,0.1614,0.0744,0.1704,0.096,0.0749,0.1022,0.0273,0.0902,0.0924,0.0022,0.0646,0.1812,0.1166,0.0847,0.1265,0.0418,0.1047
0,0.0955,0.1345,0.039,0.0712,0.1886,0.1174,0.0826,0.085,0.0024,0.0768,0.2018,0.125,0.0921,0.2902,0.1981,0.0974,0.2214,0.124,0.0842,0.1028,0.0186,0.0844,0.1082,0.0238,0.0736,0.1664,0.0928,0.106,0.2145,0.1085,0.0968
1,0.0828,0.145,0.0622,0.0715,0.1111,0.0396,0.0739,0.0847,0.0108,0.0747,0.1833,0.1086,0.0931,0.2635,0.1704,0.1337,0.2582,0.1245,0.0987,0.1101,0.0114,0.0739,0.0927,0.0188,0.0607,0.1643,0.1036,0.0826,0.213,0.1304,0.0844
