class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0718,0.2081,0.1363,0.0936,0.4204,0.3268,0.0712,0.1564,0.0852,0.0823,0.6055,0.5232,0.0955,0.3996,0.3041,0.0997,0.2537,0.154,0.0697,0.1547,0.085,0.0815,0.1145,0.033,0.0997,0.2732,0.1735,0.1205,0.3482,0.2277,0.1124
0,0.076,0.5952,0.5192,0.0745,0.0486,-0.0259,0.137,0.1455,0.0085,0.0958,0.2936,0.1978,0.081,0.6631,0.5821,0.095,0.5769,0.4819,0.0625,0.1449,0.0824,0.1213,0.2514,0.1301,0.0808,0.0372,-0.0436,0.1124,0.3375,0.2251,0.0567
0,0.1002,0.2323,0.1321,0.0943,0.0871,-0.0072,0.0742,0.2775,0.2033,0.0926,0.3465,0.2539,0.0744,0.3545,0.2801,0.0826,0.1181,0.0355,0.0784,0.1463,0.0679,0.0849,0.1087,0.0238,0.086,0.3239,0.2379,0.0704,0.199,0.1286,0.1089
1,0.1258,0.3312,0.2054,0.0791,0.1195,0.0404,0.0721,0.071,-0.0011,0.0581,0.2158,0.1577,0.0694,0.3082,0.2388,0.0733,0.215,0.1417,0.1039,0.1562,0.0523,0.0522,0.0623,0.0101,0.0752,0.2305,0.1553,0.0488,0.3931,0.3443,0.1227
1,0.1298,0.2524,0.1226,0.0831,0.1707,0.0876,0.0718,0.1428,0.071,0.0749,0.2611,0.1862,0.1145,0.3622,0.2477,0.0694,0.2747,0.2053,0.0871,0.214,0.1269,0.1008,0.1085,0.0077,0.0818,0.2002,0.1184,0.0987,0.2806,0.1819,0.1002
1,0.1161,0.1817,0.0656,0.0702,0.0839,0.0137,0.0768,0.0757,-0.0011,0.0634,0.1713,0.1079,0.0689,0.3445,0.2756,0.0602,0.1647,0.1045,0.0802,0.194,0.1138,0.1031,0.1187,0.0156,0.0515,0.1338,0.0823,0.1142,0.2349,0.1207,0.1306
1,0.1177,0.107,-0.0107,0.0739,0.1214,0.0475,0.0892,0.0712,-0.018,0.0858,0.2026,0.1168,0.0952,0.4434,0.3482,0.0617,0.1955,0.1338,0.1438,0.2056,0.0618,0.0464,0.0786,0.0322,0.052,0.1662,0.1142,0.0905,0.2811,0.1906,0.0507
0,0.0744,0.1068,0.0324,0.0881,0.1222,0.0341,0.0522,0.0878,0.0356,0.0636,0.4483,0.3847,0.091,0.416,0.325,0.1043,0.1029,-0.0014,0.0858,0.084,-0.0018,0.1061,0.0868,-0.0193,0.1016,0.1992,0.0976,0.0259,0.1759,0.15,0.0786
1,0.0929,0.1055,0.0126,0.0762,0.1662,0.09,0.0868,0.1174,0.0306,0.0844,0.5868,0.5024,0.0778,0.2862,0.2084,0.0626,0.1446,0.082,0.0842,0.0962,0.012,0.0897,0.1053,0.0156,0.0762,0.2447,0.1685,0.0955,0.246,0.1505,0.1113
1,0.1074,0.0812,-0.0262,0.0847,0.1512,0.0665,0.0829,0.0594,-0.0235,0.0692,0.2214,0.1522,0.0955,0.7643,0.6688,0.0797,0.1958,0.1161,0.1158,0.218,0.1022,0.1039,0.1533,0.0494,0.0923,0.4868,0.3945,0.1583,0.573,0.4147,0.1118
1,0.077,0.1444,0.0674,0.014,0.244,0.23,0.0871,0.0625,-0.0246,0.0813,0.2303,0.149,0.0457,0.3316,0.2859,0.0562,0.1586,0.1024,0.0697,0.151,0.0813,0.0459,0.0259,-0.02,0.0794,0.3275,0.2481,0.0694,0.2341,0.1647,0.0871
1,0.1517,0.2977,0.146,0.0834,0.0762,-0.0072,0.0972,0.0795,-0.0177,0.0829,0.1182,0.0353,0.0955,0.2873,0.1918,0.072,0.1776,0.1056,0.1008,0.1078,0.007,0.096,0.109,0.013,0.0602,0.1037,0.0435,0.1084,0.2206,0.1122,0.1329
0,0.095,0.116,0.021,0.1074,0.1243,0.0169,0.0807,0.0749,-0.0058,0.0894,0.187,0.0976,0.1084,0.2296,0.1212,0.1161,0.1005,-0.0156,0.0768,0.1352,0.0584,0.0934,0.0668,-0.0266,0.066,0.1807,0.1147,0.0905,0.1695,0.079,0.1163
1,0.1103,0.2112,0.1009,0.0808,0.0707,-0.0101,0.0964,0.0935,-0.0029,0.0697,0.1235,0.0538,0.091,0.3482,0.2572,0.0765,0.1944,0.1179,0.0865,0.1188,0.0323,0.0952,0.0939,-0.0013,0.067,0.2076,0.1406,0.1134,0.5983,0.4849,0.1606
0,0.0654,1.1001,1.0347,0.0739,0.0475,-0.0264,0.1121,0.1277,0.0156,0.0805,0.2466,0.1661,0.0784,0.2895,0.2111,0.091,0.2955,0.2045,0.0652,0.4229,0.3577,0.1183,0.0494,-0.0689,0.1307,0.0662,-0.0645,0.1281,0.4379,0.3098,0.1303
1,0.1124,0.163,0.0506,0.1037,0.0886,-0.0151,0.0987,0.1032,0.0045,0.0644,0.8165,0.7521,0.0786,0.2958,0.2172,0.0873,0.2026,0.1153,0.0936,0.1248,0.0312,0.0755,0.1048,0.0293,0.067,0.6245,0.5575,0.1208,0.2631,0.1423,0.124
