class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1224,0.2012,0.0788,0.0995,0.1138,0.0143,0.076,0.1114,0.0354,0.0749,0.3716,0.2967,0.0768,0.3543,0.2775,0.0847,0.1206,0.0359,0.0691,0.114,0.0449,0.1008,0.1077,0.0069,0.076,0.1649,0.0889,0.0907,0.2383,0.1476,0.1079
0,0.1482,0.2961,0.1479,0.06,0.0557,-0.0043,0.1177,0.0987,-0.019,0.0831,0.2548,0.1717,0.0828,0.33,0.2472,0.0528,0.1655,0.1127,0.0915,0.1072,0.0157,0.1325,0.0903,-0.0422,0.1093,0.0583,-0.051,0.1409,0.2737,0.1328,0.1103
0,0.0863,0.4388,0.3525,0.1269,0.2327,0.1058,0.0897,0.7094,0.6197,0.1443,1.4022,1.2579,0.0823,1.4004,1.3181,0.071,1.0145,0.9435,0.0644,0.2103,0.1459,0.1712,0.2388,0.0676,0.0697,0.5961,0.5264,0.0876,1.4166,1.329,0.0849
1,0.094,0.2248,0.1308,0.0686,0.1122,0.0436,0.0942,0.1689,0.0747,0.0694,0.4834,0.414,0.0673,0.3571,0.2898,0.0702,0.2371,0.1669,0.0853,0.1419,0.0566,0.0805,0.1299,0.0494,0.131,0.1198,-0.0112,0.0927,0.2029,0.1102,0.0713
1,0.1088,0.2227,0.1139,0.0623,0.1056,0.0433,0.0805,0.1367,0.0562,0.0726,0.5262,0.4536,0.0713,0.364,0.2927,0.075,0.2228,0.1478,0.1008,0.1371,0.0363,0.0876,0.1336,0.046,0.1077,0.1132,0.0055,0.0927,0.394,0.3013,0.108
1,0.0982,0.2285,0.1303,0.0715,0.1404,0.0689,0.0721,0.136,0.0639,0.109,0.4695,0.3605,0.0671,0.3498,0.2827,0.0839,0.2539,0.17,0.0887,0.1434,0.0547,0.1241,0.1252,0.0011,0.1309,0.133,0.0021,0.1003,0.5142,0.4139,0.0832
1,0.09,0.2306,0.1406,0.0581,0.1304,0.0723,0.0642,0.1175,0.0533,0.0845,0.8292,0.7447,0.0665,0.4255,0.359,0.0686,0.2718,0.2032,0.0718,0.1511,0.0793,0.0879,0.3505,0.2626,0.0803,0.1566,0.0763,0.0871,0.2543,0.1672,0.0489
0,0.0533,0.3744,0.3211,0.0636,0.1836,0.12,0.0607,0.3347,0.274,0.066,0.2487,0.1827,0.0765,0.7775,0.701,0.1253,0.2675,0.1422,0.0573,0.1492,0.0919,0.0459,0.1108,0.0649,0.0483,0.2192,0.1709,0.0815,0.4841,0.4026,0.0844
1,0.061,0.2699,0.2089,0.0504,0.1227,0.0723,0.0808,0.1336,0.0528,0.0768,0.2961,0.2193,0.0589,0.3883,0.3294,0.0755,0.2431,0.1676,0.0903,0.1371,0.0468,0.0837,0.145,0.0613,0.0921,0.1467,0.0546,0.0797,0.2308,0.1511,0.0657
1,0.0818,0.2332,0.1514,0.0607,0.1101,0.0494,0.1074,0.1676,0.0602,0.109,0.5428,0.4338,0.0552,0.5337,0.4785,0.0449,0.3308,0.2859,0.066,0.2574,0.1914,0.0964,0.2767,0.1803,0.1214,0.3644,0.243,0.0908,0.9172,0.8264,0.0863
