class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.0522,0.3601,0.3079,0.0807,0.4383,0.3576,0.0541,0.1667,0.1126,0.0831,1.4322,1.3491,0.0931,0.7161,0.623,0.1005,0.5665,0.466,0.0544,0.1315,0.0771,0.0857,0.1778,0.0921,0.0773,0.2094,0.1321,0.1068,0.2285,0.1217,0.0857
1,0.0488,0.1471,0.0983,0.0966,0.6209,0.5243,0.0393,0.1169,0.0776,0.0842,0.8547,0.7705,0.1092,1.0407,0.9315,0.1,0.7021,0.6021,0.0504,0.1359,0.0855,0.1013,0.1889,0.0876,0.0683,0.2186,0.1503,0.1095,0.2318,0.1223,0.101
1,0.0802,0.3001,0.2199,0.1053,0.2438,0.1385,0.0747,0.1668,0.0921,0.0873,0.6353,0.548,0.0849,0.4015,0.3166,0.0997,0.885,0.7853,0.0741,0.1472,0.0731,0.0852,0.1805,0.0953,0.1002,0.2645,0.1643,0.1432,0.3702,0.227,0.1087
1,0.0744,0.1817,0.1073,0.0942,0.4605,0.3663,0.0681,0.1412,0.0731,0.0831,0.5662,0.4831,0.0807,0.3809,0.3002,0.1072,0.2573,0.1501,0.0839,0.1452,0.0613,0.0863,0.1592,0.0729,0.0992,0.2825,0.1833,0.1089,0.2557,0.1468,0.1129
0,0.0744,0.1068,0.0324,0.0881,0.1222,0.0341,0.0522,0.0878,0.0356,0.0636,0.4483,0.3847,0.091,0.416,0.325,0.1043,0.1029,-0.0014,0.0858,0.084,-0.0018,0.1061,0.0868,-0.0193,0.1016,0.1992,0.0976,0.0259,0.1759,0.15,0.0786
1,0.0546,0.194,0.1394,0.0947,0.4576,0.3629,0.0501,0.1332,0.0831,0.0583,0.7054,0.6471,0.0583,0.3896,0.3313,0.0837,0.234,0.1503,0.0546,0.1256,0.071,0.0699,0.1277,0.0578,0.0807,0.283,0.2023,0.1082,0.2545,0.1463,0.0976
1,0.0646,0.5487,0.4841,0.0707,0.2139,0.1432,0.0509,0.1174,0.0665,0.0538,2.1712,2.1174,0.077,1.0584,0.9814,0.0716,0.2117,0.1401,0.0602,0.121,0.0608,0.0813,0.1626,0.0813,0.0747,0.5085,0.4338,0.0942,0.2328,0.1386,0.072
1,0.0831,0.2025,0.1194,0.0844,0.4346,0.3502,0.0567,0.1591,0.1024,0.0675,0.5561,0.4886,0.0699,0.4099,0.34,0.1003,0.2501,0.1498,0.0628,0.1294,0.0666,0.0892,0.1415,0.0523,0.0913,0.6092,0.5179,0.0934,0.3003,0.2069,0.0425
1,0.0849,0.2338,0.1489,0.0923,0.4315,0.3392,0.0765,0.1272,0.0507,0.0733,0.5155,0.4422,0.0839,0.3775,0.2936,0.1074,0.239,0.1316,0.0839,0.156,0.0721,0.0886,0.1187,0.0301,0.1042,0.3534,0.2492,0.114,0.3262,0.2122,0.1089
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.0583,0.1484,0.0901,0.0834,0.4943,0.4109,0.0707,0.1169,0.0462,0.081,0.595,0.514,0.0876,0.4038,0.3162,0.1016,0.2438,0.1422,0.0944,0.1791,0.0847,0.0768,0.1209,0.0441,0.1076,0.2598,0.1522,0.125,0.2644,0.1394,0.1145
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.0596,0.3093,0.2497,0.0762,0.2252,0.149,0.0747,0.1198,0.0451,0.048,0.846,0.798,0.0678,0.4432,0.3754,0.062,0.292,0.23,0.0536,0.1254,0.0718,0.0868,0.19,0.1032,0.0884,0.3054,0.217,0.0926,0.2349,0.1423,0.1058
0,0.1035,0.2715,0.168,0.1059,0.164,0.0581,0.0697,0.1291,0.0594,0.0781,0.3536,0.2755,0.0721,0.5471,0.475,0.1204,0.5453,0.4249,0.0971,0.189,0.0919,0.1436,0.1386,-0.005,0.0861,0.1634,0.0773,0.1088,0.4826,0.3738,0.0998
0,0.0803,0.1998,0.1195,0.0755,0.1151,0.0396,0.0824,0.1289,0.0465,0.0779,0.1761,0.0982,0.0718,0.3179,0.2461,0.0768,0.1576,0.0808,0.0874,0.1495,0.0621,0.0971,0.1294,0.0323,0.066,0.1797,0.1137,0.1241,0.2699,0.1458,0.1111
1,0.067,0.1925,0.1255,0.1024,0.6188,0.5164,0.0475,0.2129,0.1654,0.095,0.4708,0.3758,0.0654,0.4002,0.3348,0.0892,0.3334,0.2442,0.0644,0.2647,0.2003,0.0662,0.1994,0.1332,0.0776,0.2733,0.1957,0.1063,0.2417,0.1354,0.1176
