timestamp,level,component,user_id,session_id,message
2025-04-20 13:08:35.825,INFO,GENERAL,,,Configuration loaded.
2025-04-20 13:08:35.826,INFO,GENERAL,,,Starting Main Workflow...
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'INPUT_DATA_FILE' from section '[Paths]': 'data/DSL-StrongPasswordData.csv'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'PREPROCESSED_DATA_DIR' from section '[Paths]': 'results/data'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'EGGP_OUTPUT_DIR' from section '[Paths]': 'results/eggp_output'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_DIR' from section '[Paths]': 'results'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_FILENAME' from section '[Paths]': 'session_evaluation_metrics.csv'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'MIN_SESSION' from section '[Experiment]': '1'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'MAX_SESSION' from section '[Experiment]': '7'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'TARGET_COLUMN_NAME' from section '[Evaluation]': 'class'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'THRESHOLD_STRATEGY' from section '[Evaluation]': 'fixed'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'DEFAULT_THRESHOLD' from section '[Evaluation]': '0.5'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'maxSize' from section '[EGGpArgs]': '100'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'nPop' from section '[EGGpArgs]': '100'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'pc' from section '[EGGpArgs]': '0.9'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'pm' from section '[EGGpArgs]': '0.1'
2025-04-20 13:08:35.826,INFO,GENERAL,,,Config: Using 'generations' from section '[EGGpArgs]': '50'
2025-04-20 13:08:35.826,INFO,GENERAL,,,"
--- Phase 1: Data Preprocessing ---"
2025-04-20 13:08:35.826,INFO,PREPROCESSING,,,Loading data from data/DSL-StrongPasswordData.csv...
2025-04-20 13:08:35.893,INFO,PREPROCESSING,,,"Data loaded successfully. Shape: (20400, 34)"
2025-04-20 13:08:35.894,INFO,PREPROCESSING,,,Identified 31 feature columns.
