class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1224,0.2012,0.0788,0.0995,0.1138,0.0143,0.076,0.1114,0.0354,0.0749,0.3716,0.2967,0.0768,0.3543,0.2775,0.0847,0.1206,0.0359,0.0691,0.114,0.0449,0.1008,0.1077,0.0069,0.076,0.1649,0.0889,0.0907,0.2383,0.1476,0.1079
0,0.1482,0.2961,0.1479,0.06,0.0557,-0.0043,0.1177,0.0987,-0.019,0.0831,0.2548,0.1717,0.0828,0.33,0.2472,0.0528,0.1655,0.1127,0.0915,0.1072,0.0157,0.1325,0.0903,-0.0422,0.1093,0.0583,-0.051,0.1409,0.2737,0.1328,0.1103
0,0.0863,0.4388,0.3525,0.1269,0.2327,0.1058,0.0897,0.7094,0.6197,0.1443,1.4022,1.2579,0.0823,1.4004,1.3181,0.071,1.0145,0.9435,0.0644,0.2103,0.1459,0.1712,0.2388,0.0676,0.0697,0.5961,0.5264,0.0876,1.4166,1.329,0.0849
1,0.0947,0.4448,0.3501,0.1192,0.1625,0.0433,0.096,0.1361,0.0401,0.0905,0.49,0.3995,0.0781,0.3941,0.316,0.0778,0.3128,0.235,0.1118,0.1319,0.0201,0.1353,0.1435,0.0082,0.1053,0.2849,0.1796,0.119,0.3879,0.2689,0.1089
1,0.0979,0.3389,0.241,0.1145,0.1156,0.0011,0.1203,0.1388,0.0185,0.1037,0.6873,0.5836,0.0776,1.098,1.0204,0.0831,0.387,0.3039,0.1493,0.3677,0.2184,0.1319,0.3268,0.1949,0.1401,0.1187,-0.0214,0.1591,0.3971,0.238,0.1058
1,0.0968,0.3573,0.2605,0.0876,0.1501,0.0625,0.1108,0.2353,0.1245,0.0984,0.6588,0.5604,0.0762,0.3318,0.2556,0.0715,0.2965,0.225,0.1303,0.1232,-0.0071,0.148,0.1438,-0.0042,0.1095,0.254,0.1445,0.0958,0.7397,0.6439,0.1561
1,0.1008,0.2877,0.1869,0.1198,0.1209,0.0011,0.1343,0.1332,-0.0011,0.1061,0.7205,0.6144,0.0802,0.4666,0.3864,0.0752,0.3026,0.2274,0.114,0.1539,0.0399,0.1736,0.1066,-0.067,0.1857,0.2052,0.0195,0.134,0.4883,0.3543,0.1118
0,0.0736,0.1896,0.116,0.0765,0.0945,0.018,0.0496,0.0884,0.0388,0.057,0.5493,0.4923,0.0828,0.3835,0.3007,0.1138,0.1045,-0.0093,0.0782,0.0759,-0.0023,0.0918,0.1008,0.009,0.0857,0.1461,0.0604,0.0665,0.1985,0.132,0.0628
1,0.1163,0.4055,0.2892,0.124,0.0997,-0.0243,0.1269,0.1559,0.029,0.1374,0.8589,0.7215,0.0757,0.4856,0.4099,0.0733,0.64,0.5667,0.1306,0.2594,0.1288,0.1812,0.1343,-0.0469,0.1308,0.5812,0.4504,0.1084,0.2937,0.1853,0.1469
1,0.0973,0.5608,0.4635,0.1261,0.1443,0.0182,0.1058,0.1256,0.0198,0.1142,1.9192,1.805,0.0689,0.6837,0.6148,0.0871,0.3238,0.2367,0.1403,0.5723,0.432,0.0694,0.0375,-0.0319,0.0792,0.5715,0.4923,0.0894,2.0737,1.9843,0.1472
