class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1018,0.1455,0.0437,0.0889,0.09,0.0011,0.0813,0.089,0.0077,0.1174,0.2461,0.1287,0.0881,0.3849,0.2968,0.0966,0.156,0.0594,0.0884,0.151,0.0626,0.11,0.2087,0.0987,0.0839,0.1728,0.0889,0.1071,0.1985,0.0914,0.1053
0,0.0936,0.2275,0.1339,0.057,0.0723,0.0153,0.1003,0.0992,-0.0011,0.0402,0.1855,0.1453,0.0583,0.3239,0.2656,0.0588,0.2593,0.2005,0.086,0.0972,0.0112,0.1005,0.0612,-0.0393,0.1183,0.0689,-0.0494,0.1032,0.2088,0.1056,0.0768
0,0.0797,0.453,0.3733,0.1461,0.2825,0.1364,0.066,0.2324,0.1664,0.1424,0.4646,0.3222,0.129,0.7193,0.5903,0.1586,0.3076,0.149,0.0955,1.6346,1.5391,0.1034,0.5238,0.4204,0.1063,1.0556,0.9493,0.1179,0.8092,0.6913,0.0575
1,0.0528,0.4061,0.3533,0.0568,0.292,0.2352,0.0496,0.318,0.2684,0.1053,0.294,0.1887,0.062,0.7197,0.6577,0.0657,0.3953,0.3296,0.0486,0.2886,0.24,0.1489,0.2337,0.0848,0.0573,0.3254,0.2681,0.0494,0.3412,0.2918,0.0655
1,0.0639,0.5267,0.4628,0.0565,0.4078,0.3513,0.0568,0.273,0.2162,0.0966,0.2386,0.142,0.0531,0.4374,0.3843,0.0547,0.3398,0.2851,0.0539,0.3203,0.2664,0.1119,0.1853,0.0734,0.0586,0.3001,0.2415,0.046,0.3224,0.2764,0.0465
1,0.0552,0.409,0.3538,0.0547,0.3453,0.2906,0.0499,0.3764,0.3265,0.0631,0.3006,0.2375,0.0591,1.0485,0.9894,0.0549,0.4035,0.3486,0.0562,0.2608,0.2046,0.0969,0.1466,0.0497,0.0523,0.2843,0.232,0.0489,0.3457,0.2968,0.0415
1,0.057,0.4018,0.3448,0.0591,0.2937,0.2346,0.0502,0.2067,0.1565,0.1183,0.4365,0.3182,0.0613,0.9583,0.897,0.0544,0.5385,0.4841,0.0533,0.2191,0.1658,0.1059,0.1669,0.061,0.047,0.2771,0.2301,0.0544,1.9651,1.9107,0.0562
0,0.0475,0.1819,0.1344,0.0639,0.1132,0.0493,0.0623,0.1093,0.047,0.0971,0.1385,0.0414,0.0958,0.4827,0.3869,0.1172,0.1389,0.0217,0.0831,0.1678,0.0847,0.0563,0.0038,-0.0525,0.1016,0.2163,0.1147,0.0934,0.3757,0.2823,0.0844
1,0.0547,0.48,0.4253,0.056,0.3508,0.2948,0.0515,0.2938,0.2423,0.1059,0.4249,0.319,0.0602,0.673,0.6128,0.0499,0.3935,0.3436,0.0462,0.3345,0.2883,0.0871,0.2083,0.1212,0.0494,0.4299,0.3805,0.0547,0.4177,0.363,0.052
1,0.0784,0.6626,0.5842,0.0533,0.474,0.4207,0.066,0.5429,0.4769,0.1344,1.3517,1.2173,0.0708,1.5948,1.524,0.061,0.4899,0.4289,0.0597,0.4042,0.3445,0.1014,0.2849,0.1835,0.0573,0.3914,0.3341,0.0565,0.6435,0.587,0.0607
