class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1219,0.2133,0.0914,0.0802,0.0744,-0.0058,0.0828,0.1198,0.037,0.0929,0.2482,0.1553,0.0892,0.4258,0.3366,0.0842,0.1359,0.0517,0.0865,0.1668,0.0803,0.0918,0.0905,-0.0013,0.0937,0.1638,0.0701,0.0907,0.1934,0.1027,0.1153
0,0.0936,0.1518,0.0582,0.048,0.0871,0.0391,0.0958,0.1093,0.0135,0.0396,0.2171,0.1775,0.0499,0.3232,0.2733,0.0536,0.2148,0.1612,0.0646,0.0863,0.0217,0.1087,0.052,-0.0567,0.1195,0.0902,-0.0293,0.1116,0.2217,0.1101,0.0981
0,0.0836,0.4772,0.3936,0.1316,0.293,0.1614,0.0662,0.2213,0.1551,0.124,0.3186,0.1946,0.0936,0.5043,0.4107,0.1409,0.2725,0.1316,0.0836,0.181,0.0974,0.1385,0.2665,0.128,0.0657,0.3526,0.2869,0.062,0.4725,0.4105,0.0681
1,0.0861,0.4457,0.3596,0.0684,0.222,0.1536,0.0948,0.5685,0.4737,0.0892,0.4217,0.3325,0.0676,1.1546,1.087,0.0948,0.3569,0.2621,0.0686,0.298,0.2294,0.1122,0.2651,0.1529,0.0903,0.3122,0.2219,0.0681,0.2802,0.2121,0.0895
1,0.0964,0.4494,0.353,0.0708,0.2205,0.1497,0.0774,0.2833,0.2059,0.0876,0.8573,0.7697,0.0895,1.0815,0.992,0.1001,0.3287,0.2286,0.0903,0.3073,0.217,0.1151,0.3263,0.2112,0.0995,0.5317,0.4322,0.0929,0.3142,0.2213,0.0818
1,0.1188,0.4673,0.3485,0.0607,0.2375,0.1768,0.0829,0.8994,0.8165,0.081,0.7674,0.6864,0.0562,0.9744,0.9182,0.075,0.4265,0.3515,0.0985,0.2852,0.1867,0.1314,0.2988,0.1674,0.0858,0.2972,0.2114,0.071,0.2794,0.2084,0.07
1,0.0913,0.8525,0.7612,0.0555,0.1962,0.1407,0.0647,0.2864,0.2217,0.0692,0.6165,0.5473,0.0665,0.9134,0.8469,0.132,0.3516,0.2196,0.0861,0.2361,0.15,0.1032,0.521,0.4178,0.0855,0.2908,0.2053,0.0803,0.5164,0.4361,0.0977
0,0.0454,0.332,0.2866,0.0602,0.1248,0.0646,0.0538,0.1369,0.0831,0.0509,0.197,0.1461,0.0581,0.3229,0.2648,0.0955,0.1907,0.0952,0.0588,0.1312,0.0724,0.0464,0.091,0.0446,0.061,0.1604,0.0994,0.0625,0.2976,0.2351,0.0728
1,0.0921,0.4586,0.3665,0.0549,0.3188,0.2639,0.0351,0.2958,0.2607,0.0803,0.5529,0.4726,0.0737,0.9293,0.8556,0.1204,0.3337,0.2133,0.0808,0.6248,0.544,0.0993,0.316,0.2167,0.0884,0.3444,0.256,0.0908,0.3327,0.2419,0.085
1,0.0884,0.5834,0.495,0.0842,0.2608,0.1766,0.0824,1.6723,1.5899,0.0932,1.0432,0.95,0.066,0.6902,0.6242,0.0912,0.2504,0.1592,0.075,0.3469,0.2719,0.0726,2.0394,1.9668,0.0863,0.5275,0.4412,0.0861,1.3059,1.2198,0.0528
