class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.057,0.1672,0.1102,0.0507,0.1135,0.0628,0.0512,0.0784,0.0272,0.0523,0.4885,0.4362,0.0335,0.3912,0.3577,0.0515,0.2595,0.208,0.0396,0.1197,0.0801,0.0586,0.1035,0.0449,0.0507,0.2138,0.1631,0.0615,0.4248,0.3633,0.0726
1,0.0665,0.1635,0.097,0.0483,0.1241,0.0758,0.0562,0.1188,0.0626,0.0312,0.4112,0.38,0.052,0.4149,0.3629,0.0552,0.2616,0.2064,0.0436,0.1205,0.0769,0.0766,0.107,0.0304,0.0607,0.2201,0.1594,0.0663,0.2042,0.1379,0.081
1,0.0504,0.2828,0.2324,0.057,0.1592,0.1022,0.0547,0.1001,0.0454,0.051,0.588,0.537,0.0375,0.4571,0.4196,0.0496,0.2722,0.2226,0.0291,0.0812,0.0521,0.0808,0.1133,0.0325,0.0552,0.2151,0.1599,0.0518,0.2372,0.1854,0.0737
1,0.0615,0.4314,0.3699,0.0547,0.3078,0.2531,0.0354,0.165,0.1296,0.0589,0.5413,0.4824,0.0378,0.4153,0.3775,0.052,0.227,0.175,0.0452,0.1152,0.07,0.0713,0.0869,0.0156,0.0584,0.2465,0.1881,0.0668,0.2374,0.1706,0.0697
0,0.0536,0.4654,0.4118,0.0757,0.1485,0.0728,0.0586,0.1127,0.0541,0.0594,0.2427,0.1833,0.0784,0.3622,0.2838,0.1121,0.1952,0.0831,0.1097,0.1544,0.0447,0.0823,0.1008,0.0185,0.1219,0.191,0.0691,0.0984,0.3061,0.2077,0.0852
1,0.0462,0.2179,0.1717,0.0671,0.1809,0.1138,0.0562,0.1138,0.0576,0.0663,0.6479,0.5816,0.0518,0.4232,0.3714,0.0605,0.3049,0.2444,0.0515,0.1508,0.0993,0.0813,0.1022,0.0209,0.0565,0.2317,0.1752,0.0742,0.2649,0.1907,0.0874
1,0.085,0.2303,0.1453,0.0486,0.1724,0.1238,0.051,0.3017,0.2507,0.0605,1.0667,1.0062,0.0412,0.5733,0.5321,0.0581,0.3809,0.3228,0.0586,0.1664,0.1078,0.08,0.135,0.055,0.0631,0.2283,0.1652,0.0708,0.4876,0.4168,0.0781
1,0.0599,0.2105,0.1506,0.0346,0.1394,0.1048,0.0494,0.0829,0.0335,0.0642,0.8207,0.7565,0.0531,0.4451,0.392,0.0562,0.2708,0.2146,0.0351,0.0962,0.0611,0.0795,0.1104,0.0309,0.0652,0.2541,0.1889,0.0652,0.5385,0.4733,0.0729
1,0.0631,0.1791,0.116,0.0499,0.1254,0.0755,0.0465,0.1099,0.0634,0.0613,0.593,0.5317,0.0438,0.3938,0.35,0.0525,0.2866,0.2341,0.0362,0.1097,0.0735,0.0813,0.1043,0.023,0.0655,0.2296,0.1641,0.0684,0.2401,0.1717,0.0731
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.0581,0.1873,0.1292,0.056,0.1389,0.0829,0.0555,0.1062,0.0507,0.0568,0.564,0.5072,0.0457,0.3648,0.3191,0.051,0.2783,0.2273,0.0388,0.1115,0.0727,0.0789,0.1222,0.0433,0.0552,0.2473,0.1921,0.0615,0.2688,0.2073,0.0721
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.0584,0.219,0.1606,0.0602,0.1676,0.1074,0.043,0.0924,0.0494,0.0618,0.7917,0.7299,0.0351,0.9514,0.9163,0.0599,0.251,0.1911,0.0433,0.1065,0.0632,0.0697,0.0988,0.0291,0.0602,0.2172,0.157,0.0671,0.2306,0.1635,0.076
0,0.1089,0.2533,0.1444,0.0905,0.1599,0.0694,0.0815,0.086,0.0045,0.077,0.5143,0.4373,0.0728,0.3709,0.2981,0.0799,0.1509,0.071,0.0689,0.1086,0.0397,0.0828,0.1116,0.0288,0.0649,0.1509,0.086,0.0839,0.1919,0.108,0.0818
0,0.1035,0.2623,0.1588,0.1101,0.2476,0.1375,0.1103,0.127,0.0167,0.0905,0.7988,0.7083,0.0681,0.786,0.7179,0.1275,0.2112,0.0837,0.1439,0.108,-0.0359,0.1144,0.1593,0.0449,0.1008,0.1436,0.0428,0.1209,0.2823,0.1614,0.0781
1,0.0544,0.2441,0.1897,0.056,0.1555,0.0995,0.0317,0.089,0.0573,0.0671,0.5276,0.4605,0.0475,0.4896,0.4421,0.0518,0.2741,0.2223,0.0491,0.1315,0.0824,0.0866,0.0933,0.0067,0.0515,0.2206,0.1691,0.066,0.2891,0.2231,0.0834
