class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1018,0.1455,0.0437,0.0889,0.09,0.0011,0.0813,0.089,0.0077,0.1174,0.2461,0.1287,0.0881,0.3849,0.2968,0.0966,0.156,0.0594,0.0884,0.151,0.0626,0.11,0.2087,0.0987,0.0839,0.1728,0.0889,0.1071,0.1985,0.0914,0.1053
0,0.0936,0.2275,0.1339,0.057,0.0723,0.0153,0.1003,0.0992,-0.0011,0.0402,0.1855,0.1453,0.0583,0.3239,0.2656,0.0588,0.2593,0.2005,0.086,0.0972,0.0112,0.1005,0.0612,-0.0393,0.1183,0.0689,-0.0494,0.1032,0.2088,0.1056,0.0768
0,0.0797,0.453,0.3733,0.1461,0.2825,0.1364,0.066,0.2324,0.1664,0.1424,0.4646,0.3222,0.129,0.7193,0.5903,0.1586,0.3076,0.149,0.0955,1.6346,1.5391,0.1034,0.5238,0.4204,0.1063,1.0556,0.9493,0.1179,0.8092,0.6913,0.0575
1,0.0554,0.2125,0.1571,0.0776,0.2111,0.1335,0.0546,0.1928,0.1382,0.0973,0.3046,0.2073,0.0733,0.4465,0.3732,0.0391,0.3741,0.335,0.0546,0.1122,0.0576,0.1008,0.2243,0.1235,0.0483,0.3073,0.259,0.0486,0.2821,0.2335,0.0367
1,0.0522,0.2618,0.2096,0.0813,0.1976,0.1163,0.0586,0.2126,0.154,0.0921,0.37,0.2779,0.0615,0.4194,0.3579,0.0438,0.3598,0.316,0.0625,0.1293,0.0668,0.0852,0.1897,0.1045,0.052,0.3099,0.2579,0.0412,0.2995,0.2583,0.024
1,0.0668,0.153,0.0862,0.0923,0.2147,0.1224,0.0723,0.2,0.1277,0.0981,0.5248,0.4267,0.0615,0.4775,0.416,0.0412,0.3743,0.3331,0.0544,0.1096,0.0552,0.1002,0.4117,0.3115,0.0612,0.2869,0.2257,0.0399,0.2911,0.2512,0.0341
1,0.0657,0.2054,0.1397,0.0715,0.2495,0.178,0.0512,0.2308,0.1796,0.0697,0.3553,0.2856,0.072,0.7205,0.6485,0.0675,0.6027,0.5352,0.0762,0.1594,0.0832,0.0878,0.2234,0.1356,0.0467,0.3101,0.2634,0.057,0.285,0.228,0.0417
0,0.1234,0.1299,0.0065,0.1121,0.1775,0.0654,0.0786,0.1055,0.0269,0.0712,0.1854,0.1142,0.0749,0.3195,0.2446,0.1301,0.1229,-0.0072,0.1185,0.1328,0.0143,0.0873,0.0715,-0.0158,0.1256,0.105,-0.0206,0.0929,0.2091,0.1162,0.062
1,0.0607,0.2128,0.1521,0.0894,0.2666,0.1772,0.057,0.2131,0.1561,0.0878,0.4757,0.3879,0.0602,0.4471,0.3869,0.0435,0.4338,0.3903,0.0549,0.1315,0.0766,0.0926,0.176,0.0834,0.0533,0.2806,0.2273,0.0557,0.3272,0.2715,0.0475
1,0.0707,0.1118,0.0411,0.0931,0.2783,0.1852,0.0673,0.3147,0.2474,0.0578,0.4101,0.3523,0.0596,0.5003,0.4407,0.0607,0.4817,0.421,0.0784,0.1742,0.0958,0.0813,0.2955,0.2142,0.0762,0.3497,0.2735,0.0617,0.3939,0.3322,0.0559
