class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.0444,0.5352,0.4908,0.0425,0.3072,0.2647,0.0367,0.2349,0.1982,0.0829,0.6159,0.533,0.0494,0.7686,0.7192,0.0525,0.4969,0.4444,0.0423,0.2791,0.2368,0.0813,0.2938,0.2125,0.051,0.4183,0.3673,0.0388,0.5543,0.5155,0.0824
1,0.0391,0.4992,0.4601,0.0502,0.317,0.2668,0.0309,0.2468,0.2159,0.0863,0.6507,0.5644,0.0555,0.9592,0.9037,0.0512,0.4806,0.4294,0.0425,0.4339,0.3914,0.095,0.2502,0.1552,0.0555,0.3318,0.2763,0.0494,0.6502,0.6008,0.0787
1,0.0328,0.5592,0.5264,0.0465,0.3138,0.2673,0.043,0.2262,0.1832,0.1003,0.5236,0.4233,0.0446,0.5638,0.5192,0.0454,0.4117,0.3663,0.0504,0.3972,0.3468,0.0911,0.2004,0.1093,0.0423,0.3215,0.2792,0.0386,0.6011,0.5625,0.0599
1,0.0444,0.4792,0.4348,0.0446,0.3273,0.2827,0.047,0.2917,0.2447,0.0829,0.4845,0.4016,0.0481,0.7196,0.6715,0.0481,0.4382,0.3901,0.0483,0.4664,0.4181,0.0832,0.1954,0.1122,0.0507,0.3671,0.3164,0.0499,2.4503,2.4004,0.0985
0,0.0536,0.4654,0.4118,0.0757,0.1485,0.0728,0.0586,0.1127,0.0541,0.0594,0.2427,0.1833,0.0784,0.3622,0.2838,0.1121,0.1952,0.0831,0.1097,0.1544,0.0447,0.0823,0.1008,0.0185,0.1219,0.191,0.0691,0.0984,0.3061,0.2077,0.0852
1,0.0454,0.4942,0.4488,0.0478,0.2998,0.252,0.032,0.2848,0.2528,0.0884,1.0753,0.9869,0.0483,0.8902,0.8419,0.0446,0.4167,0.3721,0.0475,0.545,0.4975,0.0858,0.2413,0.1555,0.0444,1.354,1.3096,0.0446,0.7654,0.7208,0.0423
1,0.0499,0.619,0.5691,0.0399,0.3466,0.3067,0.043,0.6391,0.5961,0.0924,1.4366,1.3442,0.0729,1.5404,1.4675,0.0502,1.8238,1.7736,0.0301,0.4178,0.3877,0.0903,0.2445,0.1542,0.0504,0.3058,0.2554,0.042,0.7404,0.6984,0.0781
1,0.0346,0.4288,0.3942,0.0502,0.4962,0.446,0.0525,0.2982,0.2457,0.0934,1.1914,1.098,0.0454,0.6902,0.6448,0.0539,0.4728,0.4189,0.0391,0.4991,0.46,0.0853,0.2231,0.1378,0.0504,0.4668,0.4164,0.0454,0.876,0.8306,0.0599
1,0.0491,0.5583,0.5092,0.0425,0.3236,0.2811,0.0322,0.2832,0.251,0.0866,1.1015,1.0149,0.0452,0.6282,0.583,0.047,0.4534,0.4064,0.043,0.5096,0.4666,0.066,0.2872,0.2212,0.0383,0.3872,0.3489,0.0415,0.804,0.7625,0.038
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.0441,0.7148,0.6707,0.047,0.3349,0.2879,0.0296,0.2925,0.2629,0.08,1.5065,1.4265,0.0499,0.6595,0.6096,0.0499,0.4176,0.3677,0.037,0.373,0.336,0.0689,0.2049,0.136,0.0423,0.3423,0.3,0.0399,0.3047,0.2648,0.0423
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.0515,0.4517,0.4002,0.052,0.299,0.247,0.0354,0.269,0.2336,0.062,1.3239,1.2619,0.0467,0.6701,0.6234,0.0531,0.3685,0.3154,0.0457,0.2888,0.2431,0.0803,0.3435,0.2632,0.0531,0.4017,0.3486,0.0425,1.1868,1.1443,0.0562
0,0.1089,0.2533,0.1444,0.0905,0.1599,0.0694,0.0815,0.086,0.0045,0.077,0.5143,0.4373,0.0728,0.3709,0.2981,0.0799,0.1509,0.071,0.0689,0.1086,0.0397,0.0828,0.1116,0.0288,0.0649,0.1509,0.086,0.0839,0.1919,0.108,0.0818
0,0.1035,0.2623,0.1588,0.1101,0.2476,0.1375,0.1103,0.127,0.0167,0.0905,0.7988,0.7083,0.0681,0.786,0.7179,0.1275,0.2112,0.0837,0.1439,0.108,-0.0359,0.1144,0.1593,0.0449,0.1008,0.1436,0.0428,0.1209,0.2823,0.1614,0.0781
1,0.0454,0.4736,0.4282,0.0491,0.308,0.2589,0.0391,0.2616,0.2225,0.0613,1.2509,1.1896,0.0444,1.579,1.5346,0.0467,0.4595,0.4128,0.0457,0.5707,0.525,0.0737,0.2086,0.1349,0.0425,0.4673,0.4248,0.0383,0.9248,0.8865,0.0425
