timestamp,level,component,user_id,session_id,message
2025-04-20 08:37:13.957,INFO,GENERAL,,,Configuration loaded.
2025-04-20 08:37:13.957,INFO,GENERAL,,,Starting Main Workflow...
2025-04-20 08:37:13.957,INFO,GENERAL,,,Config: Using 'INPUT_DATA_FILE' from section '[Paths]': 'data/DSL-StrongPasswordData.csv'
2025-04-20 08:37:13.957,INFO,GENERAL,,,Config: Using 'PREPROCESSED_DATA_DIR' from section '[Paths]': 'results/data'
2025-04-20 08:37:13.957,INFO,GENERAL,,,Config: Using 'EGGP_OUTPUT_DIR' from section '[Paths]': 'results/eggp_output'
2025-04-20 08:37:13.957,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_DIR' from section '[Paths]': 'results'
2025-04-20 08:37:13.957,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_FILENAME' from section '[Paths]': 'session_evaluation_metrics.csv'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'MIN_SESSION' from section '[Experiment]': '1'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'MAX_SESSION' from section '[Experiment]': '7'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'TARGET_COLUMN_NAME' from section '[Evaluation]': 'class'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'THRESHOLD_STRATEGY' from section '[Evaluation]': 'fixed'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'DEFAULT_THRESHOLD' from section '[Evaluation]': '0.5'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'maxSize' from section '[EGGpArgs]': '100'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'nPop' from section '[EGGpArgs]': '100'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'pc' from section '[EGGpArgs]': '0.9'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'pm' from section '[EGGpArgs]': '0.1'
2025-04-20 08:37:13.958,INFO,GENERAL,,,Config: Using 'generations' from section '[EGGpArgs]': '50'
2025-04-20 08:37:13.958,INFO,GENERAL,,,"
--- Phase 3: Evaluating Results ---"
2025-04-20 08:37:13.958,INFO,RUN_EVALUATION,,,Starting experiment run...
2025-04-20 08:37:13.959,INFO,RUN_EVALUATION,,,Found 51 users in data directory.
2025-04-20 08:37:13.959,INFO,RUN_EVALUATION,,,"
Processing User: s002"
2025-04-20 08:37:13.959,INFO,RUN_EVALUATION,,,  Evaluating Model Trained on Session: 1
2025-04-20 08:37:14.145,INFO,EVALUATOR,,,Successfully parsed and lambdified expression.
2025-04-20 08:37:14.147,INFO,EVALUATOR,,,  Applying threshold strategy: fixed
2025-04-20 08:37:14.148,INFO,RUN_EVALUATION,,,"    Metrics: BAcc=0.5000, FMR=1.0000, FNMR=0.0000"
2025-04-20 08:37:14.148,INFO,RUN_EVALUATION,,,  Evaluating Model Trained on Session: 2
2025-04-20 08:37:14.257,INFO,EVALUATOR,,,Successfully parsed and lambdified expression.
2025-04-20 08:37:14.258,INFO,EVALUATOR,,,  Applying threshold strategy: fixed
2025-04-20 08:37:14.259,INFO,RUN_EVALUATION,,,"    Metrics: BAcc=0.7432, FMR=0.5136, FNMR=0.0000"
2025-04-20 08:37:14.259,INFO,RUN_EVALUATION,,,  Evaluating Model Trained on Session: 3
2025-04-20 08:37:14.390,INFO,EVALUATOR,,,Successfully parsed and lambdified expression.
2025-04-20 08:37:14.390,INFO,EVALUATOR,,,  Applying threshold strategy: fixed
2025-04-20 08:37:14.392,INFO,RUN_EVALUATION,,,"    Metrics: BAcc=0.6506, FMR=0.6988, FNMR=0.0000"
2025-04-20 08:37:14.392,INFO,RUN_EVALUATION,,,  Evaluating Model Trained on Session: 4
2025-04-20 08:37:14.489,INFO,EVALUATOR,,,Successfully parsed and lambdified expression.
2025-04-20 08:37:14.490,INFO,EVALUATOR,,,  Applying threshold strategy: fixed
