class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1224,0.2012,0.0788,0.0995,0.1138,0.0143,0.076,0.1114,0.0354,0.0749,0.3716,0.2967,0.0768,0.3543,0.2775,0.0847,0.1206,0.0359,0.0691,0.114,0.0449,0.1008,0.1077,0.0069,0.076,0.1649,0.0889,0.0907,0.2383,0.1476,0.1079
0,0.1482,0.2961,0.1479,0.06,0.0557,-0.0043,0.1177,0.0987,-0.019,0.0831,0.2548,0.1717,0.0828,0.33,0.2472,0.0528,0.1655,0.1127,0.0915,0.1072,0.0157,0.1325,0.0903,-0.0422,0.1093,0.0583,-0.051,0.1409,0.2737,0.1328,0.1103
0,0.0863,0.4388,0.3525,0.1269,0.2327,0.1058,0.0897,0.7094,0.6197,0.1443,1.4022,1.2579,0.0823,1.4004,1.3181,0.071,1.0145,0.9435,0.0644,0.2103,0.1459,0.1712,0.2388,0.0676,0.0697,0.5961,0.5264,0.0876,1.4166,1.329,0.0849
1,0.0742,0.2784,0.2042,0.0528,0.1473,0.0945,0.0528,0.1114,0.0586,0.0562,0.766,0.7098,0.0555,0.9114,0.8559,0.0504,0.3307,0.2803,0.0486,0.1392,0.0906,0.0837,0.1434,0.0597,0.0496,0.3341,0.2845,0.0655,0.2797,0.2142,0.0779
1,0.0636,0.2108,0.1472,0.0512,0.1576,0.1064,0.0346,0.1025,0.0679,0.0399,1.1912,1.1513,0.0562,0.4609,0.4047,0.0541,0.2418,0.1877,0.0499,0.1276,0.0777,0.0797,0.103,0.0233,0.0615,0.2679,0.2064,0.0536,0.368,0.3144,0.0679
1,0.0715,0.2754,0.2039,0.0478,0.1278,0.08,0.0449,0.0927,0.0478,0.0433,0.5967,0.5534,0.0436,0.5076,0.464,0.0438,0.2275,0.1837,0.0465,0.1258,0.0793,0.0869,0.1128,0.0259,0.0518,0.4661,0.4143,0.0689,0.2604,0.1915,0.0702
1,0.0644,0.2612,0.1968,0.0475,0.1589,0.1114,0.0467,0.1003,0.0536,0.0565,0.5566,0.5001,0.0494,0.482,0.4326,0.0541,0.27,0.2159,0.0415,0.1382,0.0967,0.0747,0.0874,0.0127,0.0568,0.2077,0.1509,0.0718,0.2253,0.1535,0.0813
0,0.0533,0.3744,0.3211,0.0636,0.1836,0.12,0.0607,0.3347,0.274,0.066,0.2487,0.1827,0.0765,0.7775,0.701,0.1253,0.2675,0.1422,0.0573,0.1492,0.0919,0.0459,0.1108,0.0649,0.0483,0.2192,0.1709,0.0815,0.4841,0.4026,0.0844
1,0.0919,0.3816,0.2897,0.0647,0.26,0.1953,0.0573,0.1431,0.0858,0.0496,0.6766,0.627,0.0584,0.5961,0.5377,0.0491,0.4666,0.4175,0.0491,0.2738,0.2247,0.0776,0.1589,0.0813,0.0483,0.2227,0.1744,0.0787,0.367,0.2883,0.0734
1,0.0971,0.3071,0.21,0.0547,0.1582,0.1035,0.0491,0.1581,0.109,0.0729,0.8413,0.7684,0.0578,0.9327,0.8749,0.066,0.3289,0.2629,0.0599,0.174,0.1141,0.0832,0.1376,0.0544,0.0655,0.2238,0.1583,0.0792,0.5095,0.4303,0.094
