class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.0478,0.6221,0.5743,0.0578,0.1562,0.0984,0.0462,0.4697,0.4235,0.052,0.2812,0.2292,0.0586,0.5621,0.5035,0.0435,0.6105,0.567,0.0454,0.1876,0.1422,0.0565,0.3023,0.2458,0.0428,0.5351,0.4923,0.0388,0.7285,0.6897,0.0443
1,0.0451,0.5094,0.4643,0.0604,0.1649,0.1045,0.0599,0.4995,0.4396,0.053,0.1949,0.1419,0.0565,0.4574,0.4009,0.0478,0.6224,0.5746,0.042,0.1729,0.1309,0.0567,0.3505,0.2938,0.0301,0.4634,0.4333,0.0435,0.662,0.6185,0.0457
1,0.0422,0.5353,0.4931,0.0554,0.2909,0.2355,0.0464,0.6553,0.6089,0.0525,0.1601,0.1076,0.0446,0.4676,0.423,0.0451,0.5531,0.508,0.0428,0.1291,0.0863,0.0586,0.3709,0.3123,0.0375,0.5504,0.5129,0.0409,0.4643,0.4234,0.0483
1,0.0483,0.5659,0.5176,0.0583,0.167,0.1087,0.048,0.6445,0.5965,0.0499,0.1984,0.1485,0.0454,0.4192,0.3738,0.0454,0.6024,0.557,0.0414,0.3632,0.3218,0.053,0.2213,0.1683,0.0441,0.5646,0.5205,0.0399,1.0387,0.9988,0.0454
0,0.0744,0.1068,0.0324,0.0881,0.1222,0.0341,0.0522,0.0878,0.0356,0.0636,0.4483,0.3847,0.091,0.416,0.325,0.1043,0.1029,-0.0014,0.0858,0.084,-0.0018,0.1061,0.0868,-0.0193,0.1016,0.1992,0.0976,0.0259,0.1759,0.15,0.0786
1,0.0459,0.8957,0.8498,0.0435,0.1116,0.0681,0.043,0.6825,0.6395,0.0435,0.1875,0.144,0.0446,0.6462,0.6016,0.0327,0.6082,0.5755,0.0433,0.1333,0.09,0.0596,0.3664,0.3068,0.0438,0.5825,0.5387,0.0464,0.878,0.8316,0.0443
1,0.0478,1.1458,1.098,0.0501,0.1303,0.0802,0.047,0.672,0.625,0.0509,0.3573,0.3064,0.0562,0.7789,0.7227,0.043,0.6393,0.5963,0.0507,0.1299,0.0792,0.0615,0.3176,0.2561,0.0393,0.6906,0.6513,0.0562,1.8464,1.7902,0.0491
1,0.0333,0.7244,0.6911,0.0578,0.1522,0.0944,0.0325,0.6311,0.5986,0.043,0.3365,0.2935,0.0467,0.3614,0.3147,0.0362,0.6971,0.6609,0.0359,0.1486,0.1127,0.0628,0.3387,0.2759,0.0348,0.631,0.5962,0.0428,2.3229,2.2801,0.0697
1,0.0517,0.838,0.7863,0.0391,0.1243,0.0852,0.042,0.5747,0.5327,0.0401,0.2387,0.1986,0.0549,0.3524,0.2975,0.042,0.6349,0.5929,0.0478,0.17,0.1222,0.057,0.3764,0.3194,0.0304,0.4943,0.4639,0.0375,0.8776,0.8401,0.0517
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.0391,1.1215,1.0824,0.0443,0.1867,0.1424,0.0314,0.7835,0.7521,0.0377,0.8412,0.8035,0.0496,0.3764,0.3268,0.037,0.5415,0.5045,0.033,0.1995,0.1665,0.0512,0.4938,0.4426,0.0428,0.6522,0.6094,0.0399,1.0933,1.0534,0.0591
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.0512,0.505,0.4538,0.0499,0.2063,0.1564,0.042,0.6609,0.6189,0.0451,0.3006,0.2555,0.0581,0.6497,0.5916,0.0417,0.59,0.5483,0.043,0.1386,0.0956,0.0546,0.397,0.3424,0.0449,0.7374,0.6925,0.0404,0.6492,0.6088,0.043
0,0.1035,0.2715,0.168,0.1059,0.164,0.0581,0.0697,0.1291,0.0594,0.0781,0.3536,0.2755,0.0721,0.5471,0.475,0.1204,0.5453,0.4249,0.0971,0.189,0.0919,0.1436,0.1386,-0.005,0.0861,0.1634,0.0773,0.1088,0.4826,0.3738,0.0998
0,0.0803,0.1998,0.1195,0.0755,0.1151,0.0396,0.0824,0.1289,0.0465,0.0779,0.1761,0.0982,0.0718,0.3179,0.2461,0.0768,0.1576,0.0808,0.0874,0.1495,0.0621,0.0971,0.1294,0.0323,0.066,0.1797,0.1137,0.1241,0.2699,0.1458,0.1111
1,0.0393,0.9894,0.9501,0.062,0.1625,0.1005,0.0522,0.6601,0.6079,0.0464,0.2059,0.1595,0.0565,0.5342,0.4777,0.0367,0.5905,0.5538,0.0457,0.2098,0.1641,0.0641,0.3772,0.3131,0.0425,0.5889,0.5464,0.0404,1.3048,1.2644,0.0462
