class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0894,0.1363,0.0469,0.0979,0.0799,-0.018,0.0819,0.1173,0.0354,0.1216,0.2461,0.1245,0.1071,0.3761,0.269,0.1126,0.1586,0.046,0.0633,0.1562,0.0929,0.0876,0.0985,0.0109,0.1031,0.1545,0.0514,0.0947,0.199,0.1043,0.0923
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.0802,0.4019,0.3217,0.1213,0.1485,0.0272,0.0678,0.1812,0.1134,0.1282,0.2883,0.1601,0.1155,0.5597,0.4442,0.1103,0.1689,0.0586,0.0868,0.1626,0.0758,0.1438,0.2454,0.1016,0.0673,0.3985,0.3312,0.0594,0.4554,0.396,0.0689
1,0.0594,0.4552,0.3958,0.0586,0.3249,0.2663,0.0557,0.2835,0.2278,0.0987,0.2668,0.1681,0.0528,0.5385,0.4857,0.0591,0.4199,0.3608,0.0494,0.3712,0.3218,0.0892,0.189,0.0998,0.0589,0.2943,0.2354,0.0496,0.4416,0.392,0.0467
1,0.0679,0.4911,0.4232,0.0528,0.3365,0.2837,0.0557,0.3051,0.2494,0.1029,0.2855,0.1826,0.0557,0.5472,0.4915,0.0589,0.3993,0.3404,0.057,0.436,0.379,0.1069,0.2561,0.1492,0.0576,0.3283,0.2707,0.0539,0.5546,0.5007,0.0591
1,0.0586,0.4689,0.4103,0.0525,0.3322,0.2797,0.056,0.2632,0.2072,0.0974,0.371,0.2736,0.0671,0.9499,0.8828,0.0663,0.3933,0.327,0.0531,0.2648,0.2117,0.0932,0.1978,0.1046,0.0589,0.327,0.2681,0.0499,0.3361,0.2862,0.0557
1,0.0631,0.518,0.4549,0.0541,0.3961,0.342,0.066,0.3204,0.2544,0.094,0.741,0.647,0.0615,0.5772,0.5157,0.0504,0.3772,0.3268,0.0541,0.3363,0.2822,0.0964,0.1878,0.0914,0.057,0.3135,0.2565,0.0475,0.3501,0.3026,0.0502
0,0.0501,0.2344,0.1843,0.0694,0.1989,0.1295,0.0496,0.0905,0.0409,0.1029,0.1736,0.0707,0.0728,0.3079,0.2351,0.1035,0.1979,0.0944,0.0588,0.1058,0.047,0.0733,0.1256,0.0523,0.0462,0.1274,0.0812,0.0641,0.2526,0.1885,0.0625
1,0.0591,0.7277,0.6686,0.0452,0.5582,0.513,0.0481,0.2619,0.2138,0.0905,0.3219,0.2314,0.0586,0.6405,0.5819,0.0715,0.4956,0.4241,0.0726,0.5311,0.4585,0.1204,0.2046,0.0842,0.0673,0.3747,0.3074,0.0607,0.4628,0.4021,0.062
1,0.0795,0.6444,0.5649,0.0581,0.4244,0.3663,0.057,0.3162,0.2592,0.08,0.494,0.414,0.0591,2.1322,2.0731,0.0731,0.4964,0.4233,0.0671,0.5533,0.4862,0.0871,0.2159,0.1288,0.0602,0.5059,0.4457,0.0591,1.0042,0.9451,0.0824
1,0.0607,0.8029,0.7422,0.052,0.3658,0.3138,0.065,0.306,0.241,0.0985,0.3845,0.286,0.0613,0.5911,0.5298,0.061,0.4395,0.3785,0.0671,0.4361,0.369,0.1095,0.1948,0.0853,0.07,0.3104,0.2404,0.0607,0.6485,0.5878,0.07
1,0.0634,0.4388,0.3754,0.0589,0.3563,0.2974,0.0562,0.2433,0.1871,0.1048,0.275,0.1702,0.0515,0.5936,0.5421,0.0494,0.4176,0.3682,0.0502,0.2997,0.2495,0.0993,0.1777,0.0784,0.0594,0.2982,0.2388,0.0531,0.3335,0.2804,0.0489
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0547,0.4898,0.4351,0.0562,0.4824,0.4262,0.0597,0.2978,0.2381,0.1037,0.3172,0.2135,0.0689,1.2042,1.1353,0.0681,0.4698,0.4017,0.0631,0.4762,0.4131,0.1135,0.2777,0.1642,0.066,0.4492,0.3832,0.0615,0.8391,0.7776,0.051
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.0531,1.8712,1.8181,0.0576,0.4168,0.3592,0.0383,0.2843,0.246,0.0932,0.7392,0.646,0.0581,0.9773,0.9192,0.061,0.4746,0.4136,0.043,0.4513,0.4083,0.0853,0.1664,0.0811,0.0536,0.3262,0.2726,0.0404,0.3955,0.3551,0.0584
0,0.1232,0.1194,-0.0038,0.1119,0.2377,0.1258,0.0936,0.095,0.0014,0.0731,0.2205,0.1474,0.0839,0.261,0.1771,0.1174,0.2158,0.0984,0.024,0.6061,0.5821,0.1182,0.1454,0.0272,0.0773,0.2049,0.1276,0.1018,0.2668,0.165,0.0847
0,0.085,0.1831,0.0981,0.0908,0.1777,0.0869,0.1101,0.0969,-0.0132,0.0774,0.4207,0.3433,0.0573,0.3889,0.3316,0.0872,0.1973,0.1101,0.1262,0.0706,-0.0556,0.1072,0.1674,0.0602,0.1217,0.1431,0.0214,0.1151,0.3016,0.1865,0.0713
1,0.065,0.5816,0.5166,0.0607,0.3594,0.2987,0.0573,0.2608,0.2035,0.113,0.4217,0.3087,0.0702,0.5957,0.5255,0.0642,0.4163,0.3521,0.0491,0.3801,0.331,0.0766,0.1896,0.113,0.0589,0.3637,0.3048,0.0565,0.3976,0.3411,0.0626
1,0.0518,0.4586,0.4068,0.0552,0.3861,0.3309,0.0602,0.2742,0.214,0.0937,0.3338,0.2401,0.0639,1.1705,1.1066,0.0586,0.3893,0.3307,0.0555,0.3234,0.2679,0.081,0.2302,0.1492,0.0578,0.3003,0.2425,0.052,0.5303,0.4783,0.0586
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0834,0.2017,0.1183,0.0939,0.5114,0.4175,0.0963,0.2023,0.106,0.1074,0.5546,0.4472,0.0992,0.4339,0.3347,0.1121,0.1472,0.0351,0.0847,0.2095,0.1248,0.0897,0.1393,0.0496,0.1171,0.2616,0.1445,0.1219,0.2426,0.1207,0.0926
1,0.0578,0.4414,0.3836,0.0584,0.3566,0.2982,0.0496,0.2647,0.2151,0.104,0.3634,0.2594,0.0599,0.6099,0.55,0.0515,0.6445,0.593,0.0557,0.3732,0.3175,0.0752,0.1843,0.1091,0.0528,0.3439,0.2911,0.0502,0.4045,0.3543,0.057
1,0.0573,0.5916,0.5343,0.0494,0.3563,0.3069,0.0518,0.3257,0.2739,0.0961,0.37,0.2739,0.0594,0.5617,0.5023,0.0599,0.4096,0.3497,0.0518,0.3456,0.2938,0.1212,0.2015,0.0803,0.0626,0.3265,0.2639,0.0557,0.7739,0.7182,0.057
0,0.0863,0.2675,0.1812,0.0523,0.1244,0.0721,0.0541,0.2832,0.2291,0.089,0.3999,0.3109,0.0744,0.3196,0.2452,0.0684,0.1407,0.0723,0.0956,0.1237,0.0281,0.0866,0.1012,0.0146,0.1214,0.0905,-0.0309,0.0927,0.2127,0.12,0.0708
1,0.0607,0.4839,0.4232,0.0552,0.3233,0.2681,0.0528,0.2629,0.2101,0.1056,0.4787,0.3731,0.0694,1.0688,0.9994,0.061,0.4128,0.3518,0.0552,0.3691,0.3139,0.085,0.1914,0.1064,0.0573,0.3154,0.2581,0.0446,0.8055,0.7609,0.0557
1,0.0642,0.6349,0.5707,0.0591,0.346,0.2869,0.0494,0.2154,0.166,0.1114,0.27,0.1586,0.0515,0.7092,0.6577,0.0626,0.4244,0.3618,0.057,0.3735,0.3165,0.1227,0.2228,0.1001,0.0639,0.9854,0.9215,0.0536,0.6464,0.5928,0.0491
0,0.0649,1.0582,0.9933,0.1451,0.1261,-0.019,0.085,0.2978,0.2128,0.0902,0.3544,0.2642,0.0728,0.528,0.4552,0.1596,0.4661,0.3065,0.1182,0.3567,0.2385,0.2292,0.3606,0.1314,0.0992,0.7825,0.6833,0.0789,0.4314,0.3525,0.1184
1,0.0552,0.5132,0.458,0.0552,0.3539,0.2987,0.0452,0.3007,0.2555,0.0855,0.4056,0.3201,0.0613,2.7248,2.6635,0.0768,0.7038,0.627,0.0594,0.4685,0.4091,0.1122,0.2344,0.1222,0.0665,0.3905,0.324,0.0525,0.4435,0.391,0.0689
0,0.1111,0.1651,0.054,0.0931,0.0728,-0.0203,0.0768,0.1043,0.0275,0.1166,0.2622,0.1456,0.0963,0.4838,0.3875,0.1111,0.2037,0.0926,0.082,0.1172,0.0352,0.0976,0.1035,0.0059,0.0765,0.1158,0.0393,0.0876,0.1832,0.0956,0.1153
1,0.0597,0.5908,0.5311,0.0555,1.5406,1.4851,0.0758,0.9514,0.8756,0.0998,0.8685,0.7687,0.065,0.6607,0.5957,0.0723,0.618,0.5457,0.0605,0.4815,0.421,0.1225,0.4318,0.3093,0.0618,0.3824,0.3206,0.0565,0.4987,0.4422,0.0826
1,0.0647,0.4802,0.4155,0.0599,0.4383,0.3784,0.0541,0.2908,0.2367,0.0919,0.289,0.1971,0.0631,0.5337,0.4706,0.057,0.4323,0.3753,0.0536,0.2922,0.2386,0.104,0.2149,0.1109,0.0576,0.3531,0.2955,0.056,0.8415,0.7855,0.0591
0,0.1014,0.3407,0.2393,0.0668,0.1558,0.089,0.0531,0.1157,0.0626,0.0937,0.2177,0.124,0.0826,0.2653,0.1827,0.0829,0.1341,0.0512,0.0808,0.1165,0.0357,0.0715,0.0758,0.0043,0.117,0.0813,-0.0357,0.0843,0.2008,0.1165,0.0768
1,0.0523,0.4813,0.429,0.0562,0.3418,0.2856,0.0452,0.2827,0.2375,0.1008,0.603,0.5022,0.0628,0.5526,0.4898,0.052,0.434,0.382,0.0523,0.3638,0.3115,0.1053,0.2109,0.1056,0.0562,0.3483,0.2921,0.0515,0.7401,0.6886,0.0425
0,0.1029,0.0967,-0.0062,0.0979,0.1997,0.1018,0.0915,0.0992,0.0077,0.0457,0.2,0.1543,0.0786,0.2371,0.1585,0.0932,0.195,0.1018,0.0813,0.0755,-0.0058,0.0961,0.1468,0.0507,0.0791,0.1492,0.0701,0.0755,0.4968,0.4213,0.1084
1,0.0449,0.5417,0.4968,0.0502,2.2892,2.239,0.051,0.568,0.517,0.1164,1.1653,1.0489,0.0618,1.0683,1.0065,0.0813,0.9126,0.8313,0.0618,0.3326,0.2708,0.0908,0.2215,0.1307,0.0565,0.351,0.2945,0.0528,0.3506,0.2978,0.047
0,0.0496,0.2265,0.1769,0.0691,0.1635,0.0944,0.0515,0.1378,0.0863,0.061,0.1778,0.1168,0.0541,0.3427,0.2886,0.1124,0.1633,0.0509,0.076,0.1212,0.0452,0.0927,0.085,-0.0077,0.0961,0.1591,0.063,0.066,0.2803,0.2143,0.0654
0,0.0945,0.1675,0.073,0.0684,0.1225,0.0541,0.0797,0.1354,0.0557,0.0789,0.4766,0.3977,0.0734,0.3057,0.2323,0.0853,0.1663,0.081,0.0821,0.1292,0.0471,0.0779,0.1223,0.0444,0.0789,0.1689,0.09,0.0869,0.5238,0.4369,0.0982
1,0.0494,0.4589,0.4095,0.065,0.3783,0.3133,0.0602,0.2848,0.2246,0.0993,0.4144,0.3151,0.066,0.6081,0.5421,0.0576,0.4158,0.3582,0.0602,0.3574,0.2972,0.1341,0.2402,0.1061,0.065,0.351,0.286,0.0631,0.9164,0.8533,0.0697
1,0.0602,0.5024,0.4422,0.0591,0.3502,0.2911,0.0573,0.3384,0.2811,0.1024,0.4027,0.3003,0.0731,0.7012,0.6281,0.0557,0.3898,0.3341,0.0557,0.269,0.2133,0.1069,0.2487,0.1418,0.0642,0.3363,0.2721,0.0557,0.4744,0.4187,0.0713
1,0.0634,0.4692,0.4058,0.0713,0.3484,0.2771,0.0555,0.279,0.2235,0.0966,0.2906,0.194,0.0634,0.7034,0.64,0.0679,0.4461,0.3782,0.0586,0.3846,0.326,0.123,0.2123,0.0893,0.0599,0.3217,0.2618,0.0491,0.5728,0.5237,0.0423
1,0.062,0.4636,0.4016,0.0584,0.3294,0.271,0.0491,0.2959,0.2468,0.1019,1.1389,1.037,0.0628,0.7881,0.7253,0.0686,0.9271,0.8585,0.0615,0.335,0.2735,0.1188,0.2181,0.0993,0.0684,0.3769,0.3085,0.0602,0.3733,0.3131,0.0235
1,0.0467,0.4488,0.4021,0.0525,0.3439,0.2914,0.0409,0.2135,0.1726,0.1066,0.3813,0.2747,0.0634,1.1391,1.0757,0.0584,0.4553,0.3969,0.0494,0.4089,0.3595,0.0758,0.1608,0.085,0.0531,0.3513,0.2982,0.0507,0.4528,0.4021,0.0544
0,0.0673,0.2012,0.1339,0.0791,0.1184,0.0393,0.0752,0.1638,0.0886,0.0786,0.2906,0.212,0.1002,0.5017,0.4015,0.1564,0.2113,0.0549,0.0776,0.1423,0.0647,0.0936,0.1261,0.0325,0.0857,0.1896,0.1039,0.0839,0.1853,0.1014,0.0799
1,0.0589,0.4882,0.4293,0.0525,0.3388,0.2863,0.0515,0.2706,0.2191,0.0837,0.2885,0.2048,0.0576,0.5322,0.4746,0.0475,0.389,0.3415,0.0565,0.3722,0.3157,0.0945,0.1613,0.0668,0.0555,0.3157,0.2602,0.0475,0.3443,0.2968,0.0452
1,0.0642,0.5262,0.462,0.0573,0.3365,0.2792,0.0565,0.3077,0.2512,0.0869,0.345,0.2581,0.062,0.6584,0.5964,0.0739,0.4629,0.389,0.0591,0.4595,0.4004,0.1048,0.2096,0.1048,0.0673,0.3409,0.2736,0.0578,0.728,0.6702,0.061
0,0.0847,0.2535,0.1688,0.0961,0.1811,0.085,0.1082,0.1549,0.0467,0.1106,0.2602,0.1496,0.1264,0.4495,0.3231,0.1436,0.2389,0.0953,0.1214,0.2141,0.0927,0.1296,0.1365,0.0069,0.0937,0.2299,0.1362,0.1024,0.3438,0.2414,0.0905
1,0.0591,0.5187,0.4596,0.0576,0.3545,0.2969,0.0486,0.3202,0.2716,0.095,0.3256,0.2306,0.0615,0.611,0.5495,0.0504,0.3967,0.3463,0.0573,0.3073,0.25,0.0974,0.1959,0.0985,0.0562,0.4146,0.3584,0.0557,0.5082,0.4525,0.0576
0,0.1135,0.1475,0.034,0.0721,0.1458,0.0737,0.0694,0.1175,0.0481,0.0837,0.5173,0.4336,0.0676,0.4999,0.4323,0.0818,0.2574,0.1756,0.0805,0.1331,0.0526,0.0589,0.1112,0.0523,0.0744,0.1612,0.0868,0.095,0.4686,0.3736,0.1074
1,0.0552,0.5412,0.486,0.0636,0.3755,0.3119,0.0549,0.3027,0.2478,0.0953,0.3331,0.2378,0.0576,0.5902,0.5326,0.062,0.4265,0.3645,0.0642,0.4245,0.3603,0.1177,0.2238,0.1061,0.0684,0.4035,0.3351,0.0615,0.7288,0.6673,0.0652
1,0.0565,0.5684,0.5119,0.0518,0.3764,0.3246,0.0544,0.2428,0.1884,0.1051,0.255,0.1499,0.0586,0.9585,0.8999,0.0515,0.406,0.3545,0.0481,0.3171,0.269,0.1064,0.178,0.0716,0.0581,0.3716,0.3135,0.0626,0.3707,0.3081,0.0256
1,0.0515,0.4676,0.4161,0.0512,0.3779,0.3267,0.042,0.2663,0.2243,0.0866,0.4954,0.4088,0.065,0.5554,0.4904,0.0507,0.4002,0.3495,0.046,0.2952,0.2492,0.0816,0.3041,0.2225,0.0626,0.498,0.4354,0.0486,0.8066,0.758,0.0496
1,0.0618,0.5111,0.4493,0.0628,0.3716,0.3088,0.0557,0.256,0.2003,0.1045,0.3998,0.2953,0.0684,0.5731,0.5047,0.057,0.417,0.36,0.0536,0.3994,0.3458,0.1196,0.1717,0.0521,0.0576,0.3204,0.2628,0.0533,1.0077,0.9544,0.062
1,0.0639,0.4948,0.4309,0.0589,0.3342,0.2753,0.0562,0.2853,0.2291,0.1016,0.3969,0.2953,0.0747,0.5606,0.4859,0.0547,0.3873,0.3326,0.0496,0.2782,0.2286,0.1101,0.1854,0.0753,0.0647,0.3484,0.2837,0.0544,0.3369,0.2825,0.052
1,0.0547,0.4402,0.3855,0.0523,0.3962,0.3439,0.0301,0.2848,0.2547,0.104,0.3732,0.2692,0.0623,0.6266,0.5643,0.0544,0.464,0.4096,0.0415,2.8567,2.8152,0.1285,0.5526,0.4241,0.052,0.4296,0.3776,0.0555,0.7829,0.7274,0.0591
0,0.0623,0.3937,0.3314,0.1609,0.1453,-0.0156,0.0673,0.2353,0.168,0.0807,0.3165,0.2358,0.0799,0.5641,0.4842,0.1501,0.5193,0.3692,0.1137,0.4999,0.3862,0.2226,0.5623,0.3397,0.0629,0.8326,0.7697,0.0665,0.3077,0.2412,0.0691
1,0.0499,0.4588,0.4089,0.0475,0.375,0.3275,0.0391,0.3043,0.2652,0.1154,0.6133,0.4979,0.07,0.8227,0.7527,0.0562,0.4051,0.3489,0.043,0.2751,0.2321,0.0987,0.1969,0.0982,0.0531,0.3447,0.2916,0.0473,0.3483,0.301,0.0448
0,0.0781,0.1213,0.0432,0.09,0.1233,0.0333,0.0367,0.0505,0.0138,0.0884,0.2407,0.1523,0.1169,0.3294,0.2125,0.0859,0.1983,0.1124,0.065,0.1495,0.0845,0.1062,0.0621,-0.0441,0.1202,0.0726,-0.0476,0.1212,0.5423,0.4211,0.1119
1,0.0539,0.4644,0.4105,0.0539,0.365,0.3111,0.0642,0.297,0.2328,0.0961,0.8358,0.7397,0.0708,0.9636,0.8928,0.0657,0.4268,0.3611,0.0597,0.3176,0.2579,0.1148,0.3115,0.1967,0.0631,0.2993,0.2362,0.0584,0.7367,0.6783,0.0536
0,0.1058,0.1004,-0.0054,0.0947,0.7086,0.6139,0.0805,0.1549,0.0744,0.0997,0.6878,0.5881,0.0884,0.261,0.1726,0.1005,0.8336,0.7331,0.1082,0.1558,0.0476,0.1092,0.1372,0.028,0.095,0.1907,0.0957,0.095,0.2297,0.1347,0.0741
0,0.0918,0.2573,0.1655,0.1517,0.2034,0.0517,0.0554,0.1108,0.0554,0.1282,0.3199,0.1917,0.0707,0.426,0.3553,0.1116,0.3588,0.2472,0.0931,0.0958,0.0027,0.1436,0.1396,-0.004,0.065,0.1671,0.1021,0.1029,0.333,0.2301,0.0968
0,0.09,0.0947,0.0047,0.1179,0.1251,0.0072,0.0876,0.0836,-0.004,0.1153,0.1762,0.0609,0.1105,0.2213,0.1108,0.1059,0.0869,-0.019,0.0829,0.1289,0.046,0.1161,0.0536,-0.0625,0.0678,0.1825,0.1147,0.1087,0.094,-0.0147,0.1087
0,0.0715,0.1178,0.0463,0.0715,0.1261,0.0546,0.0533,0.0847,0.0314,0.0673,0.3785,0.3112,0.0649,0.2992,0.2343,0.0818,0.1262,0.0444,0.0799,0.1425,0.0626,0.0928,0.091,-0.0018,0.0712,0.1506,0.0794,0.1,0.1977,0.0977,0.1203
1,0.0584,0.7529,0.6945,0.0599,0.3908,0.3309,0.0591,0.2768,0.2177,0.0766,0.2901,0.2135,0.0636,0.5147,0.4511,0.0594,0.402,0.3426,0.0636,0.3342,0.2706,0.1241,0.2134,0.0893,0.0586,0.3293,0.2707,0.0507,0.4567,0.406,0.0536
0,0.047,0.1962,0.1492,0.0628,0.1462,0.0834,0.0367,0.099,0.0623,0.0718,0.1652,0.0934,0.0736,0.3081,0.2345,0.1061,0.2601,0.154,0.061,0.5479,0.4869,0.0628,0.0689,0.0061,0.052,0.1461,0.0941,0.0657,0.3048,0.2391,0.0694
0,0.0741,0.2193,0.1452,0.1005,0.1346,0.0341,0.0881,0.1723,0.0842,0.0739,0.239,0.1651,0.1029,0.4737,0.3708,0.1525,0.166,0.0135,0.0934,0.1412,0.0478,0.0966,0.1143,0.0177,0.0923,0.2009,0.1086,0.096,0.2016,0.1056,0.0939
1,0.0562,0.4607,0.4045,0.0676,0.5384,0.4708,0.0486,0.3006,0.252,0.0964,0.278,0.1816,0.0618,0.5757,0.5139,0.0552,0.5052,0.45,0.0499,0.2648,0.2149,0.0895,0.155,0.0655,0.0499,0.3352,0.2853,0.0536,0.4198,0.3662,0.0573
0,0.1412,0.1931,0.0519,0.15,0.1291,-0.0209,0.1624,0.1638,0.0014,0.1254,0.3085,0.1831,0.1088,0.3155,0.2067,0.146,0.1722,0.0262,0.1499,0.1299,-0.02,0.132,0.0956,-0.0364,0.147,0.1079,-0.0391,0.1383,0.4311,0.2928,0.1779
