class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.0974,0.1952,0.0978,0.0689,0.1273,0.0584,0.0586,0.1241,0.0655,0.0718,0.4547,0.3829,0.0679,0.3522,0.2843,0.094,0.1429,0.0489,0.0631,0.1036,0.0405,0.061,0.0906,0.0296,0.0969,0.1974,0.1005,0.0855,0.5374,0.4519,0.0816
1,0.1045,0.2031,0.0986,0.0705,0.1325,0.062,0.0776,0.1378,0.0602,0.0752,0.5819,0.5067,0.0652,0.368,0.3028,0.0676,0.1391,0.0715,0.0784,0.1081,0.0297,0.0605,0.0914,0.0309,0.0705,0.1547,0.0842,0.0924,0.4522,0.3598,0.0842
1,0.085,0.139,0.054,0.062,0.1264,0.0644,0.0631,0.117,0.0539,0.0718,0.917,0.8452,0.0665,0.4299,0.3634,0.079,0.1769,0.0979,0.0726,0.0972,0.0246,0.0584,0.0954,0.037,0.075,0.1835,0.1085,0.0818,0.5292,0.4474,0.0919
1,0.1027,0.1296,0.0269,0.0652,0.132,0.0668,0.0615,0.1162,0.0547,0.0729,0.5363,0.4634,0.0731,0.3445,0.2714,0.0681,0.141,0.0729,0.0744,0.1291,0.0547,0.0874,0.1508,0.0634,0.0639,0.1557,0.0918,0.0919,0.533,0.4411,0.0871
0,0.0536,0.4654,0.4118,0.0757,0.1485,0.0728,0.0586,0.1127,0.0541,0.0594,0.2427,0.1833,0.0784,0.3622,0.2838,0.1121,0.1952,0.0831,0.1097,0.1544,0.0447,0.0823,0.1008,0.0185,0.1219,0.191,0.0691,0.0984,0.3061,0.2077,0.0852
1,0.1595,0.2046,0.0451,0.0721,0.1452,0.0731,0.0742,0.1228,0.0486,0.0702,0.6402,0.57,0.0686,0.4049,0.3363,0.075,0.1481,0.0731,0.0834,0.1212,0.0378,0.0679,0.1036,0.0357,0.0784,0.194,0.1156,0.0884,1.1565,1.0681,0.1048
1,0.1391,0.324,0.1849,0.0792,1.096,1.0168,0.0921,0.3051,0.213,0.1262,1.0355,0.9093,0.0837,0.7142,0.6305,0.0924,0.288,0.1956,0.1032,0.1181,0.0149,0.065,0.154,0.089,0.0789,0.2346,0.1557,0.0869,0.6552,0.5683,0.0905
1,0.0945,0.19,0.0955,0.0692,0.1159,0.0467,0.0684,0.1484,0.08,0.0713,0.4785,0.4072,0.0731,0.3479,0.2748,0.0814,0.1342,0.0528,0.0715,0.1101,0.0386,0.0557,0.0793,0.0236,0.0742,0.1626,0.0884,0.0845,0.4873,0.4028,0.0948
1,0.0905,0.1543,0.0638,0.0628,0.1597,0.0969,0.0591,0.127,0.0679,0.0729,0.6418,0.5689,0.0702,0.3379,0.2677,0.0871,0.1465,0.0594,0.0631,0.1226,0.0595,0.0586,0.0716,0.013,0.071,0.1707,0.0997,0.0834,0.6406,0.5572,0.0723
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.0797,0.8322,0.7525,0.0618,0.174,0.1122,0.0679,0.1186,0.0507,0.0737,1.7909,1.7172,0.0776,0.4429,0.3653,0.0792,0.2139,0.1347,0.0784,0.1426,0.0642,0.0462,0.0938,0.0476,0.0742,0.1898,0.1156,0.0858,0.524,0.4382,0.0876
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.0892,0.1667,0.0775,0.0755,0.1679,0.0924,0.0665,0.1402,0.0737,0.0744,0.6014,0.527,0.0692,0.4023,0.3331,0.0882,0.1671,0.0789,0.0663,0.0989,0.0326,0.0528,0.1085,0.0557,0.0681,0.1689,0.1008,0.0882,1.2843,1.1961,0.1468
0,0.1089,0.2533,0.1444,0.0905,0.1599,0.0694,0.0815,0.086,0.0045,0.077,0.5143,0.4373,0.0728,0.3709,0.2981,0.0799,0.1509,0.071,0.0689,0.1086,0.0397,0.0828,0.1116,0.0288,0.0649,0.1509,0.086,0.0839,0.1919,0.108,0.0818
0,0.1035,0.2623,0.1588,0.1101,0.2476,0.1375,0.1103,0.127,0.0167,0.0905,0.7988,0.7083,0.0681,0.786,0.7179,0.1275,0.2112,0.0837,0.1439,0.108,-0.0359,0.1144,0.1593,0.0449,0.1008,0.1436,0.0428,0.1209,0.2823,0.1614,0.0781
1,0.1138,0.147,0.0332,0.0808,0.1386,0.0578,0.0655,0.1349,0.0694,0.0705,0.6223,0.5518,0.0766,0.6525,0.5759,0.0768,0.1634,0.0866,0.0847,0.1125,0.0278,0.0631,0.1212,0.0581,0.0705,0.1837,0.1132,0.0934,0.5437,0.4503,0.0924
