class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0942,0.1917,0.0975,0.0979,0.0905,-0.0074,0.0728,0.1042,0.0314,0.0952,0.3594,0.2642,0.0889,0.4395,0.3506,0.096,0.2221,0.1261,0.0813,0.2288,0.1475,0.0715,0.1277,0.0562,0.0881,0.1546,0.0665,0.0789,0.1798,0.1009,0.1024
0,0.0997,0.154,0.0543,0.0778,0.129,0.0512,0.1034,0.1013,-0.0021,0.0549,0.3197,0.2648,0.081,0.3582,0.2772,0.047,0.1913,0.1443,0.0881,0.1119,0.0238,0.0786,0.1973,0.1187,0.1751,0.2273,0.0522,0.1118,0.3018,0.19,0.1111
0,0.0926,0.7987,0.7061,0.1343,0.2013,0.067,0.0741,0.2094,0.1353,0.1298,0.8985,0.7687,0.1111,0.7027,0.5916,0.1197,0.2998,0.1801,0.0852,0.1699,0.0847,0.1401,0.233,0.0929,0.072,0.3505,0.2785,0.0675,0.4595,0.392,0.0773
1,0.1129,0.3349,0.222,0.1288,0.119,-0.0098,0.1272,0.1098,-0.0174,0.153,0.678,0.525,0.105,0.4688,0.3638,0.1034,0.2487,0.1453,0.1145,0.1381,0.0236,0.2112,0.0961,-0.1151,0.1526,0.0963,-0.0563,0.1684,0.3244,0.156,0.0918
1,0.1227,0.245,0.1223,0.1791,0.1303,-0.0488,0.1385,0.1374,-0.0011,0.1609,0.2996,0.1387,0.1298,0.5065,0.3767,0.0103,0.3851,0.3748,0.1245,0.1565,0.032,0.2512,0.0889,-0.1623,0.157,0.1221,-0.0349,0.1832,0.3078,0.1246,0.1026
1,0.1192,0.3108,0.1916,0.0984,0.1058,0.0074,0.124,0.1174,-0.0066,0.1482,1.2919,1.1437,0.1045,0.4906,0.3861,0.0923,0.3258,0.2335,0.1087,0.1399,0.0312,0.2246,0.0787,-0.1459,0.1552,0.106,-0.0492,0.1974,0.3956,0.1982,0.0966
1,0.091,0.3641,0.2731,0.1533,0.0929,-0.0604,0.1509,0.1498,-0.0011,0.1818,0.9181,0.7363,0.1137,0.3783,0.2646,0.0929,0.2989,0.206,0.0995,0.1241,0.0246,0.2395,0.0723,-0.1672,0.182,0.1229,-0.0591,0.1625,0.4372,0.2747,0.0897
0,0.0744,0.1068,0.0324,0.0881,0.1222,0.0341,0.0522,0.0878,0.0356,0.0636,0.4483,0.3847,0.091,0.416,0.325,0.1043,0.1029,-0.0014,0.0858,0.084,-0.0018,0.1061,0.0868,-0.0193,0.1016,0.1992,0.0976,0.0259,0.1759,0.15,0.0786
1,0.1037,0.3813,0.2776,0.1498,0.1263,-0.0235,0.1525,0.1718,0.0193,0.119,0.4315,0.3125,0.0889,0.5507,0.4618,0.1097,0.4014,0.2917,0.0942,0.2375,0.1433,0.1813,0.1011,-0.0802,0.161,0.1216,-0.0394,0.1589,0.4077,0.2488,0.0944
1,0.1351,0.4428,0.3077,0.1839,0.1332,-0.0507,0.1211,0.1565,0.0354,0.1351,1.4528,1.3177,0.081,0.8936,0.8126,0.096,0.3746,0.2786,0.1282,0.4418,0.3136,0.1686,0.1306,-0.038,0.1058,0.317,0.2112,0.1039,2.5462,2.4423,0.1153
1,0.1195,0.3101,0.1906,0.1362,0.1008,-0.0354,0.1623,0.1428,-0.0195,0.1817,0.3771,0.1954,0.1126,1.5286,1.416,0.0952,0.3685,0.2733,0.0863,0.1107,0.0244,0.2327,0.1058,-0.1269,0.1628,0.1108,-0.052,0.1686,0.3961,0.2275,0.1018
1,0.1184,0.2916,0.1732,0.148,0.0992,-0.0488,0.1203,0.1298,0.0095,0.1654,0.6063,0.4409,0.1016,0.5231,0.4215,0.1324,0.344,0.2116,0.1358,0.1211,-0.0147,0.2506,0.1042,-0.1464,0.1594,0.1274,-0.032,0.1697,0.3988,0.2291,0.1021
0,0.0752,0.1811,0.1059,0.077,0.1564,0.0794,0.0654,0.0778,0.0124,0.0849,0.2041,0.1192,0.1055,0.2946,0.1891,0.0977,0.1877,0.09,0.0939,0.0755,-0.0184,0.0963,0.1399,0.0436,0.0517,0.153,0.1013,0.1293,0.1273,-0.002,0.1148
1,0.1174,0.2877,0.1703,0.1481,0.1351,-0.013,0.1507,0.104,-0.0467,0.1759,0.5451,0.3692,0.1163,0.5895,0.4732,0.0889,0.3205,0.2316,0.1113,0.1243,0.013,0.2414,0.0834,-0.158,0.1443,0.1144,-0.0299,0.2079,0.4066,0.1987,0.0966
0,0.1234,0.2876,0.1642,0.0499,0.0832,0.0333,0.0699,0.1182,0.0483,0.033,0.4304,0.3974,0.0573,0.3309,0.2736,0.0486,0.2839,0.2353,0.1424,0.1913,0.0489,0.1266,0.0644,-0.0622,0.1095,0.0799,-0.0296,0.1042,0.2505,0.1463,0.0842
1,0.1327,0.3415,0.2088,0.1356,0.1113,-0.0243,0.1565,0.5956,0.4391,0.1688,0.8869,0.7181,0.0826,0.5627,0.4801,0.061,0.4722,0.4112,0.1084,0.3862,0.2778,0.181,0.1087,-0.0723,0.1285,0.4716,0.3431,0.0976,0.382,0.2844,0.143
0,0.1035,0.2715,0.168,0.1059,0.164,0.0581,0.0697,0.1291,0.0594,0.0781,0.3536,0.2755,0.0721,0.5471,0.475,0.1204,0.5453,0.4249,0.0971,0.189,0.0919,0.1436,0.1386,-0.005,0.0861,0.1634,0.0773,0.1088,0.4826,0.3738,0.0998
0,0.0803,0.1998,0.1195,0.0755,0.1151,0.0396,0.0824,0.1289,0.0465,0.0779,0.1761,0.0982,0.0718,0.3179,0.2461,0.0768,0.1576,0.0808,0.0874,0.1495,0.0621,0.0971,0.1294,0.0323,0.066,0.1797,0.1137,0.1241,0.2699,0.1458,0.1111
