class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1219,0.2133,0.0914,0.0802,0.0744,-0.0058,0.0828,0.1198,0.037,0.0929,0.2482,0.1553,0.0892,0.4258,0.3366,0.0842,0.1359,0.0517,0.0865,0.1668,0.0803,0.0918,0.0905,-0.0013,0.0937,0.1638,0.0701,0.0907,0.1934,0.1027,0.1153
0,0.0936,0.1518,0.0582,0.048,0.0871,0.0391,0.0958,0.1093,0.0135,0.0396,0.2171,0.1775,0.0499,0.3232,0.2733,0.0536,0.2148,0.1612,0.0646,0.0863,0.0217,0.1087,0.052,-0.0567,0.1195,0.0902,-0.0293,0.1116,0.2217,0.1101,0.0981
0,0.0836,0.4772,0.3936,0.1316,0.293,0.1614,0.0662,0.2213,0.1551,0.124,0.3186,0.1946,0.0936,0.5043,0.4107,0.1409,0.2725,0.1316,0.0836,0.181,0.0974,0.1385,0.2665,0.128,0.0657,0.3526,0.2869,0.062,0.4725,0.4105,0.0681
1,0.0839,0.1712,0.0873,0.0739,0.1275,0.0536,0.0557,0.1006,0.0449,0.0689,0.1615,0.0926,0.0328,0.239,0.2062,0.0744,0.1525,0.0781,0.0863,0.1257,0.0394,0.1003,0.1088,0.0085,0.1077,0.1127,0.005,0.0803,0.1865,0.1062,0.0979
1,0.1074,0.1963,0.0889,0.0787,0.1072,0.0285,0.0721,0.0954,0.0233,0.0869,0.1943,0.1074,0.0721,0.2567,0.1846,0.0681,0.1144,0.0463,0.0787,0.1281,0.0494,0.1035,0.0842,-0.0193,0.1352,0.1167,-0.0185,0.0818,0.1854,0.1036,0.0958
1,0.0842,0.1564,0.0722,0.0866,0.1291,0.0425,0.0404,0.0776,0.0372,0.0861,0.2291,0.143,0.0589,0.2593,0.2004,0.0834,0.1637,0.0803,0.081,0.0969,0.0159,0.0913,0.103,0.0117,0.1225,0.1349,0.0124,0.1539,0.2818,0.1279,0.1064
1,0.1,0.1596,0.0596,0.0821,0.1101,0.028,0.1027,0.1048,0.0021,0.0948,0.2062,0.1114,0.0858,0.2841,0.1983,0.1094,0.1429,0.0335,0.0903,0.1516,0.0613,0.1029,0.1146,0.0117,0.1235,0.1013,-0.0222,0.0869,0.1873,0.1004,0.0824
0,0.0454,0.332,0.2866,0.0602,0.1248,0.0646,0.0538,0.1369,0.0831,0.0509,0.197,0.1461,0.0581,0.3229,0.2648,0.0955,0.1907,0.0952,0.0588,0.1312,0.0724,0.0464,0.091,0.0446,0.061,0.1604,0.0994,0.0625,0.2976,0.2351,0.0728
1,0.0713,0.1451,0.0738,0.0742,0.1233,0.0491,0.0726,0.0864,0.0138,0.0932,0.2391,0.1459,0.0742,0.3178,0.2436,0.0927,0.1283,0.0356,0.066,0.1928,0.1268,0.0906,0.0837,-0.0069,0.1281,0.1257,-0.0024,0.0742,0.1913,0.1171,0.0763
1,0.118,0.1757,0.0577,0.094,0.1225,0.0285,0.1264,0.1605,0.0341,0.095,0.3847,0.2897,0.0832,0.3604,0.2772,0.1152,0.1596,0.0444,0.1111,0.1751,0.064,0.1159,0.0869,-0.029,0.1444,0.1375,-0.0069,0.0993,0.1908,0.0915,0.0916
