class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1485,0.4164,0.2679,0.0936,0.2123,0.1187,0.1124,0.2387,0.1263,0.0847,0.6693,0.5846,0.1005,0.4083,0.3078,0.1124,0.2121,0.0997,0.1071,0.1734,0.0663,0.1208,0.1259,0.0051,0.1176,0.3038,0.1862,0.1045,0.2486,0.1441,0.0902
0,0.1063,0.1561,0.0498,0.0451,0.1037,0.0586,0.1024,0.0847,-0.0177,0.0438,0.1667,0.1229,0.0652,0.3825,0.3173,0.0464,0.2525,0.2061,0.0876,0.1001,0.0125,0.095,0.0831,-0.0119,0.103,0.0768,-0.0262,0.084,0.168,0.084,0.0971
0,0.1016,0.1553,0.0537,0.0984,0.0694,-0.029,0.0744,0.1198,0.0454,0.1274,0.3014,0.174,0.0633,0.4268,0.3635,0.0731,0.1531,0.08,0.0876,0.1433,0.0557,0.0733,0.0895,0.0162,0.0881,0.1248,0.0367,0.1184,0.2172,0.0988,0.1005
1,0.0752,0.5857,0.5105,0.0971,0.1156,0.0185,0.0683,0.2007,0.1324,0.1039,0.3051,0.2012,0.1134,0.7032,0.5898,0.1082,0.3342,0.226,0.0773,0.2042,0.1269,0.1337,0.2218,0.0881,0.0791,0.3032,0.2241,0.0736,0.6199,0.5463,0.0704
1,0.0747,0.5161,0.4414,0.1229,0.1699,0.047,0.086,0.1731,0.0871,0.1622,0.2796,0.1174,0.1005,2.3769,2.2764,0.1103,0.5832,0.4729,0.0886,0.1694,0.0808,0.1082,0.1692,0.061,0.071,0.2363,0.1653,0.0694,0.5514,0.482,0.0594
1,0.081,0.3539,0.2729,0.1324,0.3331,0.2007,0.0818,0.2176,0.1358,0.1245,0.2869,0.1624,0.0907,0.5742,0.4835,0.1074,0.1778,0.0704,0.0863,0.155,0.0687,0.1474,0.2482,0.1008,0.0739,0.2946,0.2207,0.0723,0.4393,0.367,0.0617
1,0.0802,0.4019,0.3217,0.1213,0.1485,0.0272,0.0678,0.1812,0.1134,0.1282,0.2883,0.1601,0.1155,0.5597,0.4442,0.1103,0.1689,0.0586,0.0868,0.1626,0.0758,0.1438,0.2454,0.1016,0.0673,0.3985,0.3312,0.0594,0.4554,0.396,0.0689
0,0.0675,0.1136,0.0461,0.0889,0.1177,0.0288,0.0605,0.0541,-0.0064,0.0771,0.2079,0.1308,0.1066,0.3683,0.2617,0.1382,0.1271,-0.0111,0.143,0.1288,-0.0142,0.1288,0.0576,-0.0712,0.1287,0.1234,-0.0053,0.0942,0.1827,0.0885,0.0704
1,0.0815,0.3544,0.2729,0.1029,0.1873,0.0844,0.0681,0.316,0.2479,0.3254,1.0292,0.7038,0.0952,0.6172,0.522,0.1154,0.2491,0.1337,0.0931,0.1652,0.0721,0.1464,0.2351,0.0887,0.0765,0.2727,0.1962,0.0802,0.5901,0.5099,0.0878
1,0.1124,0.4438,0.3314,0.1016,0.2419,0.1403,0.0776,0.2403,0.1627,0.1092,0.7194,0.6102,0.095,0.6552,0.5602,0.1072,0.2386,0.1314,0.1034,0.2931,0.1897,0.1353,0.3218,0.1865,0.0596,0.4691,0.4095,0.0599,1.0421,0.9822,0.0726
1,0.0881,0.2884,0.2003,0.1258,0.2158,0.09,0.0741,0.159,0.0849,0.125,0.3252,0.2002,0.0976,0.5781,0.4805,0.1396,0.185,0.0454,0.095,0.1652,0.0702,0.1382,0.2572,0.119,0.0907,0.2782,0.1875,0.1034,0.5065,0.4031,0.086
1,0.0926,0.3887,0.2961,0.1103,0.1931,0.0828,0.0694,0.1744,0.105,0.1482,0.3315,0.1833,0.0905,0.6072,0.5167,0.1124,0.1963,0.0839,0.0813,0.1518,0.0705,0.1366,0.3118,0.1752,0.0855,0.3075,0.222,0.0718,0.4369,0.3651,0.0852
0,0.0573,0.1174,0.0601,0.0704,0.1327,0.0623,0.1016,0.0689,-0.0327,0.0797,0.1841,0.1044,0.1068,0.2635,0.1567,0.0958,0.1565,0.0607,0.0921,0.1157,0.0236,0.0575,0.0802,0.0227,0.0515,0.158,0.1065,0.1024,0.1226,0.0202,0.125
1,0.0863,0.3745,0.2882,0.1348,0.1675,0.0327,0.0633,0.1622,0.0989,0.1546,0.2886,0.134,0.0952,0.5615,0.4663,0.114,0.2396,0.1256,0.0889,0.1473,0.0584,0.1319,0.2382,0.1063,0.0689,0.2727,0.2038,0.0805,0.4644,0.3839,0.082
0,0.0575,0.1197,0.0622,0.0486,0.1019,0.0533,0.0797,0.0525,-0.0272,0.0402,0.1639,0.1237,0.0261,0.4626,0.4365,0.0549,0.2288,0.1739,0.0628,0.0895,0.0267,0.1093,0.0204,-0.0889,0.1148,0.0926,-0.0222,0.0823,0.1872,0.1049,0.0588
1,0.0755,0.4204,0.3449,0.1153,0.1739,0.0586,0.0662,0.1664,0.1002,0.1198,0.2598,0.14,0.0823,0.8416,0.7593,0.1145,0.3123,0.1978,0.096,0.2071,0.1111,0.1517,0.2654,0.1137,0.0723,0.3434,0.2711,0.0768,0.5772,0.5004,0.0765
0,0.0787,0.522,0.4433,0.0755,0.2508,0.1753,0.0436,0.4767,0.4331,0.0599,0.3264,0.2665,0.0486,0.469,0.4204,0.0887,0.222,0.1333,0.0847,0.1159,0.0312,0.1204,0.1469,0.0265,0.0729,0.1782,0.1053,0.0985,0.3348,0.2363,0.0694
0,0.0805,0.1857,0.1052,0.0882,0.1128,0.0246,0.0932,0.1336,0.0404,0.1019,0.2391,0.1372,0.0779,0.3413,0.2634,0.0773,0.1821,0.1048,0.081,0.1339,0.0529,0.0882,0.0869,-0.0013,0.0834,0.1285,0.0451,0.1045,0.2379,0.1334,0.0721
1,0.0731,0.3483,0.2752,0.1161,0.1694,0.0533,0.0554,0.1593,0.1039,0.1287,0.2703,0.1416,0.1163,0.5671,0.4508,0.1266,0.206,0.0794,0.0805,0.1492,0.0687,0.1432,0.2308,0.0876,0.0747,0.2841,0.2094,0.0791,0.4611,0.382,0.0873
1,0.077,0.4008,0.3238,0.1124,0.1494,0.037,0.0675,0.1757,0.1082,0.1229,0.3041,0.1812,0.1087,0.7602,0.6515,0.1272,1.5394,1.4122,0.1163,0.2206,0.1043,0.1351,0.1837,0.0486,0.0702,0.3497,0.2795,0.0794,0.4105,0.3311,0.0689
0,0.0884,0.1654,0.077,0.0779,0.1035,0.0256,0.0898,0.0684,-0.0214,0.0769,0.2107,0.1338,0.123,0.3274,0.2044,0.2157,0.3556,0.1399,0.0839,0.1175,0.0336,0.1386,0.122,-0.0166,0.1114,0.1404,0.029,0.0272,0.2464,0.2192,0.0985
0,0.0871,0.3845,0.2974,0.0799,0.1659,0.086,0.0596,0.1591,0.0995,0.0623,0.2002,0.1379,0.0755,0.7612,0.6857,0.0782,0.1104,0.0322,0.0652,0.1426,0.0774,0.0784,0.0972,0.0188,0.0699,0.1938,0.1239,0.0894,0.2169,0.1275,0.0884
1,0.0871,0.5733,0.4862,0.119,0.2422,0.1232,0.0678,0.1427,0.0749,0.1132,0.2422,0.129,0.0968,0.632,0.5352,0.1246,0.2022,0.0776,0.0839,0.1871,0.1032,0.1435,0.2264,0.0829,0.0604,0.2764,0.216,0.0776,0.4691,0.3915,0.0747
1,0.0889,0.4182,0.3293,0.1084,0.2674,0.159,0.0538,0.1514,0.0976,0.1137,0.3183,0.2046,0.0952,0.8305,0.7353,0.1138,0.2515,0.1377,0.0639,0.1392,0.0753,0.1419,0.3099,0.168,0.0902,0.4531,0.3629,0.0702,0.5891,0.5189,0.0757
0,0.0927,0.1581,0.0654,0.043,0.1045,0.0615,0.0758,0.0832,0.0074,0.0597,0.4331,0.3734,0.0544,0.3416,0.2872,0.0742,0.175,0.1008,0.0689,0.0629,-0.006,0.0803,0.1031,0.0228,0.062,0.1662,0.1042,0.0668,0.2015,0.1347,0.0502
1,0.0802,0.39,0.3098,0.1132,0.3767,0.2635,0.0691,0.1983,0.1292,0.1351,0.3128,0.1777,0.1047,0.5763,0.4716,0.1137,0.1928,0.0791,0.0929,0.1566,0.0637,0.1395,0.2403,0.1008,0.0702,0.3284,0.2582,0.0865,0.608,0.5215,0.0776
1,0.0731,0.3963,0.3232,0.1263,0.1696,0.0433,0.0596,0.163,0.1034,0.1316,0.2967,0.1651,0.1026,0.5465,0.4439,0.1132,0.2153,0.1021,0.0681,0.1645,0.0964,0.1398,0.2127,0.0729,0.0791,0.3077,0.2286,0.0786,0.5326,0.454,0.0818
0,0.1483,0.1429,-0.0054,0.0979,0.1979,0.1,0.1118,0.1377,0.0259,0.0612,0.1783,0.1171,0.0834,0.2976,0.2142,0.1029,0.2076,0.1047,0.1074,0.1173,0.0099,0.095,0.1206,0.0256,0.0828,0.1941,0.1113,0.0942,0.2183,0.1241,0.0736
1,0.076,0.4485,0.3725,0.1208,0.1981,0.0773,0.0697,0.143,0.0733,0.1324,0.3624,0.23,0.0997,0.585,0.4853,0.1114,0.2098,0.0984,0.0902,0.1794,0.0892,0.1435,0.2348,0.0913,0.0752,0.3141,0.2389,0.072,0.458,0.386,0.0773
0,0.1016,0.1946,0.093,0.0765,0.1957,0.1192,0.0966,0.185,0.0884,0.0868,0.5654,0.4786,0.0871,0.3764,0.2893,0.0861,0.1589,0.0728,0.0791,0.1631,0.084,0.0826,0.133,0.0504,0.0633,0.2292,0.1659,0.1121,0.2974,0.1853,0.0955
1,0.0865,0.376,0.2895,0.1124,0.1715,0.0591,0.0768,0.1422,0.0654,0.139,0.2503,0.1113,0.1034,0.7195,0.6161,0.1314,3.1764,3.045,0.0934,0.6309,0.5375,0.1432,0.2018,0.0586,0.0728,0.5042,0.4314,0.067,0.4814,0.4144,0.0694
1,0.0929,0.4016,0.3087,0.1424,0.2321,0.0897,0.0762,0.2047,0.1285,0.1445,0.3697,0.2252,0.0995,1.2798,1.1803,0.124,0.3305,0.2065,0.0981,0.2269,0.1288,0.1459,0.2393,0.0934,0.0781,0.3012,0.2231,0.0702,0.6582,0.588,0.0886
0,0.0708,0.5505,0.4797,0.057,0.0966,0.0396,0.0663,0.1043,0.038,0.0515,0.4542,0.4027,0.056,0.4169,0.3609,0.0795,0.1782,0.0987,0.0755,0.5073,0.4318,0.0818,0.1262,0.0444,0.0618,0.2125,0.1507,0.0499,0.1934,0.1435,0.0557
