class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.1224,0.2012,0.0788,0.0995,0.1138,0.0143,0.076,0.1114,0.0354,0.0749,0.3716,0.2967,0.0768,0.3543,0.2775,0.0847,0.1206,0.0359,0.0691,0.114,0.0449,0.1008,0.1077,0.0069,0.076,0.1649,0.0889,0.0907,0.2383,0.1476,0.1079
0,0.1482,0.2961,0.1479,0.06,0.0557,-0.0043,0.1177,0.0987,-0.019,0.0831,0.2548,0.1717,0.0828,0.33,0.2472,0.0528,0.1655,0.1127,0.0915,0.1072,0.0157,0.1325,0.0903,-0.0422,0.1093,0.0583,-0.051,0.1409,0.2737,0.1328,0.1103
0,0.0863,0.4388,0.3525,0.1269,0.2327,0.1058,0.0897,0.7094,0.6197,0.1443,1.4022,1.2579,0.0823,1.4004,1.3181,0.071,1.0145,0.9435,0.0644,0.2103,0.1459,0.1712,0.2388,0.0676,0.0697,0.5961,0.5264,0.0876,1.4166,1.329,0.0849
1,0.0895,0.087,-0.0025,0.0868,0.1702,0.0834,0.0607,0.0647,0.004,0.0712,0.912,0.8408,0.067,0.6225,0.5555,0.0718,0.2628,0.191,0.0776,0.1602,0.0826,0.0865,0.0992,0.0127,0.053,0.1482,0.0952,0.042,0.1685,0.1265,0.0652
1,0.1082,0.2962,0.188,0.0694,0.1425,0.0731,0.0565,0.849,0.7925,0.0517,0.6664,0.6147,0.0981,0.2907,0.1926,0.0824,0.1531,0.0707,0.0491,0.0703,0.0212,0.0646,0.105,0.0404,0.061,0.1314,0.0704,0.0881,0.1982,0.1101,0.0639
1,0.0868,0.5567,0.4699,0.0755,0.109,0.0335,0.0739,0.1889,0.115,0.1031,0.5155,0.4124,0.0697,0.3058,0.2361,0.0815,0.1633,0.0818,0.0596,0.0879,0.0283,0.0699,0.0858,0.0159,0.066,0.1377,0.0717,0.0828,0.2309,0.1481,0.0686
1,0.1026,0.279,0.1764,0.0889,0.134,0.0451,0.0881,0.1158,0.0277,0.1058,0.5886,0.4828,0.0697,0.3095,0.2398,0.0787,0.1919,0.1132,0.0739,0.0713,-0.0026,0.0726,0.1251,0.0525,0.0675,0.1754,0.1079,0.0728,0.2431,0.1703,0.0707
0,0.0533,0.3744,0.3211,0.0636,0.1836,0.12,0.0607,0.3347,0.274,0.066,0.2487,0.1827,0.0765,0.7775,0.701,0.1253,0.2675,0.1422,0.0573,0.1492,0.0919,0.0459,0.1108,0.0649,0.0483,0.2192,0.1709,0.0815,0.4841,0.4026,0.0844
1,0.0886,0.2636,0.175,0.0889,0.1575,0.0686,0.0773,0.1646,0.0873,0.0918,0.7231,0.6313,0.0599,0.3425,0.2826,0.0915,0.1978,0.1063,0.0844,0.1101,0.0257,0.0699,0.114,0.0441,0.0694,0.1667,0.0973,0.0733,0.2509,0.1776,0.0586
1,0.0852,0.2958,0.2106,0.1163,0.215,0.0987,0.0855,0.498,0.4125,0.1224,0.3502,0.2278,0.1034,1.1881,1.0847,0.0985,0.2575,0.159,0.0691,0.0882,0.0191,0.0813,0.2056,0.1243,0.057,0.1815,0.1245,0.0733,1.6446,1.5713,0.1184
