class,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0,0.0641,0.1774,0.1133,0.0847,0.5045,0.4198,0.0699,0.1274,0.0575,0.0944,1.7679,1.6735,0.0757,0.46,0.3843,0.0865,0.8666,0.7801,0.0615,0.2196,0.1581,0.0396,0.0766,0.037,0.086,0.6142,0.5282,0.1071,0.6289,0.5218,0.1076
0,0.0499,0.66,0.6101,0.0778,0.0799,0.0021,0.0887,0.0681,-0.0206,0.1369,0.6659,0.529,0.0849,1.1733,1.0884,0.1343,0.3308,0.1965,0.0697,0.1871,0.1174,0.1656,0.3234,0.1578,0.1055,0.0709,-0.0346,0.1298,0.5255,0.3957,0.014
0,0.1263,0.2831,0.1568,0.0923,0.0987,0.0064,0.0944,0.1298,0.0354,0.0847,0.389,0.3043,0.0839,0.4447,0.3608,0.0826,0.1549,0.0723,0.0689,0.1434,0.0745,0.0913,0.1077,0.0164,0.0728,0.1527,0.0799,0.0934,0.2054,0.112,0.1071
1,0.1045,0.2853,0.1808,0.0512,0.0802,0.029,0.0791,0.0931,0.014,0.0768,0.7698,0.693,0.0815,0.3442,0.2627,0.0541,0.1899,0.1358,0.0739,0.0898,0.0159,0.1092,0.0678,-0.0414,0.1128,0.0639,-0.0489,0.1146,0.2395,0.1249,0.1095
1,0.1174,0.1371,0.0197,0.0581,0.104,0.0459,0.1155,0.0952,-0.0203,0.0696,0.2821,0.2125,0.0314,0.4065,0.3751,0.0549,0.1731,0.1182,0.0649,0.0806,0.0157,0.1258,0.0715,-0.0543,0.1048,0.0644,-0.0404,0.1232,0.2539,0.1307,0.1198
1,0.1416,0.2222,0.0806,0.0876,0.1093,0.0217,0.11,0.1232,0.0132,0.0488,0.2492,0.2004,0.0757,0.3155,0.2398,0.048,0.2408,0.1928,0.1005,0.109,0.0085,0.129,0.0736,-0.0554,0.1257,0.0995,-0.0262,0.1109,0.4531,0.3422,0.1116
1,0.1314,0.2624,0.131,0.0522,0.0694,0.0172,0.1138,0.0863,-0.0275,0.0558,0.2583,0.2025,0.1205,0.5019,0.3814,0.0718,0.2066,0.1348,0.0673,0.0634,-0.0039,0.0932,0.0871,-0.0061,0.117,0.0758,-0.0412,0.1156,0.2661,0.1505,0.0958
0,0.0736,0.1896,0.116,0.0765,0.0945,0.018,0.0496,0.0884,0.0388,0.057,0.5493,0.4923,0.0828,0.3835,0.3007,0.1138,0.1045,-0.0093,0.0782,0.0759,-0.0023,0.0918,0.1008,0.009,0.0857,0.1461,0.0604,0.0665,0.1985,0.132,0.0628
1,0.1292,0.2312,0.102,0.0596,0.0712,0.0116,0.0968,0.1232,0.0264,0.0256,0.1957,0.1701,0.0791,0.4268,0.3477,0.0481,0.1776,0.1295,0.0786,0.0845,0.0059,0.1161,0.0939,-0.0222,0.1006,0.0734,-0.0272,0.114,0.28,0.166,0.101
1,0.1285,0.3009,0.1724,0.0615,0.0792,0.0177,0.1032,0.0989,-0.0043,0.0805,0.8479,0.7674,0.0644,0.522,0.4576,0.0625,0.5127,0.4502,0.095,0.1645,0.0695,0.138,0.1169,-0.0211,0.1172,0.1583,0.0411,0.0958,0.3765,0.2807,0.1311
1,0.1237,0.2776,0.1539,0.0496,0.0676,0.018,0.0926,0.0662,-0.0264,0.0821,0.5845,0.5024,0.0878,0.5035,0.4157,0.0533,0.1997,0.1464,0.1,0.1207,0.0207,0.114,0.0976,-0.0164,0.1043,0.0739,-0.0304,0.1216,0.353,0.2314,0.1008
1,0.1306,0.1791,0.0485,0.0739,0.1219,0.048,0.1113,0.0844,-0.0269,0.0578,0.2205,0.1627,0.0907,0.3421,0.2514,0.0522,0.181,0.1288,0.0718,0.093,0.0212,0.1097,0.105,-0.0047,0.1027,0.0699,-0.0328,0.1111,0.2737,0.1626,0.11
0,0.096,0.1656,0.0696,0.0784,0.1349,0.0565,0.0779,0.0726,-0.0053,0.1013,0.2049,0.1036,0.0987,0.3501,0.2514,0.1288,0.2053,0.0765,0.1055,0.0979,-0.0076,0.0958,0.1112,0.0154,0.0599,0.1688,0.1089,0.1002,0.1455,0.0453,0.0992
1,0.1427,0.2033,0.0606,0.082,0.1118,0.0298,0.1076,0.0923,-0.0153,0.0633,0.217,0.1537,0.0799,0.3458,0.2659,0.0518,0.1581,0.1063,0.0733,0.0755,0.0022,0.0992,0.1003,0.0011,0.1219,0.0862,-0.0357,0.1053,0.3979,0.2926,0.1037
0,0.0707,0.6972,0.6265,0.0892,0.0591,-0.0301,0.1164,0.1201,0.0037,0.0865,0.4528,0.3663,0.0657,0.4991,0.4334,0.0818,0.2788,0.197,0.0736,0.1452,0.0716,0.0747,0.2994,0.2247,0.1081,0.073,-0.0351,0.1308,0.9764,0.8456,0.0689
1,0.1461,0.2869,0.1408,0.0446,0.0544,0.0098,0.0984,0.0839,-0.0145,0.0638,0.3014,0.2376,0.0876,0.5233,0.4357,0.061,0.2886,0.2276,0.095,0.0837,-0.0113,0.1122,0.0924,-0.0198,0.1046,0.0826,-0.022,0.127,0.4908,0.3638,0.1132
0,0.1014,0.4299,0.3285,0.0805,1.2091,1.1286,0.0694,0.1296,0.0602,0.0502,0.3526,0.3024,0.0512,0.4331,0.3819,0.0639,0.7661,0.7022,0.0605,0.2279,0.1674,0.0792,0.1437,0.0645,0.0586,0.2161,0.1575,0.0555,0.2517,0.1962,0.0549
