timestamp,level,component,user_id,session_id,message
2025-04-26 08:29:53.224,INFO,GENERAL,,,Configuration loaded.
2025-04-26 08:29:53.224,INFO,GENERAL,,,Starting Main Workflow...
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'INPUT_DATA_FILE' from section '[Paths]': 'data/DSL-StrongPasswordData.csv'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'PREPROCESSED_DATA_DIR' from section '[Paths]': 'results/data'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'EGGP_OUTPUT_DIR' from section '[Paths]': 'results/eggp_output'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_DIR' from section '[Paths]': 'results'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'EVALUATION_RESULTS_FILENAME' from section '[Paths]': 'session_evaluation_metrics.csv'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'MIN_SESSION' from section '[Experiment]': '1'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'MAX_SESSION' from section '[Experiment]': '7'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'TARGET_COLUMN_NAME' from section '[Evaluation]': 'class'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'THRESHOLD_STRATEGY' from section '[Evaluation]': 'fixed'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'DEFAULT_THRESHOLD' from section '[Evaluation]': '0.8'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'maxSize' from section '[EGGpArgs]': '100'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'nPop' from section '[EGGpArgs]': '100'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'pc' from section '[EGGpArgs]': '0.9'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'pm' from section '[EGGpArgs]': '0.1'
2025-04-26 08:29:53.224,INFO,GENERAL,,,Config: Using 'generations' from section '[EGGpArgs]': '50'
2025-04-26 08:29:53.224,INFO,GENERAL,,,"
--- Phase 1: Data Preprocessing ---"
2025-04-26 08:29:53.224,INFO,PREPROCESSING,,,Loading data from data/DSL-StrongPasswordData.csv...
2025-04-26 08:29:53.337,INFO,PREPROCESSING,,,"Data loaded successfully. Shape: (20400, 34)"
2025-04-26 08:29:53.339,INFO,PREPROCESSING,,,Identified 31 feature columns.
2025-04-26 08:29:53.339,INFO,PREPROCESSING,,,"Sorting data by ['subject', 'sessionIndex', 'rep']..."
2025-04-26 08:29:53.353,INFO,PREPROCESSING,,,Sorting complete.
2025-04-26 08:29:53.353,INFO,PREPROCESSING,,,Creating output directory: results/data
2025-04-26 08:29:53.354,INFO,PREPROCESSING,,,Found 51 unique users.
2025-04-26 08:29:53.354,INFO,PREPROCESSING,,,"
Processing User 1/51: s002..."
2025-04-26 08:29:53.354,INFO,PREPROCESSING,,,  Processing Training Session 1 (Testing on Session 2)...
2025-04-26 08:29:53.362,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_1_train.csv...
2025-04-26 08:29:53.370,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_1_test.csv...
2025-04-26 08:29:53.431,INFO,PREPROCESSING,,,  Processing Training Session 2 (Testing on Session 3)...
2025-04-26 08:29:53.438,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_2_train.csv...
2025-04-26 08:29:53.444,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_2_test.csv...
2025-04-26 08:29:53.502,INFO,PREPROCESSING,,,  Processing Training Session 3 (Testing on Session 4)...
2025-04-26 08:29:53.508,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_3_train.csv...
2025-04-26 08:29:53.518,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_3_test.csv...
2025-04-26 08:29:53.579,INFO,PREPROCESSING,,,  Processing Training Session 4 (Testing on Session 5)...
2025-04-26 08:29:53.586,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_4_train.csv...
2025-04-26 08:29:53.592,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_4_test.csv...
2025-04-26 08:29:53.643,INFO,PREPROCESSING,,,  Processing Training Session 5 (Testing on Session 6)...
2025-04-26 08:29:53.649,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_5_train.csv...
2025-04-26 08:29:53.655,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_5_test.csv...
2025-04-26 08:29:53.711,INFO,PREPROCESSING,,,  Processing Training Session 6 (Testing on Session 7)...
2025-04-26 08:29:53.718,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_6_train.csv...
2025-04-26 08:29:53.727,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_6_test.csv...
2025-04-26 08:29:53.778,INFO,PREPROCESSING,,,  Processing Training Session 7 (Testing on Session 8)...
2025-04-26 08:29:53.785,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s002_session_7_train.csv...
2025-04-26 08:29:53.791,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s002_session_7_test.csv...
2025-04-26 08:29:53.845,INFO,PREPROCESSING,,,"
Processing User 2/51: s003..."
2025-04-26 08:29:53.845,INFO,PREPROCESSING,,,  Processing Training Session 1 (Testing on Session 2)...
2025-04-26 08:29:53.853,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_1_train.csv...
2025-04-26 08:29:53.862,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_1_test.csv...
2025-04-26 08:29:53.913,INFO,PREPROCESSING,,,  Processing Training Session 2 (Testing on Session 3)...
2025-04-26 08:29:53.920,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_2_train.csv...
2025-04-26 08:29:53.926,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_2_test.csv...
2025-04-26 08:29:53.980,INFO,PREPROCESSING,,,  Processing Training Session 3 (Testing on Session 4)...
2025-04-26 08:29:53.989,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_3_train.csv...
2025-04-26 08:29:53.997,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_3_test.csv...
2025-04-26 08:29:54.047,INFO,PREPROCESSING,,,  Processing Training Session 4 (Testing on Session 5)...
2025-04-26 08:29:54.053,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_4_train.csv...
2025-04-26 08:29:54.059,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_4_test.csv...
2025-04-26 08:29:54.109,INFO,PREPROCESSING,,,  Processing Training Session 5 (Testing on Session 6)...
2025-04-26 08:29:54.116,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_5_train.csv...
2025-04-26 08:29:54.122,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_5_test.csv...
2025-04-26 08:29:54.174,INFO,PREPROCESSING,,,  Processing Training Session 6 (Testing on Session 7)...
2025-04-26 08:29:54.181,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_6_train.csv...
2025-04-26 08:29:54.187,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_6_test.csv...
2025-04-26 08:29:54.237,INFO,PREPROCESSING,,,  Processing Training Session 7 (Testing on Session 8)...
2025-04-26 08:29:54.243,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s003_session_7_train.csv...
2025-04-26 08:29:54.249,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s003_session_7_test.csv...
2025-04-26 08:29:54.301,INFO,PREPROCESSING,,,"
Processing User 3/51: s004..."
2025-04-26 08:29:54.301,INFO,PREPROCESSING,,,  Processing Training Session 1 (Testing on Session 2)...
2025-04-26 08:29:54.309,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s004_session_1_train.csv...
2025-04-26 08:29:54.316,INFO,PREPROCESSING,,,    Saving 2550 instances to results/data/user_s004_session_1_test.csv...
2025-04-26 08:29:54.369,INFO,PREPROCESSING,,,  Processing Training Session 2 (Testing on Session 3)...
2025-04-26 08:29:54.376,INFO,PREPROCESSING,,,    Saving 100 instances to results/data/user_s004_session_2_train.csv...
